feature_space,classifier,seed,strategy,label_budget,n_labeled,scenario,target_fpr,threshold,calibration_empirical_fpr,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
BASE,LOGREG,282,UNCERTAINTY,0.1,400,TEMPORAL,0.005,0.9950940250951446,0.00468384074941452,0.9171396003750276,0.9062381875,0.9901864573110893,0.25225,0.4020721259214983,0.0025,1009,10,3990,2991,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,DOMAIN_OOD,0.005,0.9950940250951446,0.00468384074941452,0.8814355983012412,0.8720841828939805,0.9844155844155844,0.1964748574390876,0.32757130509939497,0.003110419906687403,379,6,1923,1550,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,TEMPLATE_OOD,0.005,0.9950940250951446,0.00468384074941452,0.9099572980131707,0.8980608200012066,0.9883855981416957,0.24912177985948478,0.39794248304886604,0.002927400468384075,851,10,3406,2565,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,DOMAIN_TEMPLATE_OOD,0.005,0.9950940250951446,0.00468384074941452,0.8719845029045552,0.8608571338800389,0.9835164835164835,0.1930960086299892,0.32281334535617673,0.003236245954692557,358,6,1848,1496,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,IID_ORIGINAL,0.01,0.9848321644541106,0.00936768149882904,0.8523611631244054,0.9035788776786806,0.9527272727272728,0.24763705103969755,0.39309827456864216,0.006522829904666332,262,13,1980,796,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.1,400,IID_BALANCED,0.01,0.9848321644541106,0.00936768149882904,0.9089647871520729,0.9037846491400474,0.9776119402985075,0.24763705103969755,0.3951734539969834,0.005671077504725898,262,6,1052,796,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,TEMPORAL,0.01,0.9848321644541106,0.00936768149882904,0.9171396003750276,0.9062381875,0.9840425531914894,0.37,0.5377906976744186,0.006,1480,24,3976,2520,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,DOMAIN_OOD,0.01,0.9848321644541106,0.00936768149882904,0.8814355983012412,0.8720841828939805,0.9743150684931506,0.294971487817522,0.45284520493434144,0.007776049766718507,569,15,1914,1360,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,TEMPLATE_OOD,0.01,0.9848321644541106,0.00936768149882904,0.9099572980131707,0.8980608200012066,0.9818897637795275,0.36504683840749413,0.5322236448997012,0.006733021077283372,1247,23,3393,2169,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,DOMAIN_TEMPLATE_OOD,0.01,0.9848321644541106,0.00936768149882904,0.8719845029045552,0.8608571338800389,0.9739292364990689,0.2820927723840345,0.4374738603094939,0.007551240560949299,523,14,1840,1331,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,IID_ORIGINAL,0.02,0.9053137260330107,0.01990632318501171,0.8523611631244054,0.9035788776786806,0.9083601286173634,0.5340264650283554,0.6726190476190477,0.028600100351229302,565,57,1936,493,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.1,400,IID_BALANCED,0.02,0.9053137260330107,0.01990632318501171,0.9089647871520729,0.9037846491400474,0.9448160535117057,0.5340264650283554,0.6823671497584541,0.031190926275992438,565,33,1025,493,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,TEMPORAL,0.02,0.9053137260330107,0.01990632318501171,0.9171396003750276,0.9062381875,0.9562937062937062,0.547,0.6959287531806616,0.025,2188,100,3900,1812,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,DOMAIN_OOD,0.02,0.9053137260330107,0.01990632318501171,0.8814355983012412,0.8720841828939805,0.9302575107296137,0.4494556765163297,0.6060817895840616,0.033696215655780196,867,65,1864,1062,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,TEMPLATE_OOD,0.02,0.9053137260330107,0.01990632318501171,0.9099572980131707,0.8980608200012066,0.9505664263645726,0.5403981264637002,0.689063083240015,0.02810304449648712,1846,96,3320,1570,0.5
BASE,LOGREG,282,UNCERTAINTY,0.1,400,DOMAIN_TEMPLATE_OOD,0.02,0.9053137260330107,0.01990632318501171,0.8719845029045552,0.8608571338800389,0.9252669039145908,0.42071197411003236,0.578420467185762,0.03398058252427184,780,63,1791,1074,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,IID_ORIGINAL,0.005,0.9955303249926182,0.00468384074941452,0.879561514044927,0.9152876276798664,0.9894736842105263,0.2665406427221172,0.4199553239017126,0.0015052684395383843,282,3,1990,776,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.15,600,IID_BALANCED,0.005,0.9955303249926182,0.00468384074941452,0.9226907975978258,0.91525008844308,0.9929577464788732,0.2665406427221172,0.4202682563338301,0.001890359168241966,282,2,1056,776,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,TEMPORAL,0.005,0.9955303249926182,0.00468384074941452,0.9417184563644745,0.93491225,0.9913907284768212,0.37425,0.5433756805807622,0.00325,1497,13,3987,2503,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,DOMAIN_OOD,0.005,0.9955303249926182,0.00468384074941452,0.9223234750304837,0.9150915026198314,0.9856938483547926,0.3571798859512701,0.5243531202435312,0.005184033177812338,689,10,1919,1240,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,TEMPLATE_OOD,0.005,0.9955303249926182,0.00468384074941452,0.9367698227561145,0.930436103828793,0.9898278560250391,0.3703161592505855,0.5389859394972305,0.0038056206088992973,1265,13,3403,2151,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,DOMAIN_TEMPLATE_OOD,0.005,0.9955303249926182,0.00468384074941452,0.9156779310761891,0.9084561908186505,0.984984984984985,0.35382955771305286,0.5206349206349207,0.005393743257820928,656,10,1844,1198,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,IID_ORIGINAL,0.01,0.9836104947051448,0.00936768149882904,0.879561514044927,0.9152876276798664,0.9734939759036144,0.3818525519848771,0.548540393754243,0.0055193176116407425,404,11,1982,654,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.15,600,IID_BALANCED,0.01,0.9836104947051448,0.00936768149882904,0.9226907975978258,0.91525008844308,0.9877750611246944,0.3818525519848771,0.5507839127471029,0.004725897920604915,404,5,1053,654,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,TEMPORAL,0.01,0.9836104947051448,0.00936768149882904,0.9417184563644745,0.93491225,0.9849246231155779,0.49,0.654424040066778,0.0075,1960,30,3970,2040,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,DOMAIN_OOD,0.01,0.9836104947051448,0.00936768149882904,0.9223234750304837,0.9150915026198314,0.977728285077951,0.45515811301192327,0.6211531659002476,0.010368066355624676,878,20,1909,1051,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,TEMPLATE_OOD,0.01,0.9836104947051448,0.00936768149882904,0.9367698227561145,0.930436103828793,0.9822485207100592,0.4859484777517564,0.6502154328241285,0.008782201405152224,1660,30,3386,1756,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,DOMAIN_TEMPLATE_OOD,0.01,0.9836104947051448,0.00936768149882904,0.9156779310761891,0.9084561908186505,0.9760191846522782,0.43905070118662354,0.6056547619047619,0.010787486515641856,814,20,1834,1040,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,IID_ORIGINAL,0.02,0.8336354671587531,0.01990632318501171,0.879561514044927,0.9152876276798664,0.9171428571428571,0.6068052930056711,0.7303754266211604,0.029101856497742096,642,58,1935,416,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.15,600,IID_BALANCED,0.02,0.8336354671587531,0.01990632318501171,0.9226907975978258,0.91525008844308,0.9497041420118343,0.6068052930056711,0.740484429065744,0.03213610586011342,642,34,1024,416,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,TEMPORAL,0.02,0.8336354671587531,0.01990632318501171,0.9417184563644745,0.93491225,0.9618018018018017,0.66725,0.7878966789667897,0.0265,2669,106,3894,1331,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,DOMAIN_OOD,0.02,0.8336354671587531,0.01990632318501171,0.9223234750304837,0.9150915026198314,0.94276875483372,0.631933644375324,0.7566728739913098,0.0383618455158113,1219,74,1855,710,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,TEMPLATE_OOD,0.02,0.8336354671587531,0.01990632318501171,0.9367698227561145,0.930436103828793,0.9563729683490163,0.6545667447306791,0.7771984706291276,0.029859484777517563,2236,102,3314,1180,0.5
BASE,LOGREG,282,UNCERTAINTY,0.15,600,DOMAIN_TEMPLATE_OOD,0.02,0.8336354671587531,0.01990632318501171,0.9156779310761891,0.9084561908186505,0.9408284023668639,0.6003236245954693,0.7329601580507079,0.037756202804746494,1113,70,1784,741,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,IID_ORIGINAL,0.005,0.9978943816054838,0.00468384074941452,0.8883768199134905,0.9217587643709505,0.9917355371900827,0.22684310018903592,0.36923076923076925,0.0010035122930255895,240,2,1991,818,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.2,800,IID_BALANCED,0.005,0.9978943816054838,0.00468384074941452,0.9286772556791296,0.9219029734742228,0.995850622406639,0.22684310018903592,0.3695150115473441,0.000945179584120983,240,1,1057,818,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,TEMPORAL,0.005,0.9978943816054838,0.00468384074941452,0.94553466133894,0.9401033124999999,0.9931972789115646,0.292,0.45131375579598143,0.002,1168,8,3992,2832,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,DOMAIN_OOD,0.005,0.9978943816054838,0.00468384074941452,0.9255425237803631,0.9205391716995326,0.9902534113060428,0.2633488854328668,0.41605241605241605,0.002592016588906169,508,5,1924,1421,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,TEMPLATE_OOD,0.005,0.9978943816054838,0.00468384074941452,0.9412196678806872,0.9359976505383125,0.9917355371900827,0.2810304449648712,0.43795620437956206,0.00234192037470726,960,8,3408,2456,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,DOMAIN_TEMPLATE_OOD,0.005,0.9978943816054838,0.00468384074941452,0.9203445967170051,0.9152466633850365,0.9896049896049897,0.25674217907227614,0.40770877944325484,0.002696871628910464,476,5,1849,1378,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,IID_ORIGINAL,0.01,0.9904230756775387,0.00936768149882904,0.8883768199134905,0.9217587643709505,0.9824561403508771,0.3705103969754253,0.5380919698009609,0.0035122930255895636,392,7,1986,666,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.2,800,IID_BALANCED,0.01,0.9904230756775387,0.00936768149882904,0.9286772556791296,0.9219029734742228,0.98989898989899,0.3705103969754253,0.5392022008253095,0.003780718336483932,392,4,1054,666,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,TEMPORAL,0.01,0.9904230756775387,0.00936768149882904,0.94553466133894,0.9401033124999999,0.9885844748858448,0.433,0.6022253129346314,0.005,1732,20,3980,2268,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,DOMAIN_OOD,0.01,0.9904230756775387,0.00936768149882904,0.9255425237803631,0.9205391716995326,0.9833119383825417,0.39709694142042506,0.5657311669128509,0.00673924313115604,766,13,1916,1163,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,TEMPLATE_OOD,0.01,0.9904230756775387,0.00936768149882904,0.9412196678806872,0.9359976505383125,0.9863574351978172,0.42330210772833726,0.5923801720606309,0.00585480093676815,1446,20,3396,1970,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,DOMAIN_TEMPLATE_OOD,0.01,0.9904230756775387,0.00936768149882904,0.9203445967170051,0.9152466633850365,0.9821917808219178,0.38673139158576053,0.554953560371517,0.007011866235167206,717,13,1841,1137,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,IID_ORIGINAL,0.02,0.8688053957808872,0.01990632318501171,0.8883768199134905,0.9217587643709505,0.9277456647398844,0.6068052930056711,0.7337142857142858,0.025087807325639738,642,50,1943,416,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.2,800,IID_BALANCED,0.02,0.8688053957808872,0.01990632318501171,0.9286772556791296,0.9219029734742228,0.9567809239940388,0.6068052930056711,0.7426257952573742,0.027410207939508508,642,29,1029,416,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,TEMPORAL,0.02,0.8688053957808872,0.01990632318501171,0.94553466133894,0.9401033124999999,0.9653264478052379,0.65425,0.7799135747280584,0.0235,2617,94,3906,1383,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,DOMAIN_OOD,0.02,0.8688053957808872,0.01990632318501171,0.9255425237803631,0.9205391716995326,0.9496344435418359,0.6060134784862623,0.7398734177215189,0.0321410057024365,1169,62,1867,760,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,TEMPLATE_OOD,0.02,0.8688053957808872,0.01990632318501171,0.9412196678806872,0.9359976505383125,0.9619089316987741,0.6431498829039812,0.7708771929824562,0.025468384074941453,2197,87,3329,1219,0.5
BASE,LOGREG,282,UNCERTAINTY,0.2,800,DOMAIN_TEMPLATE_OOD,0.02,0.8688053957808872,0.01990632318501171,0.9203445967170051,0.9152466633850365,0.9483526268922529,0.5744336569579288,0.7154853879744709,0.03128371089536138,1065,58,1796,789,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,IID_ORIGINAL,0.005,0.9968678222910717,0.00468384074941452,0.892466699664804,0.9262271447229764,0.9880478087649402,0.23440453686200377,0.3789152024446142,0.0015052684395383843,248,3,1990,810,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,IID_BALANCED,0.005,0.9968678222910717,0.00468384074941452,0.9318992114840076,0.926210776833988,0.9880478087649402,0.23440453686200377,0.3789152024446142,0.002835538752362949,248,3,1055,810,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,TEMPORAL,0.005,0.9968678222910717,0.00468384074941452,0.9481754251164267,0.9421861875000002,0.9909027291812457,0.354,0.5216430281819856,0.00325,1416,13,3987,2584,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,DOMAIN_OOD,0.005,0.9968678222910717,0.00468384074941452,0.9267132824457612,0.9204813921695568,0.9840142095914742,0.2871954380508035,0.4446227929373997,0.004665629860031105,554,9,1920,1375,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,TEMPLATE_OOD,0.005,0.9968678222910717,0.00468384074941452,0.9439006003411609,0.9379131439595457,0.9898904802021904,0.3439695550351288,0.5105366065609385,0.00351288056206089,1175,12,3404,2241,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,DOMAIN_TEMPLATE_OOD,0.005,0.9968678222910717,0.00468384074941452,0.9215870135004998,0.9154628204098779,0.9846449136276392,0.2766990291262136,0.432,0.004314994606256742,513,8,1846,1341,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,IID_ORIGINAL,0.01,0.9912807761054732,0.00936768149882904,0.892466699664804,0.9262271447229764,0.9772727272727273,0.32514177693761814,0.4879432624113475,0.004014049172102358,344,8,1985,714,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,IID_BALANCED,0.01,0.9912807761054732,0.00936768149882904,0.9318992114840076,0.926210776833988,0.9885057471264368,0.32514177693761814,0.48933143669985774,0.003780718336483932,344,4,1054,714,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,TEMPORAL,0.01,0.9912807761054732,0.00936768149882904,0.9481754251164267,0.9421861875000002,0.9873487348734874,0.44875,0.6170505328291509,0.00575,1795,23,3977,2205,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,DOMAIN_OOD,0.01,0.9912807761054732,0.00936768149882904,0.9267132824457612,0.9204813921695568,0.9826897470039947,0.38258164852255055,0.5507462686567164,0.00673924313115604,738,13,1916,1191,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,TEMPLATE_OOD,0.01,0.9912807761054732,0.00936768149882904,0.9439006003411609,0.9379131439595457,0.9855832241153342,0.44028103044496486,0.6086604613516795,0.006440281030444965,1504,22,3394,1912,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,DOMAIN_TEMPLATE_OOD,0.01,0.9912807761054732,0.00936768149882904,0.9215870135004998,0.9154628204098779,0.9829302987197724,0.3727076591154261,0.5404771216269065,0.006472491909385114,691,12,1842,1163,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,IID_ORIGINAL,0.02,0.9263807192379723,0.01990632318501171,0.892466699664804,0.9262271447229764,0.9461172741679873,0.5642722117202268,0.7069271758436945,0.017059708981435023,597,34,1959,461,0.3467715503113733
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,IID_BALANCED,0.02,0.9263807192379723,0.01990632318501171,0.9318992114840076,0.926210776833988,0.9675850891410048,0.5642722117202268,0.7128358208955224,0.01890359168241966,597,20,1038,461,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,TEMPORAL,0.02,0.9263807192379723,0.01990632318501171,0.9481754251164267,0.9421861875000002,0.974903474903475,0.63125,0.7663125948406677,0.01625,2525,65,3935,1475,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,DOMAIN_OOD,0.02,0.9263807192379723,0.01990632318501171,0.9267132824457612,0.9204813921695568,0.9646643109540636,0.5660964230171073,0.7134923227703365,0.020736132711249352,1092,40,1889,837,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,TEMPLATE_OOD,0.02,0.9263807192379723,0.01990632318501171,0.9439006003411609,0.9379131439595457,0.9724896836313618,0.6209016393442623,0.7579060210827229,0.01756440281030445,2121,60,3356,1295,0.5
BASE,LOGREG,282,UNCERTAINTY,0.25,1000,DOMAIN_TEMPLATE_OOD,0.02,0.9263807192379723,0.01990632318501171,0.9215870135004998,0.9154628204098779,0.9642512077294686,0.5382955771305286,0.6908965039806161,0.019956850053937433,998,37,1817,856,0.5
BASE,LOGREG,282,RANDOM,0.1,400,IID_ORIGINAL,0.005,0.9950940250951446,0.00468384074941452,0.8523611631244054,0.9035788776786806,0.975,0.14744801512287334,0.2561576354679803,0.002007024586051179,156,4,1989,902,0.3467715503113733
BASE,LOGREG,282,RANDOM,0.1,400,IID_BALANCED,0.005,0.9950940250951446,0.00468384074941452,0.9089647871520729,0.9037846491400474,1.0,0.14744801512287334,0.257001647446458,0.0,156,0,1058,902,0.5
BASE,LOGREG,282,RANDOM,0.1,400,TEMPORAL,0.005,0.9950940250951446,0.00468384074941452,0.9171396003750276,0.9062381875,0.9901864573110893,0.25225,0.4020721259214983,0.0025,1009,10,3990,2991,0.5
BASE,LOGREG,282,RANDOM,0.1,400,DOMAIN_OOD,0.005,0.9950940250951446,0.00468384074941452,0.8814355983012412,0.8720841828939805,0.9844155844155844,0.1964748574390876,0.32757130509939497,0.003110419906687403,379,6,1923,1550,0.5
BASE,LOGREG,282,RANDOM,0.1,400,TEMPLATE_OOD,0.005,0.9950940250951446,0.00468384074941452,0.9099572980131707,0.8980608200012066,0.9883855981416957,0.24912177985948478,0.39794248304886604,0.002927400468384075,851,10,3406,2565,0.5
BASE,LOGREG,282,RANDOM,0.1,400,DOMAIN_TEMPLATE_OOD,0.005,0.9950940250951446,0.00468384074941452,0.8719845029045552,0.8608571338800389,0.9835164835164835,0.1930960086299892,0.32281334535617673,0.003236245954692557,358,6,1848,1496,0.5
BASE,LOGREG,282,RANDOM,0.1,400,IID_ORIGINAL,0.01,0.9848321644541106,0.00936768149882904,0.8523611631244054,0.9035788776786806,0.9527272727272728,0.24763705103969755,0.39309827456864216,0.006522829904666332,262,13,1980,796,0.3467715503113733
BASE,LOGREG,282,RANDOM,0.1,400,IID_BALANCED,0.01,0.9848321644541106,0.00936768149882904,0.9089647871520729,0.9037846491400474,0.9776119402985075,0.24763705103969755,0.3951734539969834,0.005671077504725898,262,6,1052,796,0.5
BASE,LOGREG,282,RANDOM,0.1,400,TEMPORAL,0.01,0.9848321644541106,0.00936768149882904,0.9171396003750276,0.9062381875,0.9840425531914894,0.37,0.5377906976744186,0.006,1480,24,3976,2520,0.5
BASE,LOGREG,282,RANDOM,0.1,400,DOMAIN_OOD,0.01,0.9848321644541106,0.00936768149882904,0.8814355983012412,0.8720841828939805,0.9743150684931506,0.294971487817522,0.45284520493434144,0.007776049766718507,569,15,1914,1360,0.5
BASE,LOGREG,282,RANDOM,0.1,400,TEMPLATE_OOD,0.01,0.9848321644541106,0.00936768149882904,0.9099572980131707,0.8980608200012066,0.9818897637795275,0.36504683840749413,0.5322236448997012,0.006733021077283372,1247,23,3393,2169,0.5
BASE,LOGREG,282,RANDOM,0.1,400,DOMAIN_TEMPLATE_OOD,0.01,0.9848321644541106,0.00936768149882904,0.8719845029045552,0.8608571338800389,0.9739292364990689,0.2820927723840345,0.4374738603094939,0.007551240560949299,523,14,1840,1331,0.5
BASE,LOGREG,282,RANDOM,0.1,400,IID_ORIGINAL,0.02,0.9053137260330107,0.01990632318501171,0.8523611631244054,0.9035788776786806,0.9083601286173634,0.5340264650283554,0.6726190476190477,0.028600100351229302,565,57,1936,493,0.3467715503113733
BASE,LOGREG,282,RANDOM,0.1,400,IID_BALANCED,0.02,0.9053137260330107,0.01990632318501171,0.9089647871520729,0.9037846491400474,0.9448160535117057,0.5340264650283554,0.6823671497584541,0.031190926275992438,565,33,1025,493,0.5
BASE,LOGREG,282,RANDOM,0.1,400,TEMPORAL,0.02,0.9053137260330107,0.01990632318501171,0.9171396003750276,0.9062381875,0.9562937062937062,0.547,0.6959287531806616,0.025,2188,100,3900,1812,0.5
BASE,LOGREG,282,RANDOM,0.1,400,DOMAIN_OOD,0.02,0.9053137260330107,0.01990632318501171,0.8814355983012412,0.8720841828939805,0.9302575107296137,0.4494556765163297,0.6060817895840616,0.033696215655780196,867,65,1864,1062,0.5
BASE,LOGREG,282,RANDOM,0.1,400,TEMPLATE_OOD,0.02,0.9053137260330107,0.01990632318501171,0.9099572980131707,0.8980608200012066,0.9505664263645726,0.5403981264637002,0.689063083240015,0.02810304449648712,1846,96,3320,1570,0.5
BASE,LOGREG,282,RANDOM,0.1,400,DOMAIN_TEMPLATE_OOD,0.02,0.9053137260330107,0.01990632318501171,0.8719845029045552,0.8608571338800389,0.9252669039145908,0.42071197411003236,0.578420467185762,0.03398058252427184,780,63,1791,1074,0.5
BASE,LOGREG,282,RANDOM,0.15,600,IID_ORIGINAL,0.005,0.9915616354000911,0.00468384074941452,0.8745876756282627,0.9143230038594437,0.96415770609319,0.2542533081285444,0.4023934181002244,0.005017561465127948,269,10,1983,789,0.3467715503113733
BASE,LOGREG,282,RANDOM,0.15,600,IID_BALANCED,0.005,0.9915616354000911,0.00468384074941452,0.9224741162701753,0.9146568944507774,0.9853479853479854,0.2542533081285444,0.4042073628850488,0.003780718336483932,269,4,1054,789,0.5
BASE,LOGREG,282,RANDOM,0.15,600,TEMPORAL,0.005,0.9915616354000911,0.00468384074941452,0.9312976943047586,0.9222125624999999,0.9862924281984334,0.37775,0.5462762111352133,0.00525,1511,21,3979,2489,0.5
BASE,LOGREG,282,RANDOM,0.15,600,DOMAIN_OOD,0.005,0.9915616354000911,0.00468384074941452,0.8966570788231789,0.8893409129326981,0.975177304964539,0.28512182477967857,0.4412354592860008,0.007257646448937273,550,14,1915,1379,0.5
BASE,LOGREG,282,RANDOM,0.15,600,TEMPLATE_OOD,0.005,0.9915616354000911,0.00468384074941452,0.9248351892534387,0.9149707568461408,0.9838833461243285,0.3752927400468384,0.5433354524263615,0.006147540983606557,1282,21,3395,2134,0.5
BASE,LOGREG,282,RANDOM,0.15,600,DOMAIN_TEMPLATE_OOD,0.005,0.9915616354000911,0.00468384074941452,0.8880204060907123,0.8794841672979733,0.9734848484848485,0.2772384034519957,0.43157010915197314,0.007551240560949299,514,14,1840,1340,0.5
BASE,LOGREG,282,RANDOM,0.15,600,IID_ORIGINAL,0.01,0.9819690899490562,0.00936768149882904,0.8745876756282627,0.9143230038594437,0.96,0.34026465028355385,0.5024424284717376,0.007526342197691922,360,15,1978,698,0.3467715503113733
BASE,LOGREG,282,RANDOM,0.15,600,IID_BALANCED,0.01,0.9819690899490562,0.00936768149882904,0.9224741162701753,0.9146568944507774,0.9836065573770492,0.34026465028355385,0.5056179775280899,0.005671077504725898,360,6,1052,698,0.5
BASE,LOGREG,282,RANDOM,0.15,600,TEMPORAL,0.01,0.9819690899490562,0.00936768149882904,0.9312976943047586,0.9222125624999999,0.9799457994579945,0.452,0.6186484174508127,0.00925,1808,37,3963,2192,0.5
BASE,LOGREG,282,RANDOM,0.15,600,DOMAIN_OOD,0.01,0.9819690899490562,0.00936768149882904,0.8966570788231789,0.8893409129326981,0.9629629629629629,0.35044064282011406,0.5138730520714557,0.01347848626231208,676,26,1903,1253,0.5
BASE,LOGREG,282,RANDOM,0.15,600,TEMPLATE_OOD,0.01,0.9819690899490562,0.00936768149882904,0.9248351892534387,0.9149707568461408,0.9763729246487867,0.4475995316159251,0.613809714973906,0.010831381733021077,1529,37,3379,1887,0.5
BASE,LOGREG,282,RANDOM,0.15,600,DOMAIN_TEMPLATE_OOD,0.01,0.9819690899490562,0.00936768149882904,0.8880204060907123,0.8794841672979733,0.9598765432098766,0.3354908306364617,0.49720223820943243,0.014023732470334413,622,26,1828,1232,0.5
BASE,LOGREG,282,RANDOM,0.15,600,IID_ORIGINAL,0.02,0.9546877942248186,0.01990632318501171,0.8745876756282627,0.9143230038594437,0.9409722222222222,0.5122873345935728,0.6634026927784578,0.017059708981435023,542,34,1959,516,0.3467715503113733
BASE,LOGREG,282,RANDOM,0.15,600,IID_BALANCED,0.02,0.9546877942248186,0.01990632318501171,0.9224741162701753,0.9146568944507774,0.9695885509838998,0.5122873345935728,0.6703772418058133,0.01606805293005671,542,17,1041,516,0.5
BASE,LOGREG,282,RANDOM,0.15,600,TEMPORAL,0.02,0.9546877942248186,0.01990632318501171,0.9312976943047586,0.9222125624999999,0.973501303214596,0.56025,0.7112027927642018,0.01525,2241,61,3939,1759,0.5
BASE,LOGREG,282,RANDOM,0.15,600,DOMAIN_OOD,0.02,0.9546877942248186,0.01990632318501171,0.8966570788231789,0.8893409129326981,0.9567510548523207,0.4701918092275791,0.6305179005908933,0.021254536029030584,907,41,1888,1022,0.5
BASE,LOGREG,282,RANDOM,0.15,600,TEMPLATE_OOD,0.02,0.9546877942248186,0.01990632318501171,0.9248351892534387,0.9149707568461408,0.9691833590138675,0.552400468384075,0.7037106097333582,0.01756440281030445,1887,60,3356,1529,0.5
BASE,LOGREG,282,RANDOM,0.15,600,DOMAIN_TEMPLATE_OOD,0.02,0.9546877942248186,0.01990632318501171,0.8880204060907123,0.8794841672979733,0.9546485260770975,0.45415318230852214,0.6154970760233918,0.021574973031283712,842,40,1814,1012,0.5
BASE,LOGREG,282,RANDOM,0.2,800,IID_ORIGINAL,0.005,0.9891438899852342,0.00468384074941452,0.8695803591559492,0.9106399809541333,0.9674267100977199,0.28071833648393196,0.4351648351648352,0.005017561465127948,297,10,1983,761,0.3467715503113733
BASE,LOGREG,282,RANDOM,0.2,800,IID_BALANCED,0.005,0.9891438899852342,0.00468384074941452,0.919038953300104,0.9113791402975262,0.9834437086092715,0.28071833648393196,0.43676470588235294,0.004725897920604915,297,5,1053,761,0.5
BASE,LOGREG,282,RANDOM,0.2,800,TEMPORAL,0.005,0.9891438899852342,0.00468384074941452,0.937690360300902,0.9312152499999999,0.9841269841269841,0.403,0.5718339836821568,0.0065,1612,26,3974,2388,0.5
