effect,representation,classifier,label_budget,scenario,metric,mean,ci95_low,ci95_high,n_seeds
SSL_vs_BASE,DAPT,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,0.0063331066210988605,-0.07395287722978058,0.0866190904719783,5
SSL_vs_BASE,DAPT,LOGREG,1.0,IID,delta_ssl_ap,0.002142266252018343,-0.0037654588049250556,0.008049991308961741,5
SSL_vs_BASE,DAPT,LOGREG,1.0,IID,delta_ssl_recall,-0.0018903591682419673,-0.0905919743135349,0.08681125597705096,5
SSL_vs_BASE,DAPT,LOGREG,1.0,IID,delta_ssl_f1,-0.0061552187839728715,-0.11237610944992295,0.1000656718819772,5
SSL_vs_BASE,DAPT,LOGREG,1.0,TEMPLATE_OOD,delta_ssl_ap,0.00431653652943218,0.0013158805116670418,0.007317192547197317,5
SSL_vs_BASE,DAPT,LOGREG,1.0,TEMPLATE_OOD,delta_ssl_recall,0.005796252927400447,-0.06634718884162871,0.07793969469642961,5
SSL_vs_BASE,DAPT,LOGREG,1.0,TEMPLATE_OOD,delta_ssl_f1,0.004408000652887467,-0.07915984789253891,0.08797584919831383,5
SSL_vs_BASE,DAPT,LOGREG,1.0,TEMPORAL,delta_ssl_ap,0.003584660492196834,0.0012087106772825026,0.005960610307111165,5
SSL_vs_BASE,DAPT,LOGREG,1.0,TEMPORAL,delta_ssl_recall,0.018499999999999996,-0.05394074635622458,0.09094074635622457,5
SSL_vs_BASE,DAPT,LOGREG,1.0,TEMPORAL,delta_ssl_f1,0.01859842106690792,-0.06283847220816666,0.10003531434198248,5
SSL_vs_BASE,DAPT,MLP,0.1,DOMAIN_OOD,delta_ssl_ap,0.009330319637109263,-0.009952820050003893,0.02861345932422242,5
SSL_vs_BASE,DAPT,MLP,0.1,DOMAIN_OOD,delta_ssl_recall,-0.04157594608605494,-0.07595547428539864,-0.007196417886711243,5
SSL_vs_BASE,DAPT,MLP,0.1,DOMAIN_OOD,delta_ssl_f1,-0.06483075955702888,-0.12491236790150084,-0.0047491512125569235,5
SSL_vs_BASE,DAPT,MLP,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,0.006499600048143361,-0.012639847932282084,0.025639048028568808,5
SSL_vs_BASE,DAPT,MLP,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.04034519956850054,-0.07715065625071738,-0.0035397428862836908,5
SSL_vs_BASE,DAPT,MLP,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.06435671029479599,-0.12961423485529622,0.00090081426570425,5
SSL_vs_BASE,DAPT,MLP,0.1,IID,delta_ssl_ap,-0.009839607962016573,-0.020031256361816678,0.00035204043778353476,5
SSL_vs_BASE,DAPT,MLP,0.1,IID,delta_ssl_recall,-0.09886578449905482,-0.18845425244800595,-0.009277316550103679,5
SSL_vs_BASE,DAPT,MLP,0.1,IID,delta_ssl_f1,-0.13355629801613575,-0.2527654221602017,-0.014347173872069824,5
SSL_vs_BASE,DAPT,MLP,0.1,TEMPLATE_OOD,delta_ssl_ap,0.003343143541677773,-0.00843307123070297,0.015119358314058516,5
SSL_vs_BASE,DAPT,MLP,0.1,TEMPLATE_OOD,delta_ssl_recall,-0.06299765807962529,-0.1417449383708022,0.015749622211551642,5
SSL_vs_BASE,DAPT,MLP,0.1,TEMPLATE_OOD,delta_ssl_f1,-0.09198696242688012,-0.21872611095594474,0.0347521861021845,5
SSL_vs_BASE,DAPT,MLP,0.1,TEMPORAL,delta_ssl_ap,0.0023332922000731003,-0.008530490294280511,0.01319707469442671,5
SSL_vs_BASE,DAPT,MLP,0.1,TEMPORAL,delta_ssl_recall,-0.0622,-0.13709695468902747,0.012696954689027477,5
SSL_vs_BASE,DAPT,MLP,0.1,TEMPORAL,delta_ssl_f1,-0.08989336709964463,-0.20946996328108525,0.029683229081795992,5
SSL_vs_BASE,DAPT,MLP,0.25,DOMAIN_OOD,delta_ssl_ap,0.0024567648219951943,-0.004065077009669182,0.008978606653659571,5
SSL_vs_BASE,DAPT,MLP,0.25,DOMAIN_OOD,delta_ssl_recall,-0.00031104199066873115,-0.0824866668540643,0.08186458287272685,5
SSL_vs_BASE,DAPT,MLP,0.25,DOMAIN_OOD,delta_ssl_f1,0.0011485632625920616,-0.10340997711625344,0.10570710364143757,5
SSL_vs_BASE,DAPT,MLP,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,0.0010532552352886082,-0.006089676613758854,0.00819618708433607,5
SSL_vs_BASE,DAPT,MLP,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,0.0009708737864077665,-0.07940047176099051,0.08134221933380605,5
SSL_vs_BASE,DAPT,MLP,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,0.0027922409040196604,-0.1019161439351887,0.10750062574322804,5
SSL_vs_BASE,DAPT,MLP,0.25,IID,delta_ssl_ap,-0.013965878700102286,-0.024733704075826257,-0.003198053324378317,5
SSL_vs_BASE,DAPT,MLP,0.25,IID,delta_ssl_recall,-0.036862003780718335,-0.0954125390336478,0.021688531472211135,5
SSL_vs_BASE,DAPT,MLP,0.25,IID,delta_ssl_f1,-0.04453684592591317,-0.11459277946568718,0.025519087613860833,5
SSL_vs_BASE,DAPT,MLP,0.25,TEMPLATE_OOD,delta_ssl_ap,0.0004693755657170451,-0.00391091108327514,0.004849662214709231,5
SSL_vs_BASE,DAPT,MLP,0.25,TEMPLATE_OOD,delta_ssl_recall,0.0033957845433255306,-0.06994423905320798,0.07673580813985906,5
SSL_vs_BASE,DAPT,MLP,0.25,TEMPLATE_OOD,delta_ssl_f1,0.005006152600092728,-0.07729977236693032,0.08731207756711577,5
SSL_vs_BASE,DAPT,MLP,0.25,TEMPORAL,delta_ssl_ap,0.0006464010608900006,-0.003632269085170867,0.004925071206950868,5
SSL_vs_BASE,DAPT,MLP,0.25,TEMPORAL,delta_ssl_recall,0.00615,-0.07011561664795077,0.08241561664795077,5
SSL_vs_BASE,DAPT,MLP,0.25,TEMPORAL,delta_ssl_f1,0.007620280025784754,-0.07606950684540895,0.09131006689697846,5
SSL_vs_BASE,DAPT,MLP,1.0,DOMAIN_OOD,delta_ssl_ap,-0.004922787830544251,-0.013567490169618222,0.00372191450852972,5
SSL_vs_BASE,DAPT,MLP,1.0,DOMAIN_OOD,delta_ssl_recall,0.033281493001555196,-0.06529699972374102,0.13185998572685143,5
SSL_vs_BASE,DAPT,MLP,1.0,DOMAIN_OOD,delta_ssl_f1,0.03934137537393202,-0.0800588906050015,0.15874164135286556,5
SSL_vs_BASE,DAPT,MLP,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.006462101517107644,-0.016218485451765848,0.0032942824175505618,5
SSL_vs_BASE,DAPT,MLP,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,0.032038834951456305,-0.07104784514638977,0.13512551504930237,5
SSL_vs_BASE,DAPT,MLP,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,0.039809114722273976,-0.09001358235833515,0.1696318118028831,5
SSL_vs_BASE,DAPT,MLP,1.0,IID,delta_ssl_ap,0.00019846554964588758,-0.008991553392106359,0.009388484491398135,5
SSL_vs_BASE,DAPT,MLP,1.0,IID,delta_ssl_recall,0.02570888468809076,-0.09206772039202518,0.1434854897682067,5
SSL_vs_BASE,DAPT,MLP,1.0,IID,delta_ssl_f1,0.02082154387233822,-0.10645706504633634,0.1481001527910128,5
SSL_vs_BASE,DAPT,MLP,1.0,TEMPLATE_OOD,delta_ssl_ap,-0.0020100321172785264,-0.008177392491468174,0.004157328256911121,5
SSL_vs_BASE,DAPT,MLP,1.0,TEMPLATE_OOD,delta_ssl_recall,0.04455503512880561,-0.050532679794928634,0.13964275005253984,5
SSL_vs_BASE,DAPT,MLP,1.0,TEMPLATE_OOD,delta_ssl_f1,0.04727550331424908,-0.054818458145424964,0.14936946477392313,5
SSL_vs_BASE,DAPT,MLP,1.0,TEMPORAL,delta_ssl_ap,-0.0014912894819502753,-0.007277841305848498,0.004295262341947947,5
SSL_vs_BASE,DAPT,MLP,1.0,TEMPORAL,delta_ssl_recall,0.04634999999999999,-0.04407583769787664,0.1367758376978766,5
SSL_vs_BASE,DAPT,MLP,1.0,TEMPORAL,delta_ssl_f1,0.047915808635188226,-0.04680872244615257,0.142640339716529,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,DOMAIN_OOD,delta_ssl_ap,-0.0037344317439772733,-0.01785312862036613,0.010384265132411584,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,DOMAIN_OOD,delta_ssl_recall,-0.014722654224987041,-0.09254120832323944,0.06309589987326535,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,DOMAIN_OOD,delta_ssl_f1,-0.02300042460552107,-0.1478935574734892,0.10189270826244705,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.0072115978698581,-0.024155537200459973,0.009732341460743775,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.01769147788565264,-0.09072093467336984,0.055337978902064565,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.028312576927791617,-0.14768474691756397,0.09105959306198075,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,IID,delta_ssl_ap,-0.009721212060418516,-0.032709515985578266,0.013267091864741233,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,IID,delta_ssl_recall,-0.03383742911153119,-0.1899595942870393,0.12228473606397693,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,IID,delta_ssl_f1,-0.04386514667508004,-0.2592336138209981,0.171503320470838,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,TEMPLATE_OOD,delta_ssl_ap,-0.0008211300804232379,-0.009791135604295079,0.008148875443448604,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,TEMPLATE_OOD,delta_ssl_recall,-0.036124121779859485,-0.13837375276798078,0.0661255092082618,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,TEMPLATE_OOD,delta_ssl_f1,-0.05212913447946819,-0.19657951554535408,0.09232124658641772,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,TEMPORAL,delta_ssl_ap,-0.0020731194772866555,-0.00979846666104601,0.005652227706472699,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,TEMPORAL,delta_ssl_recall,-0.032100000000000004,-0.1370987796807161,0.0728987796807161,5
SSL_vs_BASE,DAPT,XGBOOST,0.1,TEMPORAL,delta_ssl_f1,-0.04612955567328712,-0.19391001892339055,0.10165090757681632,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,DOMAIN_OOD,delta_ssl_ap,0.0009237505590207861,-0.007570301878395546,0.009417802996437118,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,DOMAIN_OOD,delta_ssl_recall,-0.024053913945049254,-0.09714181403710305,0.049033986147004535,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,DOMAIN_OOD,delta_ssl_f1,-0.03611042805415072,-0.14568435483528283,0.07346349872698141,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,-0.0011821309844885608,-0.011032952627338877,0.008668690658361757,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,-0.026645091693635388,-0.08710133939848963,0.033811156011218854,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,-0.04099940270860042,-0.1330317552701046,0.05103294985290377,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,IID,delta_ssl_ap,-0.009293027672197463,-0.022591995360555246,0.004005940016160319,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,IID,delta_ssl_recall,-0.03534971644612476,-0.1023660250749536,0.031666592182704074,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,IID,delta_ssl_f1,-0.045786829688195876,-0.13128671171462228,0.039713052338230526,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,TEMPLATE_OOD,delta_ssl_ap,0.0014822325526368419,-0.006269222375873481,0.009233687481147165,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,TEMPLATE_OOD,delta_ssl_recall,-0.04478922716627634,-0.12121660161844314,0.031638147285890456,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,TEMPLATE_OOD,delta_ssl_f1,-0.057880474312016296,-0.15651288363177931,0.04075193500774673,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,TEMPORAL,delta_ssl_ap,-0.00040253712051994126,-0.007838994786889824,0.007033920545849942,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,TEMPORAL,delta_ssl_recall,-0.04120000000000001,-0.12375472510166494,0.041354725101664914,5
SSL_vs_BASE,DAPT,XGBOOST,0.25,TEMPORAL,delta_ssl_f1,-0.0531851255523893,-0.15968253966108698,0.05331228855630839,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,DOMAIN_OOD,delta_ssl_ap,0.0012140066302009477,-0.0018093042286290697,0.004237317489030965,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,DOMAIN_OOD,delta_ssl_recall,0.026334888543286687,-0.06452293047513269,0.11719270756170608,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,DOMAIN_OOD,delta_ssl_f1,0.030011605922905804,-0.0817431073023033,0.1417663191481149,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_ap,3.944069328694066e-05,-0.003734828828753741,0.0038137102153276226,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_recall,0.022869471413160737,-0.05259036219688378,0.09832930502320525,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,delta_ssl_f1,0.02723153900580507,-0.06972388669571786,0.12418696470732801,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,IID,delta_ssl_ap,-0.007116770703749142,-0.01799991141828002,0.0037663700107817347,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,IID,delta_ssl_recall,-0.004914933837429125,-0.07043373191385478,0.06060386423899654,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,IID,delta_ssl_f1,-0.007214242917601021,-0.07223468972430148,0.05780620388909945,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,TEMPLATE_OOD,delta_ssl_ap,0.0008899418242570567,-0.002955562773268445,0.0047354464217825585,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,TEMPLATE_OOD,delta_ssl_recall,0.019145199063231845,-0.055317565236246306,0.09360796336270999,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,TEMPLATE_OOD,delta_ssl_f1,0.0188538702692172,-0.06161907763671921,0.09932681817515361,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,TEMPORAL,delta_ssl_ap,-0.0002880515759608571,-0.003702469673728367,0.0031263665218066524,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,TEMPORAL,delta_ssl_recall,0.02065,-0.06494396834745238,0.10624396834745238,5
SSL_vs_BASE,DAPT,XGBOOST,1.0,TEMPORAL,delta_ssl_f1,0.01986436345607955,-0.07108716728855621,0.1108158942007153,5
IID_to_SHIFT,BASE,LOGREG,0.1,DOMAIN_OOD,drop_ap,-0.04210805891173541,-0.05523783061258164,-0.028978287210889186,5
IID_to_SHIFT,BASE,LOGREG,0.1,DOMAIN_OOD,drop_recall,0.05412493225967986,-0.017202741673933875,0.1254526061932936,5
IID_to_SHIFT,BASE,LOGREG,0.1,DOMAIN_OOD,drop_f1,0.0710935670932576,-0.03210203398568891,0.17428916817220413,5
IID_to_SHIFT,BASE,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,drop_ap,-0.03311162653705424,-0.04748126509985727,-0.018741987974251206,5
IID_to_SHIFT,BASE,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,drop_recall,0.05943395264517735,-0.011880684139909052,0.13074858943026374,5
IID_to_SHIFT,BASE,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,drop_f1,0.07766137118605815,-0.027379058535025536,0.18270180090714183,5
IID_to_SHIFT,BASE,LOGREG,0.1,TEMPLATE_OOD,drop_ap,-0.0643240422968463,-0.0730759014783135,-0.0555721831153791,5
IID_to_SHIFT,BASE,LOGREG,0.1,TEMPLATE_OOD,drop_recall,0.02168766573845752,-0.04983367295064702,0.09320900442756205,5
IID_to_SHIFT,BASE,LOGREG,0.1,TEMPLATE_OOD,drop_f1,0.03066639862590236,-0.05975850298622855,0.12109130023803326,5
IID_to_SHIFT,BASE,LOGREG,0.1,TEMPORAL,drop_ap,-0.06918017892694657,-0.08065488068386244,-0.0577054771700307,5
IID_to_SHIFT,BASE,LOGREG,0.1,TEMPORAL,drop_recall,0.015569281663516055,-0.05142453139682883,0.08256309472386093,5
IID_to_SHIFT,BASE,LOGREG,0.1,TEMPORAL,drop_f1,0.022404313552592325,-0.060438090052053306,0.10524671715723796,5
IID_to_SHIFT,BASE,LOGREG,0.25,DOMAIN_OOD,drop_ap,-0.05475393445964616,-0.06972901530656489,-0.03977885361272743,5
IID_to_SHIFT,BASE,LOGREG,0.25,DOMAIN_OOD,drop_recall,-0.03823405762802554,-0.10530810041939812,0.028839985163347036,5
IID_to_SHIFT,BASE,LOGREG,0.25,DOMAIN_OOD,drop_f1,-0.05186266902146761,-0.1440145053898581,0.04028916734692287,5
IID_to_SHIFT,BASE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,drop_ap,-0.04869792201633609,-0.06302860195990649,-0.03436724207276569,5
IID_to_SHIFT,BASE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,drop_recall,-0.029609101457432264,-0.09133240588930552,0.032114202974441,5
IID_to_SHIFT,BASE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,drop_f1,-0.04045282558626555,-0.12641473983607965,0.045509088663548566,5
IID_to_SHIFT,BASE,LOGREG,0.25,TEMPLATE_OOD,drop_ap,-0.07024914074868091,-0.07962441940808623,-0.060873862089275595,5
IID_to_SHIFT,BASE,LOGREG,0.25,TEMPLATE_OOD,drop_recall,-0.058355542471102306,-0.13572807975058543,0.01901699480838083,5
IID_to_SHIFT,BASE,LOGREG,0.25,TEMPLATE_OOD,drop_f1,-0.07696036489789111,-0.1798118652123648,0.025891135416582597,5
IID_to_SHIFT,BASE,LOGREG,0.25,TEMPORAL,drop_ap,-0.07384265090166169,-0.0818866411980698,-0.06579866060525356,5
IID_to_SHIFT,BASE,LOGREG,0.25,TEMPORAL,drop_recall,-0.06475964083175804,-0.14104312341810155,0.011523841754585443,5
IID_to_SHIFT,BASE,LOGREG,0.25,TEMPORAL,drop_f1,-0.08517530415388344,-0.18556980634754144,0.015219198039774548,5
IID_to_SHIFT,BASE,LOGREG,1.0,DOMAIN_OOD,drop_ap,-0.029719478213003248,-0.029719478213003248,-0.029719478213003248,5
IID_to_SHIFT,BASE,LOGREG,1.0,DOMAIN_OOD,drop_recall,0.06445007599655445,0.06445007599655445,0.06445007599655445,5
IID_to_SHIFT,BASE,LOGREG,1.0,DOMAIN_OOD,drop_f1,0.08047402734309755,0.08047402734309755,0.08047402734309755,5
IID_to_SHIFT,BASE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,drop_ap,-0.025150784942749804,-0.025150784942749804,-0.025150784942749804,5
IID_to_SHIFT,BASE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,drop_recall,0.07604872110166952,0.07604872110166952,0.07604872110166952,5
IID_to_SHIFT,BASE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,drop_f1,0.09587973626171392,0.09587973626171392,0.09587973626171392,5
IID_to_SHIFT,BASE,LOGREG,1.0,TEMPLATE_OOD,drop_ap,-0.049638720605734044,-0.049638720605734044,-0.049638720605734044,5
IID_to_SHIFT,BASE,LOGREG,1.0,TEMPLATE_OOD,drop_recall,-0.021355082055754537,-0.021355082055754537,-0.021355082055754537,5
IID_to_SHIFT,BASE,LOGREG,1.0,TEMPLATE_OOD,drop_f1,-0.025104868897599664,-0.025104868897599664,-0.025104868897599664,5
IID_to_SHIFT,BASE,LOGREG,1.0,TEMPORAL,drop_ap,-0.05375317848822869,-0.05375317848822869,-0.05375317848822869,5
IID_to_SHIFT,BASE,LOGREG,1.0,TEMPORAL,drop_recall,-0.024268431001890356,-0.024268431001890356,-0.024268431001890356,5
IID_to_SHIFT,BASE,LOGREG,1.0,TEMPORAL,drop_f1,-0.02861311851909415,-0.02861311851909415,-0.02861311851909415,5
IID_to_SHIFT,BASE,MLP,0.1,DOMAIN_OOD,drop_ap,-0.022070932830818735,-0.04228729139627102,-0.0018545742653664488,5
IID_to_SHIFT,BASE,MLP,0.1,DOMAIN_OOD,drop_recall,0.12714649842568065,0.08569633095276315,0.16859666589859817,5
IID_to_SHIFT,BASE,MLP,0.1,DOMAIN_OOD,drop_f1,0.16583952452784195,0.1140446347659983,0.2176344142896856,5
IID_to_SHIFT,BASE,MLP,0.1,DOMAIN_TEMPLATE_OOD,drop_ap,-0.011444833562701474,-0.03123618182157846,0.008346514696175512,5
IID_to_SHIFT,BASE,MLP,0.1,DOMAIN_TEMPLATE_OOD,drop_recall,0.14044899598884955,0.09807581965418014,0.18282217232351897,5
IID_to_SHIFT,BASE,MLP,0.1,DOMAIN_TEMPLATE_OOD,drop_f1,0.18482417540925872,0.13405389424327893,0.2355944565752385,5
IID_to_SHIFT,BASE,MLP,0.1,TEMPLATE_OOD,drop_ap,-0.06336952578928816,-0.06876081978461694,-0.057978231793959376,5
IID_to_SHIFT,BASE,MLP,0.1,TEMPLATE_OOD,drop_recall,0.03719790776641004,-0.0038813158667331538,0.07827713139955324,5
IID_to_SHIFT,BASE,MLP,0.1,TEMPLATE_OOD,drop_f1,0.043772716710694215,-0.0051232039492091624,0.09266863737059759,5
IID_to_SHIFT,BASE,MLP,0.1,TEMPORAL,drop_ap,-0.07008650195139313,-0.07695322639687853,-0.06321977750590772,5
IID_to_SHIFT,BASE,MLP,0.1,TEMPORAL,drop_recall,0.03097542533081285,-0.007108790307630848,0.06905964096925654,5
IID_to_SHIFT,BASE,MLP,0.1,TEMPORAL,drop_f1,0.03625731178167128,-0.00900525142791251,0.08151987499125507,5
IID_to_SHIFT,BASE,MLP,0.25,DOMAIN_OOD,drop_ap,-0.037316444025898066,-0.05076724816354344,-0.023865639888252695,5
IID_to_SHIFT,BASE,MLP,0.25,DOMAIN_OOD,drop_recall,0.09995550943170649,0.03296229706373906,0.1669487217996739,5
IID_to_SHIFT,BASE,MLP,0.25,DOMAIN_OOD,drop_f1,0.117629785043597,0.034290792987372865,0.20096877709982114,5
IID_to_SHIFT,BASE,MLP,0.25,DOMAIN_TEMPLATE_OOD,drop_ap,-0.028673675442641544,-0.042735631711878094,-0.014611719173404997,5
IID_to_SHIFT,BASE,MLP,0.25,DOMAIN_TEMPLATE_OOD,drop_recall,0.11630501057336814,0.052313259490849986,0.18029676165588632,5
IID_to_SHIFT,BASE,MLP,0.25,DOMAIN_TEMPLATE_OOD,drop_f1,0.13869243411023308,0.057378553204412985,0.22000631501605317,5
IID_to_SHIFT,BASE,MLP,0.25,TEMPLATE_OOD,drop_ap,-0.060687015107372864,-0.0680521467434938,-0.05332188347125193,5
IID_to_SHIFT,BASE,MLP,0.25,TEMPLATE_OOD,drop_recall,0.018306379851516053,-0.04357102550987585,0.08018378521290795,5
IID_to_SHIFT,BASE,MLP,0.25,TEMPLATE_OOD,drop_f1,0.01975688170561517,-0.05119655767490035,0.09071032108613068,5
IID_to_SHIFT,BASE,MLP,0.25,TEMPORAL,drop_ap,-0.06541512607408558,-0.07149824830394723,-0.05933200384422393,5
IID_to_SHIFT,BASE,MLP,0.25,TEMPORAL,drop_recall,0.007995841209829857,-0.051248649609544186,0.0672403320292039,5
IID_to_SHIFT,BASE,MLP,0.25,TEMPORAL,drop_f1,0.007937428237008836,-0.058493828463692624,0.0743686849377103,5
IID_to_SHIFT,BASE,MLP,1.0,DOMAIN_OOD,drop_ap,-0.037045003441435506,-0.04310400756568703,-0.03098599931718398,5
IID_to_SHIFT,BASE,MLP,1.0,DOMAIN_OOD,drop_recall,0.12818840089725908,0.08835143036776778,0.1680253714267504,5
IID_to_SHIFT,BASE,MLP,1.0,DOMAIN_OOD,drop_f1,0.14803796522824178,0.09492266250982592,0.20115326794665764,5
IID_to_SHIFT,BASE,MLP,1.0,DOMAIN_TEMPLATE_OOD,drop_ap,-0.03216122070828868,-0.03891708038468507,-0.025405361031892296,5
IID_to_SHIFT,BASE,MLP,1.0,DOMAIN_TEMPLATE_OOD,drop_recall,0.15421191191374903,0.11069533076328883,0.19772849306420923,5
IID_to_SHIFT,BASE,MLP,1.0,DOMAIN_TEMPLATE_OOD,drop_f1,0.18202565495702933,0.1219673850558336,0.24208392485822505,5
IID_to_SHIFT,BASE,MLP,1.0,TEMPLATE_OOD,drop_ap,-0.049140314237216653,-0.05447542347650526,-0.043805204997928046,5
IID_to_SHIFT,BASE,MLP,1.0,TEMPLATE_OOD,drop_recall,0.05211359420584991,0.024016899690302556,0.08021028872139727,5
IID_to_SHIFT,BASE,MLP,1.0,TEMPLATE_OOD,drop_f1,0.05634575279232142,0.023404356745243306,0.08928714883939953,5
IID_to_SHIFT,BASE,MLP,1.0,TEMPORAL,drop_ap,-0.05310061105347179,-0.05798113463975986,-0.04822008746718372,5
IID_to_SHIFT,BASE,MLP,1.0,TEMPORAL,drop_recall,0.03530387523629488,0.009901865998761729,0.06070588447382803,5
IID_to_SHIFT,BASE,MLP,1.0,TEMPORAL,drop_f1,0.03749519402521788,0.0082778846151912,0.06671250343524456,5
IID_to_SHIFT,BASE,XGBOOST,0.1,DOMAIN_OOD,drop_ap,-0.03387162201996556,-0.05744319211807171,-0.010300051921859413,5
IID_to_SHIFT,BASE,XGBOOST,0.1,DOMAIN_OOD,drop_recall,0.12837586886453994,0.046846738263477225,0.20990499946560265,5
IID_to_SHIFT,BASE,XGBOOST,0.1,DOMAIN_OOD,drop_f1,0.1821184085277745,0.06397109937988342,0.30026571767566557,5
IID_to_SHIFT,BASE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,drop_ap,-0.0235456121239368,-0.04648019257986445,-0.000611031668009146,5
IID_to_SHIFT,BASE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,drop_recall,0.12992722015241148,0.05323968509505422,0.20661475520976874,5
IID_to_SHIFT,BASE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,drop_f1,0.18419066124904995,0.07513563153917827,0.2932456909589216,5
IID_to_SHIFT,BASE,XGBOOST,0.1,TEMPLATE_OOD,drop_ap,-0.07234613296298502,-0.0922414043300106,-0.05245086159595943,5
IID_to_SHIFT,BASE,XGBOOST,0.1,TEMPLATE_OOD,drop_recall,0.04784379523912822,-0.06247759925559842,0.15816518973385485,5
IID_to_SHIFT,BASE,XGBOOST,0.1,TEMPLATE_OOD,drop_f1,0.06211531017798879,-0.09908797730463953,0.22331859766061712,5
IID_to_SHIFT,BASE,XGBOOST,0.1,TEMPORAL,drop_ap,-0.07805006302654431,-0.09574117139819821,-0.06035895465489041,5
IID_to_SHIFT,BASE,XGBOOST,0.1,TEMPORAL,drop_recall,0.04747646502835538,-0.05965165277062169,0.15460458282733247,5
IID_to_SHIFT,BASE,XGBOOST,0.1,TEMPORAL,drop_f1,0.061615160768660096,-0.0942371878231618,0.21746750936048198,5
IID_to_SHIFT,BASE,XGBOOST,0.25,DOMAIN_OOD,drop_ap,-0.041258986766117924,-0.056869110925245867,-0.02564886260698998,5
