seed,candidate_model,scenario,target_fpr,group,feature,n,mean,median,q25,q75
42,DAPT_EMB_MLP,IID_BALANCED,0.02,COMMON_FN,text_chars,323,1162.0061919504644,980.0,276.0,2089.5
42,DAPT_EMB_MLP,IID_BALANCED,0.02,COMMON_FN,url_chars,323,78.60371517027863,81.0,33.0,106.5
42,DAPT_EMB_MLP,TEMPORAL,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,322,927.7360248447205,623.0,227.75,1497.25
42,DAPT_EMB_MLP,TEMPORAL,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,322,71.20186335403727,38.0,31.0,79.75
42,DAPT_EMB_MLP,TEMPORAL,0.02,COMMON_FN,text_chars,943,1193.304347826087,1337.0,296.5,2113.0
42,DAPT_EMB_MLP,TEMPORAL,0.02,COMMON_FN,url_chars,943,63.26829268292683,45.0,29.0,88.5
42,DAPT_EMB_MLP,DOMAIN_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,191,822.2303664921466,623.0,223.0,1143.0
42,DAPT_EMB_MLP,DOMAIN_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,191,68.7696335078534,36.0,29.5,82.0
42,DAPT_EMB_MLP,DOMAIN_OOD,0.02,COMMON_FN,text_chars,585,1155.0324786324786,1140.0,294.0,2086.0
42,DAPT_EMB_MLP,DOMAIN_OOD,0.02,COMMON_FN,url_chars,585,61.034188034188034,40.0,29.0,87.0
42,DAPT_EMB_MLP,TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,285,968.7649122807018,623.0,275.0,1541.0
42,DAPT_EMB_MLP,TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,285,69.75087719298246,38.0,30.0,64.0
42,DAPT_EMB_MLP,TEMPLATE_OOD,0.02,COMMON_FN,text_chars,850,1211.4976470588235,1360.0,305.25,2118.0
42,DAPT_EMB_MLP,TEMPLATE_OOD,0.02,COMMON_FN,url_chars,850,62.77294117647059,43.5,29.0,88.0
42,DAPT_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,176,915.7784090909091,623.0,294.5,1462.75
42,DAPT_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,176,69.0340909090909,36.0,29.0,68.75
42,DAPT_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,COMMON_FN,text_chars,600,1205.9866666666667,1360.0,320.25,2118.0
42,DAPT_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,COMMON_FN,url_chars,600,60.385,39.0,29.0,86.0
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.005,B0_FN_RESCUED_BY_CANDIDATE,text_chars,62,537.9354838709677,269.0,179.25,508.75
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.005,B0_FN_RESCUED_BY_CANDIDATE,url_chars,62,71.0,64.5,42.0,88.75
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.005,COMMON_FN,text_chars,495,1066.7030303030303,804.0,274.0,2081.0
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.005,COMMON_FN,url_chars,495,68.45656565656566,55.0,30.0,99.0
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.005,B0_FN_RESCUED_BY_CANDIDATE,text_chars,62,537.9354838709677,269.0,179.25,508.75
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.005,B0_FN_RESCUED_BY_CANDIDATE,url_chars,62,71.0,64.5,42.0,88.75
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.005,COMMON_FN,text_chars,495,1066.7030303030303,804.0,274.0,2081.0
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.005,COMMON_FN,url_chars,495,68.45656565656566,55.0,30.0,99.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.005,B0_FN_RESCUED_BY_CANDIDATE,text_chars,265,1304.3245283018869,1451.0,626.0,1564.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.005,B0_FN_RESCUED_BY_CANDIDATE,url_chars,265,73.75849056603774,66.0,34.0,94.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.005,COMMON_FN,text_chars,1614,1010.5724907063197,628.0,262.25,1962.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.005,COMMON_FN,url_chars,1614,58.449194547707556,38.0,30.0,67.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.005,B0_FN_RESCUED_BY_CANDIDATE,text_chars,168,1276.3869047619048,1447.5,806.0,1502.75
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.005,B0_FN_RESCUED_BY_CANDIDATE,url_chars,168,73.29166666666667,65.5,33.0,95.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.005,COMMON_FN,text_chars,961,972.4651404786681,626.0,253.0,1841.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.005,COMMON_FN,url_chars,961,57.26326742976067,35.0,29.0,60.0
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.005,B0_FN_RESCUED_BY_CANDIDATE,text_chars,240,1369.2375,1458.0,1135.5,2088.5
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.005,B0_FN_RESCUED_BY_CANDIDATE,url_chars,240,71.60833333333333,60.5,33.0,90.25
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.005,COMMON_FN,text_chars,1460,1024.154794520548,631.5,271.0,1965.25
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.005,COMMON_FN,url_chars,1460,56.98013698630137,37.0,30.0,63.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.005,B0_FN_RESCUED_BY_CANDIDATE,text_chars,171,1334.812865497076,1450.0,946.5,1551.5
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.005,B0_FN_RESCUED_BY_CANDIDATE,url_chars,171,74.37426900584795,64.0,33.0,93.5
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.005,COMMON_FN,text_chars,972,1015.0144032921811,628.0,285.0,1943.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.005,COMMON_FN,url_chars,972,56.1440329218107,35.5,29.0,60.0
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.01,B0_FN_RESCUED_BY_CANDIDATE,text_chars,70,528.2714285714286,273.5,179.25,508.75
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.01,B0_FN_RESCUED_BY_CANDIDATE,url_chars,70,69.17142857142858,63.0,42.0,88.0
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.01,COMMON_FN,text_chars,453,1096.346578366446,852.0,274.0,2087.0
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.01,COMMON_FN,url_chars,453,70.51655629139073,57.0,31.0,100.0
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.01,B0_FN_RESCUED_BY_CANDIDATE,text_chars,70,528.2714285714286,273.5,179.25,508.75
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.01,B0_FN_RESCUED_BY_CANDIDATE,url_chars,70,69.17142857142858,63.0,42.0,88.0
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.01,COMMON_FN,text_chars,453,1096.346578366446,852.0,274.0,2087.0
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.01,COMMON_FN,url_chars,453,70.51655629139073,57.0,31.0,100.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.01,B0_FN_RESCUED_BY_CANDIDATE,text_chars,379,1176.6569920844327,1436.0,561.5,1527.5
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.01,B0_FN_RESCUED_BY_CANDIDATE,url_chars,379,74.10817941952507,61.0,34.0,95.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.01,COMMON_FN,text_chars,1378,1028.7060957910014,662.5,244.25,2064.75
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.01,COMMON_FN,url_chars,1378,56.7322206095791,37.0,30.0,67.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.01,B0_FN_RESCUED_BY_CANDIDATE,text_chars,224,1152.6919642857142,1433.5,623.0,1490.5
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.01,B0_FN_RESCUED_BY_CANDIDATE,url_chars,224,69.94642857142857,58.5,32.0,94.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.01,COMMON_FN,text_chars,831,987.3429602888086,627.0,240.0,1911.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.01,COMMON_FN,url_chars,831,55.76052948255114,35.0,29.0,61.5
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.01,B0_FN_RESCUED_BY_CANDIDATE,text_chars,344,1220.7325581395348,1440.5,623.0,1545.0
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.01,B0_FN_RESCUED_BY_CANDIDATE,url_chars,344,71.83430232558139,55.5,33.0,91.25
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.01,COMMON_FN,text_chars,1242,1043.3381642512077,692.5,264.25,2067.5
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.01,COMMON_FN,url_chars,1242,56.30112721417069,36.5,29.0,64.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.01,B0_FN_RESCUED_BY_CANDIDATE,text_chars,236,1212.2542372881355,1437.5,623.0,1514.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.01,B0_FN_RESCUED_BY_CANDIDATE,url_chars,236,70.7542372881356,57.0,32.0,91.5
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.01,COMMON_FN,text_chars,834,1034.294964028777,672.0,274.25,2058.5
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.01,COMMON_FN,url_chars,834,54.98800959232614,35.0,29.0,60.0
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,72,691.3194444444445,272.5,178.0,1206.75
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,72,73.88888888888889,65.5,43.75,92.0
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.02,COMMON_FN,text_chars,356,1144.1657303370787,965.5,274.0,2089.25
42,CONTRASTIVE_EMB_MLP,IID_ORIGINAL,0.02,COMMON_FN,url_chars,356,76.06741573033707,71.0,32.75,104.0
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,72,691.3194444444445,272.5,178.0,1206.75
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,72,73.88888888888889,65.5,43.75,92.0
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.02,COMMON_FN,text_chars,356,1144.1657303370787,965.5,274.0,2089.25
42,CONTRASTIVE_EMB_MLP,IID_BALANCED,0.02,COMMON_FN,url_chars,356,76.06741573033707,71.0,32.75,104.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,307,1163.9511400651465,1442.0,421.5,1506.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,307,84.06188925081433,76.0,41.0,106.5
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.02,COMMON_FN,text_chars,958,1113.4488517745303,871.5,246.5,2099.0
42,CONTRASTIVE_EMB_MLP,TEMPORAL,0.02,COMMON_FN,url_chars,958,59.2713987473904,38.0,29.0,82.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,187,1178.9625668449198,1443.0,513.5,1497.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,187,81.49197860962566,77.0,41.0,98.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.02,COMMON_FN,text_chars,589,1039.5144312393888,671.0,236.0,2074.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_OOD,0.02,COMMON_FN,url_chars,589,57.04753820033956,35.0,28.0,71.0
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,270,1228.0777777777778,1445.0,551.0,1514.0
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,270,82.89259259259259,74.5,40.25,99.75
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.02,COMMON_FN,text_chars,865,1126.3468208092486,942.0,265.0,2099.0
42,CONTRASTIVE_EMB_MLP,TEMPLATE_OOD,0.02,COMMON_FN,url_chars,865,58.79190751445087,37.0,28.0,81.0
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,text_chars,188,1241.4840425531916,1443.5,618.75,1511.75
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,B0_FN_RESCUED_BY_CANDIDATE,url_chars,188,78.64893617021276,73.5,37.75,98.25
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,COMMON_FN,text_chars,588,1107.7721088435374,822.0,273.75,2088.25
42,CONTRASTIVE_EMB_MLP,DOMAIN_TEMPLATE_OOD,0.02,COMMON_FN,url_chars,588,57.1343537414966,35.0,28.0,70.0
