representation,classifier,label_budget,scenario,target_fpr,n_test,prevalence_phish,average_precision_mean,average_precision_std,roc_auc_mean,recall_mean,recall_std,precision_mean,f1_mean,calibration_empirical_fpr_mean,empirical_fpr_mean,empirical_fpr_std,fp_mean,fn_mean
BASE,MLP,1.0,TEMPLATE_OOD,0.02,6832,0.5,0.95221716440645,0.002820100660455705,0.9483099061312243,0.65403981264637,0.019309085557435362,0.9679411372925152,0.7804858038334834,0.01990632318501171,0.021662763466042158,0.0015764533978730988,74.0,1181.8
BASE,MLP,1.0,TEMPORAL,0.005,8000,0.5,0.9561774612227051,0.002760008115143644,0.9524380812500001,0.34825,0.03691332753897973,0.9937054556426148,0.5148377564629398,0.00468384074941452,0.00225,0.0008838834764831844,9.0,2607.0
BASE,MLP,1.0,TEMPORAL,0.01,8000,0.5,0.9561774612227051,0.002760008115143644,0.9524380812500001,0.5199499999999999,0.03060504451883711,0.9870486597718916,0.6806734953189868,0.00936768149882904,0.00685,0.0014426538046253508,27.4,1920.2
BASE,MLP,1.0,TEMPORAL,0.02,8000,0.5,0.9561774612227051,0.002760008115143644,0.9524380812500001,0.6713,0.0189344263182173,0.9700294492677974,0.7933535528291978,0.01990632318501171,0.020749999999999998,0.001677050983124842,83.0,1314.8
BASE,XGBOOST,0.1,DOMAIN_OOD,0.005,3858,0.5,0.8443448481791782,0.016303959626071615,0.8500245495816896,0.10565059616381545,0.05102442427212017,0.948679213493379,0.18715254379244933,0.00468384074941452,0.005391394504924832,0.0028535736536076488,10.4,1725.2
BASE,XGBOOST,0.1,DOMAIN_OOD,0.01,3858,0.5,0.8443448481791782,0.016303959626071615,0.8500245495816896,0.15686884396060136,0.05463390562956658,0.9371728996729185,0.26585010768274225,0.00936768149882904,0.010160705028512183,0.0029462461873266616,19.6,1626.4
BASE,XGBOOST,0.1,DOMAIN_OOD,0.02,3858,0.5,0.8443448481791782,0.016303959626071615,0.8500245495816896,0.28906168999481596,0.04358998235602032,0.9117002289480567,0.43747326679935794,0.01990632318501171,0.028097459823742878,0.006703257594710053,54.2,1371.4
BASE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.8340188382831494,0.016390455051944888,0.8381748433952538,0.10409924487594391,0.046801407992524406,0.9502908047931431,0.18508029107117388,0.00468384074941452,0.005285868392664509,0.002838769658455397,9.8,1661.0
BASE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.8340188382831494,0.016390455051944888,0.8381748433952538,0.15382955771305284,0.05164125396609035,0.9357466633189423,0.26156135083606114,0.00936768149882904,0.010248112189859764,0.0029046196370736267,19.0,1568.8
BASE,XGBOOST,0.1,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.8340188382831494,0.016390455051944888,0.8381748433952538,0.27626752966558793,0.04105520943602496,0.9074471476067772,0.42220781744121194,0.01990632318501171,0.02826321467098166,0.0065684189550683485,52.4,1341.8
BASE,XGBOOST,0.1,IID_BALANCED,0.005,2116,0.5,0.8774604087583606,0.007487205523384062,0.8771591725301153,0.23402646502835536,0.08150112064948363,0.9666396195911391,0.3709106352676129,0.00468384074941452,0.007561436672967864,0.005045878190941073,8.0,810.4
BASE,XGBOOST,0.1,IID_BALANCED,0.01,2116,0.5,0.8774604087583606,0.007487205523384062,0.8771591725301153,0.30170132325141774,0.09886596522156346,0.9595708979285767,0.45164020145701417,0.00936768149882904,0.01172022684310019,0.004800916861701435,12.4,738.8
BASE,XGBOOST,0.1,IID_BALANCED,0.02,2116,0.5,0.8774604087583606,0.007487205523384062,0.8771591725301153,0.41493383742911155,0.04684602183949439,0.931874409617634,0.5729829832140215,0.01990632318501171,0.030245746691871456,0.003897075260508185,32.0,619.0
BASE,XGBOOST,0.1,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.8104732261592126,0.010741565932519282,0.8781347191540902,0.23402646502835536,0.08150112064948363,0.9452146140160359,0.36927095232022383,0.00468384074941452,0.006823883592574009,0.0038638481300910096,13.6,810.4
BASE,XGBOOST,0.1,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.8104732261592126,0.010741565932519282,0.8781347191540902,0.30170132325141774,0.09886596522156346,0.9303147888902158,0.44842973983971995,0.00936768149882904,0.011138986452584043,0.003941261793608727,22.2,738.8
BASE,XGBOOST,0.1,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.8104732261592126,0.010741565932519282,0.8781347191540902,0.41493383742911155,0.04684602183949439,0.8907306107039048,0.5649007140414058,0.01990632318501171,0.026994480682388362,0.0032978779177430966,53.8,619.0
BASE,XGBOOST,0.1,TEMPLATE_OOD,0.005,6832,0.5,0.8828193591221976,0.010466477461433227,0.8788629174459356,0.18618266978922718,0.07684189245816053,0.9723342853083944,0.307155642142235,0.00468384074941452,0.00468384074941452,0.002028162538136859,16.0,2780.0
BASE,XGBOOST,0.1,TEMPLATE_OOD,0.01,6832,0.5,0.8828193591221976,0.010466477461433227,0.8788629174459356,0.2505854800936768,0.06544589876237245,0.9653867922984614,0.3946038080560831,0.00936768149882904,0.008723653395784544,0.0027414601331248608,29.8,2560.0
BASE,XGBOOST,0.1,TEMPLATE_OOD,0.02,6832,0.5,0.8828193591221976,0.010466477461433227,0.8788629174459356,0.3840749414519906,0.042395288323160425,0.9459054471180458,0.5452257735637497,0.01990632318501171,0.022014051522248244,0.004744737325767335,75.2,2104.0
BASE,XGBOOST,0.1,TEMPORAL,0.005,8000,0.5,0.888523289185757,0.008976243612449671,0.8856551749999999,0.18655,0.07507775136483512,0.9699013386708455,0.3076557915515637,0.00468384074941452,0.00555,0.0021894634045811316,22.2,3253.8
BASE,XGBOOST,0.1,TEMPORAL,0.01,8000,0.5,0.888523289185757,0.008976243612449671,0.8856551749999999,0.25275,0.062593430166432,0.9646575464823295,0.3974741393531246,0.00936768149882904,0.0092,0.0025823923017233453,36.8,2989.0
BASE,XGBOOST,0.1,TEMPORAL,0.02,8000,0.5,0.888523289185757,0.008976243612449671,0.8856551749999999,0.39215,0.040125817748676476,0.9475030849141618,0.5537616203082325,0.01990632318501171,0.02175,0.0036142080737002393,87.0,2431.4
BASE,XGBOOST,0.25,DOMAIN_OOD,0.005,3858,0.5,0.8880644103474532,0.006537093072344853,0.8859604341903247,0.15800933125972008,0.0376001467923117,0.9803461035485121,0.27071090007428217,0.00468384074941452,0.003110419906687403,0.0013216743166388765,6.0,1624.2
BASE,XGBOOST,0.25,DOMAIN_OOD,0.01,3858,0.5,0.8880644103474532,0.006537093072344853,0.8859604341903247,0.24893727319854847,0.0734610609583245,0.9735003421222315,0.3918546390720189,0.00936768149882904,0.006946604458268534,0.0036399149158200016,13.4,1448.8
BASE,XGBOOST,0.25,DOMAIN_OOD,0.02,3858,0.5,0.8880644103474532,0.006537093072344853,0.8859604341903247,0.4256091238983929,0.039270548332678054,0.9424420418730103,0.585596166046256,0.01990632318501171,0.02592016588906169,0.004863054183331704,50.0,1108.0
BASE,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.8782780049800379,0.007008013561110707,0.8762992695463554,0.1517799352750809,0.030003469560853566,0.9795591516514769,0.2619000913969116,0.00468384074941452,0.003128371089536138,0.0013961358258408616,5.8,1572.6
BASE,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.8782780049800379,0.007008013561110707,0.8762992695463554,0.23441208198489752,0.06591697144117714,0.971324173232666,0.37381276341702835,0.00936768149882904,0.007119741100323625,0.0037251988457026987,13.2,1419.4
BASE,XGBOOST,0.25,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.8782780049800379,0.007008013561110707,0.8762992695463554,0.40129449838187703,0.03934660844112907,0.9389934935496201,0.5614297050845326,0.01990632318501171,0.02599784250269687,0.004875299477228336,48.2,1110.0
BASE,XGBOOST,0.25,IID_BALANCED,0.005,2116,0.5,0.9023111623884759,0.0070516077639019795,0.9013039547457307,0.25954631379962195,0.0515040488720819,0.9809063271483642,0.4084671120648742,0.00468384074941452,0.004725897920604915,0.001157603848196209,5.0,783.4
BASE,XGBOOST,0.25,IID_BALANCED,0.01,2116,0.5,0.9023111623884759,0.0070516077639019795,0.9013039547457307,0.3474480151228733,0.03281420678687822,0.9731399593744768,0.5113623906261362,0.00936768149882904,0.009640831758034027,0.004601384289088123,10.2,690.4
BASE,XGBOOST,0.25,IID_BALANCED,0.02,2116,0.5,0.9023111623884759,0.0070516077639019795,0.9013039547457307,0.47145557655954634,0.023933768673748815,0.9512739805496512,0.6301567775292733,0.01990632318501171,0.024196597353497166,0.0062195402179062755,25.6,559.2
BASE,XGBOOST,0.25,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.8468054235813354,0.010127070248287885,0.9016440338917782,0.25954631379962195,0.0515040488720819,0.9740089917493628,0.40794529664649415,0.00468384074941452,0.0034119417962870046,0.0011979263809647085,6.8,783.4
BASE,XGBOOST,0.25,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.8468054235813354,0.010127070248287885,0.9016440338917782,0.3474480151228733,0.03281420678687822,0.9606549877246913,0.509581357577585,0.00936768149882904,0.007626693426994481,0.0035015246005755947,15.2,690.4
BASE,XGBOOST,0.25,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.8468054235813354,0.010127070248287885,0.9016440338917782,0.47145557655954634,0.023933768673748815,0.9186310660451408,0.6227580560854089,0.01990632318501171,0.022277972905168086,0.00558281226119463,44.4,559.2
BASE,XGBOOST,0.25,TEMPLATE_OOD,0.005,6832,0.5,0.9137777603898858,0.004579425184638524,0.908654170483028,0.2542740046838407,0.04184114554403239,0.9881205026052701,0.4030754489763284,0.00468384074941452,0.002985948477751756,0.0009117336945197562,10.2,2547.4
BASE,XGBOOST,0.25,TEMPLATE_OOD,0.01,6832,0.5,0.9137777603898858,0.004579425184638524,0.908654170483028,0.3399297423887588,0.06729405403276661,0.9824440817444794,0.5019781741984206,0.00936768149882904,0.006206088992974239,0.002662164530302028,21.2,2254.8
BASE,XGBOOST,0.25,TEMPLATE_OOD,0.02,6832,0.5,0.9137777603898858,0.004579425184638524,0.908654170483028,0.49502341920374704,0.03278884550011568,0.9597771761632039,0.6526645000333173,0.01990632318501171,0.020725995316159252,0.0027257855613547492,70.8,1725.0
BASE,XGBOOST,0.25,TEMPORAL,0.005,8000,0.5,0.9195224279945544,0.005297437639837459,0.9154718374999999,0.25565,0.040867392258376364,0.9875611452194175,0.40481429404994407,0.00468384074941452,0.0032,0.0013393095235978872,12.8,2977.4
BASE,XGBOOST,0.25,TEMPORAL,0.01,8000,0.5,0.9195224279945544,0.005297437639837459,0.9154718374999999,0.34645000000000004,0.0695987158645905,0.982260702349335,0.5089392503865954,0.00936768149882904,0.0064,0.00300312337408905,25.6,2614.2
BASE,XGBOOST,0.25,TEMPORAL,0.02,8000,0.5,0.9195224279945544,0.005297437639837459,0.9154718374999999,0.5095000000000001,0.03235689648282109,0.9621168288163762,0.6657246354022838,0.01990632318501171,0.020050000000000002,0.002791728855028726,80.2,1962.0
BASE,XGBOOST,1.0,DOMAIN_OOD,0.005,3858,0.5,0.9192938435167815,0.0005316783319763851,0.9182366171187042,0.26168999481596683,0.023943275343153787,0.9870716900303982,0.4132467405682359,0.00468384074941452,0.0034214618973561427,0.00028394119103430064,6.6,1424.2
BASE,XGBOOST,1.0,DOMAIN_OOD,0.01,3858,0.5,0.9192938435167815,0.0005316783319763851,0.9182366171187042,0.38724727838258166,0.04607523660388651,0.9734576995910634,0.5527462541162256,0.00936768149882904,0.010679108346293417,0.0032082422906720164,20.6,1182.0
BASE,XGBOOST,1.0,DOMAIN_OOD,0.02,3858,0.5,0.9192938435167815,0.0005316783319763851,0.9182366171187042,0.5212026956972525,0.02281151319795345,0.9539908598650058,0.6738449448885007,0.01990632318501171,0.025194401244167962,0.002806089912436362,48.6,923.6
BASE,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.9114663826356676,0.000940945103123846,0.9107432659668182,0.23538295577130527,0.020075306624989367,0.9873282899086562,0.3797956922347007,0.00468384074941452,0.00302049622437972,0.0002954274851699925,5.6,1417.6
BASE,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.9114663826356676,0.000940945103123846,0.9107432659668182,0.3567421790722761,0.04715378051405562,0.9731054605026461,0.5206315533189281,0.00936768149882904,0.009924487594390508,0.002658847366529932,18.4,1192.6
BASE,XGBOOST,1.0,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.9114663826356676,0.000940945103123846,0.9107432659668182,0.48975188781014023,0.023698735462583838,0.95284731736742,0.646678260536511,0.01990632318501171,0.024271844660194174,0.00231993669553469,45.0,946.0
BASE,XGBOOST,1.0,IID_BALANCED,0.005,2116,0.5,0.9310621276364002,0.0009323615724935976,0.9249536343852401,0.41001890359168247,0.014800437906286108,0.9931157208834873,0.5802887593210346,0.00468384074941452,0.002835538752362949,0.0009451795841209831,3.0,624.2
BASE,XGBOOST,1.0,IID_BALANCED,0.01,2116,0.5,0.9310621276364002,0.0009323615724935976,0.9249536343852401,0.4867674858223062,0.020588866645361043,0.9823040624175781,0.6506919372741298,0.00936768149882904,0.00888468809073724,0.0036970902108899705,9.4,543.0
BASE,XGBOOST,1.0,IID_BALANCED,0.02,2116,0.5,0.9310621276364002,0.0009323615724935976,0.9249536343852401,0.568241965973535,0.012740656179398565,0.9628907749569742,0.7146251880628496,0.01990632318501171,0.021928166351606805,0.002787879244565713,23.2,456.8
BASE,XGBOOST,1.0,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.8905193102235135,0.0011279177180776243,0.9249151804472554,0.41001890359168247,0.014800437906286108,0.9895132727246614,0.5796661401185815,0.00468384074941452,0.002308078273958856,0.0002748231598119248,4.6,624.2
BASE,XGBOOST,1.0,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.8905193102235135,0.0011279177180776243,0.9249151804472554,0.4867674858223062,0.020588866645361043,0.9729892163705633,0.6486427580713052,0.00936768149882904,0.007225288509784244,0.0017597268355996167,14.4,543.0
BASE,XGBOOST,1.0,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.8905193102235135,0.0011279177180776243,0.9249151804472554,0.568241965973535,0.012740656179398565,0.9345246445006966,0.7066443739005746,0.01990632318501171,0.02117410938283994,0.0026880271421934514,42.2,456.8
BASE,XGBOOST,1.0,TEMPLATE_OOD,0.005,6832,0.5,0.9383280443886786,0.0009882530880752109,0.9350758707473853,0.3546838407494145,0.01827176346996699,0.9919771285489893,0.5223188351280943,0.00468384074941452,0.0028688524590163933,0.0003206806542770292,9.8,2204.4
BASE,XGBOOST,1.0,TEMPLATE_OOD,0.01,6832,0.5,0.9383280443886786,0.0009882530880752109,0.9350758707473853,0.4596018735362998,0.03577003078360709,0.9833247181672335,0.6257353887852213,0.00936768149882904,0.007845433255269322,0.0019129167743213746,26.8,1846.0
BASE,XGBOOST,1.0,TEMPLATE_OOD,0.02,6832,0.5,0.9383280443886786,0.0009882530880752109,0.9350758707473853,0.5668032786885246,0.02005151794022557,0.9681529532311386,0.7148228744886409,0.01990632318501171,0.018676814988290397,0.0018444946138200667,63.8,1479.8
BASE,XGBOOST,1.0,TEMPORAL,0.005,8000,0.5,0.9442041942821561,0.0009213065775119707,0.9411511750000001,0.36585,0.020767011099337332,0.992668082428866,0.5343832550598272,0.00468384074941452,0.0027,0.00027386127875258327,10.8,2536.6
BASE,XGBOOST,1.0,TEMPORAL,0.01,8000,0.5,0.9442041942821561,0.0009213065775119707,0.9411511750000001,0.47685000000000005,0.03596986586018917,0.9850541384330954,0.6419414705084179,0.00936768149882904,0.007300000000000001,0.0020340845606807993,29.2,2092.6
BASE,XGBOOST,1.0,TEMPORAL,0.02,8000,0.5,0.9442041942821561,0.0009213065775119707,0.9411511750000001,0.5868,0.019455397708605257,0.9719022157993026,0.7316079465778101,0.01990632318501171,0.016999999999999998,0.0019284060775676887,68.0,1652.8
CONTRASTIVE,LOGREG,0.1,DOMAIN_OOD,0.005,3858,0.5,0.8016004626320721,0.019857414368964373,0.7937765265150263,0.09725246241575945,0.05385110186780048,0.9427076526273644,0.1725103827938787,0.00468384074941452,0.006324520476931053,0.00426542300274219,12.2,1741.4
CONTRASTIVE,LOGREG,0.1,DOMAIN_OOD,0.01,3858,0.5,0.8016004626320721,0.019857414368964373,0.7937765265150263,0.15127008812856402,0.02458292364925248,0.9342043598798518,0.2597632063702718,0.00936768149882904,0.010575427682737169,0.0030581402185075428,20.4,1637.2
CONTRASTIVE,LOGREG,0.1,DOMAIN_OOD,0.02,3858,0.5,0.8016004626320721,0.019857414368964373,0.7937765265150263,0.2276827371695179,0.045077843887463054,0.9165447029955717,0.3631833799668993,0.01990632318501171,0.020217729393468116,0.0036839477458662246,39.0,1489.8
CONTRASTIVE,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.7938516957952879,0.019699613066746134,0.7835848667972336,0.09687162891046386,0.05548298063291708,0.9430207419312348,0.17168509490952225,0.00468384074941452,0.006256742179072276,0.004391845304384527,11.6,1674.4
CONTRASTIVE,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.7938516957952879,0.019699613066746134,0.7835848667972336,0.14724919093851133,0.02998504080318181,0.9341213283468033,0.25346769952093817,0.00936768149882904,0.010248112189859764,0.003432557190225959,19.0,1581.0
CONTRASTIVE,LOGREG,0.1,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.7938516957952879,0.019699613066746134,0.7835848667972336,0.22125134843581443,0.049083656361631006,0.9167863352377538,0.35458028412999043,0.01990632318501171,0.01941747572815534,0.0046241715748334,36.0,1443.8
CONTRASTIVE,LOGREG,0.1,IID_BALANCED,0.005,2116,0.5,0.8390373889966428,0.01183092607816149,0.839082371775401,0.1385633270321361,0.06755092093006689,0.9437796067920203,0.23662447050198657,0.00468384074941452,0.007183364839319471,0.003033422785610815,7.6,911.4
CONTRASTIVE,LOGREG,0.1,IID_BALANCED,0.01,2116,0.5,0.8390373889966428,0.01183092607816149,0.839082371775401,0.21550094517958412,0.018485451054449847,0.9417983203850253,0.35047483292314646,0.00936768149882904,0.013232514177693763,0.0027556483434996695,14.0,830.0
CONTRASTIVE,LOGREG,0.1,IID_BALANCED,0.02,2116,0.5,0.8390373889966428,0.01183092607816149,0.839082371775401,0.30812854442344045,0.03903374262174727,0.9200881592927047,0.46050660221044304,0.01990632318501171,0.026843100189035917,0.0062195402179062755,28.4,732.0
CONTRASTIVE,LOGREG,0.1,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.7505672648928471,0.022981739293325545,0.8364407752274738,0.1385633270321361,0.06755092093006689,0.9188029936999669,0.23550021056311116,0.00468384074941452,0.006322127446061214,0.00386384813009101,12.6,911.4
CONTRASTIVE,LOGREG,0.1,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.7505672648928471,0.022981739293325545,0.8364407752274738,0.21550094517958412,0.018485451054449847,0.9097773863563337,0.34828136879831256,0.00936768149882904,0.011239337681886603,0.0036286371764705557,22.4,830.0
CONTRASTIVE,LOGREG,0.1,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.7505672648928471,0.022981739293325545,0.8364407752274738,0.30812854442344045,0.03903374262174727,0.8686224632197701,0.4537997196090332,0.01990632318501171,0.024786753637732063,0.006783921236790995,49.4,732.0
CONTRASTIVE,LOGREG,0.1,TEMPLATE_OOD,0.005,6832,0.5,0.8428299748052993,0.017932205614894836,0.8292016423607874,0.14777517564402812,0.08508025007759322,0.9687173921010764,0.24843306464345466,0.00468384074941452,0.0050936768149882905,0.003122865422270395,17.4,2911.2
CONTRASTIVE,LOGREG,0.1,TEMPLATE_OOD,0.01,6832,0.5,0.8428299748052993,0.017932205614894836,0.8292016423607874,0.21697892271662766,0.04564604975197812,0.96029603250756,0.35221020989160245,0.00936768149882904,0.008782201405152224,0.0024404759953941843,30.0,2674.8
CONTRASTIVE,LOGREG,0.1,TEMPLATE_OOD,0.02,6832,0.5,0.8428299748052993,0.017932205614894836,0.8292016423607874,0.30216627634660426,0.0619732822502624,0.9439199048003802,0.4551101780624517,0.01990632318501171,0.017681498829039813,0.003706371085601032,60.4,2383.8
CONTRASTIVE,LOGREG,0.1,TEMPORAL,0.005,8000,0.5,0.843133397730233,0.01736049459623451,0.8303782999999999,0.14515,0.08175259934705441,0.9681971603355368,0.2449491014475127,0.00468384074941452,0.005200000000000001,0.0032083874454311156,20.8,3419.4
CONTRASTIVE,LOGREG,0.1,TEMPORAL,0.01,8000,0.5,0.843133397730233,0.01736049459623451,0.8303782999999999,0.21589999999999998,0.041215743351297206,0.9576366923709086,0.3509094059831511,0.00936768149882904,0.0094,0.0020509144301993684,37.6,3136.4
CONTRASTIVE,LOGREG,0.1,TEMPORAL,0.02,8000,0.5,0.843133397730233,0.01736049459623451,0.8303782999999999,0.30435,0.05728290539070099,0.9407876379554988,0.45760091719287227,0.01990632318501171,0.019,0.003703883097507263,76.0,2782.6
CONTRASTIVE,LOGREG,0.25,DOMAIN_OOD,0.005,3858,0.5,0.8428458136200756,0.0048173026388638514,0.8318351773065655,0.16993260756868844,0.06624151833667681,0.9624801330664908,0.28431723820209104,0.00468384074941452,0.006946604458268534,0.0034112356405105447,13.4,1601.2
CONTRASTIVE,LOGREG,0.25,DOMAIN_OOD,0.01,3858,0.5,0.8428458136200756,0.0048173026388638514,0.8318351773065655,0.21461897356143078,0.0613131100614997,0.9556533047416421,0.34697846860811055,0.00936768149882904,0.010264385692068428,0.004771000669712198,19.8,1515.0
CONTRASTIVE,LOGREG,0.25,DOMAIN_OOD,0.02,3858,0.5,0.8428458136200756,0.0048173026388638514,0.8318351773065655,0.3030585795749093,0.043990423875922856,0.938264046723958,0.4567099352291136,0.01990632318501171,0.019906687402799376,0.004042216420864267,38.4,1344.4
CONTRASTIVE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.8358848965392645,0.004500140129837499,0.8235138695423988,0.16267529665587918,0.06991360772924547,0.9604107056048825,0.27317708503956134,0.00468384074941452,0.006903991370010787,0.0032897412474599576,12.8,1552.4
CONTRASTIVE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.8358848965392645,0.004500140129837499,0.8235138695423988,0.20927723840345197,0.06395396658156458,0.9552473721220925,0.3395187289162973,0.00936768149882904,0.010032362459546926,0.004554440524829461,18.6,1466.0
CONTRASTIVE,LOGREG,0.25,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.8358848965392645,0.004500140129837499,0.8235138695423988,0.29503775620280476,0.04779325259909743,0.9375734495461444,0.4471070879745035,0.01990632318501171,0.019633225458468177,0.004118362280220296,36.4,1307.0
CONTRASTIVE,LOGREG,0.25,IID_BALANCED,0.005,2116,0.5,0.864328081814096,0.010396149320273626,0.8639439896226786,0.18903591682419657,0.05884834131771197,0.9587621242889522,0.3123724051243074,0.00468384074941452,0.008317580340264651,0.003301370358520412,8.8,858.0
CONTRASTIVE,LOGREG,0.25,IID_BALANCED,0.01,2116,0.5,0.864328081814096,0.010396149320273626,0.8639439896226786,0.24801512287334596,0.056764309955245985,0.9558932860008937,0.39103530234378087,0.00936768149882904,0.011720226843100189,0.004463409812142758,12.4,795.6
CONTRASTIVE,LOGREG,0.25,IID_BALANCED,0.02,2116,0.5,0.864328081814096,0.010396149320273626,0.8639439896226786,0.3620037807183365,0.04085100715496089,0.9389873601932829,0.5216167797877317,0.01990632318501171,0.02325141776937618,0.0031772658438509655,24.6,675.0
CONTRASTIVE,LOGREG,0.25,IID_ORIGINAL,0.005,3051,0.3467715503113733,0.7860558232766022,0.01770659485078087,0.8624640874440503,0.18903591682419657,0.05884834131771197,0.932198695351705,0.31077825681255805,0.00468384074941452,0.007526342197691922,0.003458115592596644,15.0,858.0
CONTRASTIVE,LOGREG,0.25,IID_ORIGINAL,0.01,3051,0.3467715503113733,0.7860558232766022,0.01770659485078087,0.8624640874440503,0.24801512287334596,0.056764309955245985,0.9224018651706718,0.3879032651423368,0.00936768149882904,0.011440040140491721,0.005291089343287132,22.8,795.6
CONTRASTIVE,LOGREG,0.25,IID_ORIGINAL,0.02,3051,0.3467715503113733,0.7860558232766022,0.01770659485078087,0.8624640874440503,0.3620037807183365,0.04085100715496089,0.886718942568888,0.5132310302759715,0.01990632318501171,0.024385348720521827,0.004781185850304703,48.6,675.0
CONTRASTIVE,LOGREG,0.25,TEMPLATE_OOD,0.005,6832,0.5,0.873641942405125,0.0048757332063163825,0.8608681456323459,0.22827868852459016,0.08508855945069044,0.9748326022620415,0.363416965855646,0.00468384074941452,0.006147540983606557,0.0028154836155842135,21.0,2636.2
CONTRASTIVE,LOGREG,0.25,TEMPLATE_OOD,0.01,6832,0.5,0.873641942405125,0.0048757332063163825,0.8608681456323459,0.27956674473067916,0.07297011775753588,0.9674959349129667,0.4296088844147959,0.00936768149882904,0.009601873536299765,0.0037682819683913403,32.8,2461.0
CONTRASTIVE,LOGREG,0.25,TEMPLATE_OOD,0.02,6832,0.5,0.873641942405125,0.0048757332063163825,0.8608681456323459,0.3737704918032787,0.04285488326032867,0.9523784099675033,0.5356712337284228,0.01990632318501171,0.01873536299765808,0.003561336376052822,64.0,2139.2
CONTRASTIVE,LOGREG,0.25,TEMPORAL,0.005,8000,0.5,0.8746711857455015,0.006284889397469536,0.8627271249999999,0.22824999999999998,0.08144841158672157,0.9733589750112024,0.36383996760004,0.00468384074941452,0.00645,0.0027351873793215707,25.8,3087.0
CONTRASTIVE,LOGREG,0.25,TEMPORAL,0.01,8000,0.5,0.8746711857455015,0.006284889397469536,0.8627271249999999,0.28135,0.07282526175716775,0.9652843942424084,0.4316137457103002,0.00936768149882904,0.01025,0.0035575623676894264,41.0,2874.6
CONTRASTIVE,LOGREG,0.25,TEMPORAL,0.02,8000,0.5,0.8746711857455015,0.006284889397469536,0.8627271249999999,0.3792,0.042389341231021734,0.948864326992026,0.5407675690537983,0.01990632318501171,0.0204,0.003625431008859498,81.6,2483.2
CONTRASTIVE,LOGREG,1.0,DOMAIN_OOD,0.005,3858,0.5,0.8561409332269347,0.010212596648616672,0.8447448980003177,0.167651632970451,0.047782614857670755,0.9690912911398485,0.28341470049283995,0.00468384074941452,0.0052877138413685845,0.0018474369809440602,10.2,1605.6
CONTRASTIVE,LOGREG,1.0,DOMAIN_OOD,0.01,3858,0.5,0.8561409332269347,0.010212596648616672,0.8447448980003177,0.2136858475894246,0.03735454740471577,0.9650773036563616,0.3486461185360392,0.00936768149882904,0.00767236910316226,0.0026280542987323122,14.8,1516.8
CONTRASTIVE,LOGREG,1.0,DOMAIN_OOD,0.02,3858,0.5,0.8561409332269347,0.010212596648616672,0.8447448980003177,0.33561430793157077,0.04623768194554952,0.9479003301554385,0.4942871392948165,0.01990632318501171,0.01835147744945568,0.002683707435053351,35.4,1281.6
CONTRASTIVE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,0.005,3708,0.5,0.8496867463585218,0.009492508728645058,0.8375331799578507,0.15911542610571736,0.04773538965377981,0.9688929811509096,0.2708815564185967,0.00468384074941452,0.004962243797195254,0.001764339507421373,9.2,1559.0
CONTRASTIVE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,0.01,3708,0.5,0.8496867463585218,0.009492508728645058,0.8375331799578507,0.20366774541531824,0.0326813665017331,0.9645892312273674,0.335326160450277,0.00936768149882904,0.00744336569579288,0.0025979707829109594,13.8,1476.4
CONTRASTIVE,LOGREG,1.0,DOMAIN_TEMPLATE_OOD,0.02,3708,0.5,0.8496867463585218,0.009492508728645058,0.8375331799578507,0.31920172599784247,0.04449004531107929,0.9472368725892807,0.4761060090269047,0.01990632318501171,0.017691477885652642,0.0025125813805506178,32.8,1262.2
