representation,classifier,seed,label_budget,target_fpr,comparison,n_each_test,iid_ap,ood_ap,ap_delta_ood_minus_iid,iid_empirical_fpr,ood_empirical_fpr,empirical_fpr_delta
BASE,XGBOOST,62,1.0,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9304936457536666,0.9124355300627093,-0.018058115690957277,0.003780718336483932,0.003780718336483932,0.0
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->TEMPORAL,2116,0.9304936457536666,0.9410307820664874,0.010537136312820827,0.00945179584120983,0.00945179584120983,0.0
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.9304936457536666,0.9208565658976352,-0.00963707985603135,0.00945179584120983,0.012287334593572778,0.0028355387523629483
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.9304936457536666,0.9320136138633089,0.001519968109642389,0.00945179584120983,0.011342155009451797,0.0018903591682419667
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9304936457536666,0.9124355300627093,-0.018058115690957277,0.00945179584120983,0.010396975425330813,0.0009451795841209833
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->TEMPORAL,2116,0.9304936457536666,0.9410307820664874,0.010537136312820827,0.021739130434782608,0.014177693761814745,-0.007561436672967863
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.9304936457536666,0.9208565658976352,-0.00963707985603135,0.021739130434782608,0.021739130434782608,0.0
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.9304936457536666,0.9320136138633089,0.001519968109642389,0.021739130434782608,0.017958412098298678,-0.00378071833648393
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9304936457536666,0.9124355300627093,-0.018058115690957277,0.021739130434782608,0.01890359168241966,-0.0028355387523629483
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->TEMPORAL,2116,0.8842209291158446,0.8832410897723697,-0.0009798393434748975,0.003780718336483932,0.005671077504725898,0.0018903591682419662
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.8842209291158446,0.8500505650823784,-0.03417036403346618,0.003780718336483932,0.005671077504725898,0.0018903591682419662
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.8842209291158446,0.8661979421242426,-0.018022986991601986,0.003780718336483932,0.008506616257088847,0.004725897920604915
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8842209291158446,0.8512006336721338,-0.03302029544371077,0.003780718336483932,0.005671077504725898,0.0018903591682419662
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->TEMPORAL,2116,0.8842209291158446,0.8832410897723697,-0.0009798393434748975,0.012287334593572778,0.012287334593572778,0.0
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.8842209291158446,0.8500505650823784,-0.03417036403346618,0.012287334593572778,0.010396975425330813,-0.001890359168241965
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.8842209291158446,0.8661979421242426,-0.018022986991601986,0.012287334593572778,0.015122873345935728,0.00283553875236295
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8842209291158446,0.8512006336721338,-0.03302029544371077,0.012287334593572778,0.007561436672967864,-0.004725897920604914
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->TEMPORAL,2116,0.8842209291158446,0.8832410897723697,-0.0009798393434748975,0.0330812854442344,0.027410207939508508,-0.005671077504725893
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.8842209291158446,0.8500505650823784,-0.03417036403346618,0.0330812854442344,0.027410207939508508,-0.005671077504725893
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.8842209291158446,0.8661979421242426,-0.018022986991601986,0.0330812854442344,0.027410207939508508,-0.005671077504725893
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8842209291158446,0.8512006336721338,-0.03302029544371077,0.0330812854442344,0.02551984877126654,-0.00756143667296786
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->TEMPORAL,2116,0.9069661263381732,0.916580896631541,0.00961477029336777,0.004725897920604915,0.003780718336483932,-0.0009451795841209829
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.9069661263381732,0.885022558588096,-0.02194356775007722,0.004725897920604915,0.003780718336483932,-0.0009451795841209829
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.9069661263381732,0.90113528228548,-0.005830844052693185,0.004725897920604915,0.003780718336483932,-0.0009451795841209829
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9069661263381732,0.8747946093949908,-0.03217151694318243,0.004725897920604915,0.003780718336483932,-0.0009451795841209829
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->TEMPORAL,2116,0.9069661263381732,0.916580896631541,0.00961477029336777,0.004725897920604915,0.004725897920604915,0.0
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.9069661263381732,0.885022558588096,-0.02194356775007722,0.004725897920604915,0.003780718336483932,-0.0009451795841209829
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.9069661263381732,0.90113528228548,-0.005830844052693185,0.004725897920604915,0.004725897920604915,0.0
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9069661263381732,0.8747946093949908,-0.03217151694318243,0.004725897920604915,0.004725897920604915,0.0
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->TEMPORAL,2116,0.9069661263381732,0.916580896631541,0.00961477029336777,0.01890359168241966,0.017013232514177693,-0.0018903591682419667
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.9069661263381732,0.885022558588096,-0.02194356775007722,0.01890359168241966,0.021739130434782608,0.0028355387523629483
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.9069661263381732,0.90113528228548,-0.005830844052693185,0.01890359168241966,0.02835538752362949,0.00945179584120983
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9069661263381732,0.8747946093949908,-0.03217151694318243,0.01890359168241966,0.02835538752362949,0.00945179584120983
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->TEMPORAL,2116,0.9304703817324338,0.9437728310061133,0.013302449273679517,0.001890359168241966,0.003780718336483932,0.001890359168241966
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.9304703817324338,0.9219915140606804,-0.008478867671753432,0.001890359168241966,0.003780718336483932,0.001890359168241966
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.9304703817324338,0.9338141014992006,0.0033437197667668395,0.001890359168241966,0.003780718336483932,0.001890359168241966
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9304703817324338,0.9135928642904089,-0.016877517442024925,0.001890359168241966,0.003780718336483932,0.001890359168241966
BASE,XGBOOST,72,1.0,0.01,IID_BALANCED->TEMPORAL,2116,0.9304703817324338,0.9437728310061133,0.013302449273679517,0.008506616257088847,0.007561436672967864,-0.0009451795841209825
BASE,XGBOOST,72,1.0,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.9304703817324338,0.9219915140606804,-0.008478867671753432,0.008506616257088847,0.006616257088846881,-0.0018903591682419658
BASE,XGBOOST,72,1.0,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.9304703817324338,0.9338141014992006,0.0033437197667668395,0.008506616257088847,0.006616257088846881,-0.0018903591682419658
BASE,XGBOOST,72,1.0,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9304703817324338,0.9135928642904089,-0.016877517442024925,0.008506616257088847,0.007561436672967864,-0.0009451795841209825
BASE,XGBOOST,72,1.0,0.02,IID_BALANCED->TEMPORAL,2116,0.9304703817324338,0.9437728310061133,0.013302449273679517,0.021739130434782608,0.01606805293005671,-0.0056710775047258966
BASE,XGBOOST,72,1.0,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.9304703817324338,0.9219915140606804,-0.008478867671753432,0.021739130434782608,0.023629489603024575,0.0018903591682419667
BASE,XGBOOST,72,1.0,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.9304703817324338,0.9338141014992006,0.0033437197667668395,0.021739130434782608,0.01984877126654064,-0.0018903591682419667
BASE,XGBOOST,72,1.0,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.9304703817324338,0.9135928642904089,-0.016877517442024925,0.021739130434782608,0.021739130434782608,0.0
BASE,XGBOOST,82,0.1,0.005,IID_BALANCED->TEMPORAL,2116,0.8852633007193482,0.8859182851328411,0.0006549844134928762,0.013232514177693762,0.00945179584120983,-0.0037807183364839316
BASE,XGBOOST,82,0.1,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.8852633007193482,0.8573421543630448,-0.027921146356303383,0.013232514177693762,0.004725897920604915,-0.008506616257088847
BASE,XGBOOST,82,0.1,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.8852633007193482,0.8793245369309519,-0.005938763788396306,0.013232514177693762,0.007561436672967864,-0.005671077504725897
BASE,XGBOOST,82,0.1,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8852633007193482,0.8499176476028159,-0.03534565311653237,0.013232514177693762,0.005671077504725898,-0.007561436672967863
BASE,XGBOOST,82,0.1,0.01,IID_BALANCED->TEMPORAL,2116,0.8852633007193482,0.8859182851328411,0.0006549844134928762,0.017958412098298678,0.017013232514177693,-0.0009451795841209851
BASE,XGBOOST,82,0.1,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.8852633007193482,0.8573421543630448,-0.027921146356303383,0.017958412098298678,0.013232514177693762,-0.004725897920604917
BASE,XGBOOST,82,0.1,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.8852633007193482,0.8793245369309519,-0.005938763788396306,0.017958412098298678,0.013232514177693762,-0.004725897920604917
BASE,XGBOOST,82,0.1,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8852633007193482,0.8499176476028159,-0.03534565311653237,0.017958412098298678,0.012287334593572778,-0.0056710775047259
BASE,XGBOOST,82,0.1,0.02,IID_BALANCED->TEMPORAL,2116,0.8852633007193482,0.8859182851328411,0.0006549844134928762,0.0330812854442344,0.02551984877126654,-0.00756143667296786
BASE,XGBOOST,82,0.1,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.8852633007193482,0.8573421543630448,-0.027921146356303383,0.0330812854442344,0.027410207939508508,-0.005671077504725893
BASE,XGBOOST,82,0.1,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.8852633007193482,0.8793245369309519,-0.005938763788396306,0.0330812854442344,0.024574669187145556,-0.008506616257088845
BASE,XGBOOST,82,0.1,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8852633007193482,0.8499176476028159,-0.03534565311653237,0.0330812854442344,0.026465028355387523,-0.006616257088846878
BASE,XGBOOST,82,0.25,0.005,IID_BALANCED->TEMPORAL,2116,0.891127325311527,0.9025105553722651,0.011383230060738048,0.006616257088846881,0.006616257088846881,0.0
BASE,XGBOOST,82,0.25,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.891127325311527,0.8847902665863087,-0.006337058725218392,0.006616257088846881,0.003780718336483932,-0.0028355387523629487
BASE,XGBOOST,82,0.25,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.891127325311527,0.9020000367408822,0.010872711429355197,0.006616257088846881,0.001890359168241966,-0.004725897920604915
BASE,XGBOOST,82,0.25,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.891127325311527,0.8735176084405589,-0.01760971687096813,0.006616257088846881,0.002835538752362949,-0.0037807183364839316
BASE,XGBOOST,82,0.25,0.01,IID_BALANCED->TEMPORAL,2116,0.891127325311527,0.9025105553722651,0.011383230060738048,0.014177693761814745,0.011342155009451797,-0.0028355387523629483
BASE,XGBOOST,82,0.25,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.891127325311527,0.8847902665863087,-0.006337058725218392,0.014177693761814745,0.007561436672967864,-0.006616257088846881
BASE,XGBOOST,82,0.25,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.891127325311527,0.9020000367408822,0.010872711429355197,0.014177693761814745,0.00945179584120983,-0.004725897920604915
BASE,XGBOOST,82,0.25,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.891127325311527,0.8735176084405589,-0.01760971687096813,0.014177693761814745,0.007561436672967864,-0.006616257088846881
BASE,XGBOOST,82,0.25,0.02,IID_BALANCED->TEMPORAL,2116,0.891127325311527,0.9025105553722651,0.011383230060738048,0.02551984877126654,0.020793950850661626,-0.004725897920604915
BASE,XGBOOST,82,0.25,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.891127325311527,0.8847902665863087,-0.006337058725218392,0.02551984877126654,0.01606805293005671,-0.00945179584120983
BASE,XGBOOST,82,0.25,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.891127325311527,0.9020000367408822,0.010872711429355197,0.02551984877126654,0.01984877126654064,-0.0056710775047259
BASE,XGBOOST,82,0.25,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.891127325311527,0.8735176084405589,-0.01760971687096813,0.02551984877126654,0.017958412098298678,-0.007561436672967863
BASE,XGBOOST,82,1.0,0.005,IID_BALANCED->TEMPORAL,2116,0.930233220797613,0.9410290628233356,0.010795842025722702,0.002835538752362949,0.004725897920604915,0.0018903591682419658
BASE,XGBOOST,82,1.0,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.930233220797613,0.9222799290493601,-0.007953291748252878,0.002835538752362949,0.002835538752362949,0.0
BASE,XGBOOST,82,1.0,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.930233220797613,0.9316638607333333,0.0014306399357203459,0.002835538752362949,0.003780718336483932,0.0009451795841209829
BASE,XGBOOST,82,1.0,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.930233220797613,0.9144116865301211,-0.015821534267491888,0.002835538752362949,0.003780718336483932,0.0009451795841209829
BASE,XGBOOST,82,1.0,0.01,IID_BALANCED->TEMPORAL,2116,0.930233220797613,0.9410290628233356,0.010795842025722702,0.014177693761814745,0.012287334593572778,-0.0018903591682419667
BASE,XGBOOST,82,1.0,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.930233220797613,0.9222799290493601,-0.007953291748252878,0.014177693761814745,0.014177693761814745,0.0
BASE,XGBOOST,82,1.0,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.930233220797613,0.9316638607333333,0.0014306399357203459,0.014177693761814745,0.012287334593572778,-0.0018903591682419667
BASE,XGBOOST,82,1.0,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.930233220797613,0.9144116865301211,-0.015821534267491888,0.014177693761814745,0.010396975425330813,-0.0037807183364839316
BASE,XGBOOST,82,1.0,0.02,IID_BALANCED->TEMPORAL,2116,0.930233220797613,0.9410290628233356,0.010795842025722702,0.026465028355387523,0.017013232514177693,-0.00945179584120983
BASE,XGBOOST,82,1.0,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.930233220797613,0.9222799290493601,-0.007953291748252878,0.026465028355387523,0.02930056710775047,0.0028355387523629483
BASE,XGBOOST,82,1.0,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.930233220797613,0.9316638607333333,0.0014306399357203459,0.026465028355387523,0.01890359168241966,-0.007561436672967863
BASE,XGBOOST,82,1.0,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.930233220797613,0.9144116865301211,-0.015821534267491888,0.026465028355387523,0.017958412098298678,-0.008506616257088845
CONTRASTIVE,LOGREG,42,0.1,0.005,IID_BALANCED->TEMPORAL,2116,0.8435109946396964,0.8490202622562737,0.005509267616577329,0.003780718336483932,0.001890359168241966,-0.001890359168241966
CONTRASTIVE,LOGREG,42,0.1,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.8435109946396964,0.8386655506945145,-0.0048454439451818265,0.003780718336483932,0.0,-0.003780718336483932
CONTRASTIVE,LOGREG,42,0.1,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.8435109946396964,0.8587066703786386,0.015195675738942205,0.003780718336483932,0.0,-0.003780718336483932
CONTRASTIVE,LOGREG,42,0.1,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8435109946396964,0.8244574958542779,-0.01905349878541851,0.003780718336483932,0.0,-0.003780718336483932
CONTRASTIVE,LOGREG,42,0.1,0.01,IID_BALANCED->TEMPORAL,2116,0.8435109946396964,0.8490202622562737,0.005509267616577329,0.011342155009451797,0.00945179584120983,-0.0018903591682419667
CONTRASTIVE,LOGREG,42,0.1,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.8435109946396964,0.8386655506945145,-0.0048454439451818265,0.011342155009451797,0.006616257088846881,-0.004725897920604916
CONTRASTIVE,LOGREG,42,0.1,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.8435109946396964,0.8587066703786386,0.015195675738942205,0.011342155009451797,0.007561436672967864,-0.0037807183364839325
CONTRASTIVE,LOGREG,42,0.1,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8435109946396964,0.8244574958542779,-0.01905349878541851,0.011342155009451797,0.004725897920604915,-0.006616257088846882
CONTRASTIVE,LOGREG,42,0.1,0.02,IID_BALANCED->TEMPORAL,2116,0.8435109946396964,0.8490202622562737,0.005509267616577329,0.020793950850661626,0.017958412098298678,-0.0028355387523629483
CONTRASTIVE,LOGREG,42,0.1,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.8435109946396964,0.8386655506945145,-0.0048454439451818265,0.020793950850661626,0.015122873345935728,-0.005671077504725898
CONTRASTIVE,LOGREG,42,0.1,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.8435109946396964,0.8587066703786386,0.015195675738942205,0.020793950850661626,0.013232514177693762,-0.007561436672967865
CONTRASTIVE,LOGREG,42,0.1,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8435109946396964,0.8244574958542779,-0.01905349878541851,0.020793950850661626,0.013232514177693762,-0.007561436672967865
CONTRASTIVE,LOGREG,42,0.25,0.005,IID_BALANCED->TEMPORAL,2116,0.8673941211969283,0.8808927205525007,0.013498599355572405,0.003780718336483932,0.0,-0.003780718336483932
CONTRASTIVE,LOGREG,42,0.25,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.8673941211969283,0.8530463896883069,-0.014347731508621342,0.003780718336483932,0.002835538752362949,-0.0009451795841209829
CONTRASTIVE,LOGREG,42,0.25,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.8673941211969283,0.8797931801680532,0.012399058971124921,0.003780718336483932,0.000945179584120983,-0.002835538752362949
CONTRASTIVE,LOGREG,42,0.25,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8673941211969283,0.8422246651811589,-0.025169456015769365,0.003780718336483932,0.001890359168241966,-0.001890359168241966
CONTRASTIVE,LOGREG,42,0.25,0.01,IID_BALANCED->TEMPORAL,2116,0.8673941211969283,0.8808927205525007,0.013498599355572405,0.007561436672967864,0.003780718336483932,-0.003780718336483932
CONTRASTIVE,LOGREG,42,0.25,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.8673941211969283,0.8530463896883069,-0.014347731508621342,0.007561436672967864,0.005671077504725898,-0.0018903591682419658
CONTRASTIVE,LOGREG,42,0.25,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.8673941211969283,0.8797931801680532,0.012399058971124921,0.007561436672967864,0.003780718336483932,-0.003780718336483932
CONTRASTIVE,LOGREG,42,0.25,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8673941211969283,0.8422246651811589,-0.025169456015769365,0.007561436672967864,0.003780718336483932,-0.003780718336483932
CONTRASTIVE,LOGREG,42,0.25,0.02,IID_BALANCED->TEMPORAL,2116,0.8673941211969283,0.8808927205525007,0.013498599355572405,0.02551984877126654,0.02551984877126654,0.0
CONTRASTIVE,LOGREG,42,0.25,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.8673941211969283,0.8530463896883069,-0.014347731508621342,0.02551984877126654,0.02551984877126654,0.0
CONTRASTIVE,LOGREG,42,0.25,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.8673941211969283,0.8797931801680532,0.012399058971124921,0.02551984877126654,0.022684310018903593,-0.0028355387523629483
CONTRASTIVE,LOGREG,42,0.25,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8673941211969283,0.8422246651811589,-0.025169456015769365,0.02551984877126654,0.026465028355387523,0.0009451795841209816
CONTRASTIVE,LOGREG,42,1.0,0.005,IID_BALANCED->TEMPORAL,2116,0.8601003337289939,0.8737286540603287,0.013628320331334876,0.004725897920604915,0.002835538752362949,-0.0018903591682419658
CONTRASTIVE,LOGREG,42,1.0,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.8601003337289939,0.8538682837276447,-0.0062320500013491875,0.004725897920604915,0.002835538752362949,-0.0018903591682419658
CONTRASTIVE,LOGREG,42,1.0,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.8601003337289939,0.879227946158956,0.019127612429962193,0.004725897920604915,0.002835538752362949,-0.0018903591682419658
CONTRASTIVE,LOGREG,42,1.0,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8601003337289939,0.843045342884052,-0.017054990844941886,0.004725897920604915,0.003780718336483932,-0.0009451795841209829
CONTRASTIVE,LOGREG,42,1.0,0.01,IID_BALANCED->TEMPORAL,2116,0.8601003337289939,0.8737286540603287,0.013628320331334876,0.013232514177693762,0.004725897920604915,-0.008506616257088847
CONTRASTIVE,LOGREG,42,1.0,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.8601003337289939,0.8538682837276447,-0.0062320500013491875,0.013232514177693762,0.005671077504725898,-0.007561436672967863
CONTRASTIVE,LOGREG,42,1.0,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.8601003337289939,0.879227946158956,0.019127612429962193,0.013232514177693762,0.007561436672967864,-0.005671077504725897
CONTRASTIVE,LOGREG,42,1.0,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8601003337289939,0.843045342884052,-0.017054990844941886,0.013232514177693762,0.003780718336483932,-0.00945179584120983
CONTRASTIVE,LOGREG,42,1.0,0.02,IID_BALANCED->TEMPORAL,2116,0.8601003337289939,0.8737286540603287,0.013628320331334876,0.027410207939508508,0.011342155009451797,-0.01606805293005671
CONTRASTIVE,LOGREG,42,1.0,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.8601003337289939,0.8538682837276447,-0.0062320500013491875,0.027410207939508508,0.013232514177693762,-0.014177693761814747
CONTRASTIVE,LOGREG,42,1.0,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.8601003337289939,0.879227946158956,0.019127612429962193,0.027410207939508508,0.01606805293005671,-0.011342155009451797
CONTRASTIVE,LOGREG,42,1.0,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8601003337289939,0.843045342884052,-0.017054990844941886,0.027410207939508508,0.015122873345935728,-0.01228733459357278
CONTRASTIVE,LOGREG,52,0.1,0.005,IID_BALANCED->TEMPORAL,2116,0.8502978633913442,0.85056200105551,0.0002641376641658866,0.011342155009451797,0.00945179584120983,-0.0018903591682419667
CONTRASTIVE,LOGREG,52,0.1,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.8502978633913442,0.8147625360298492,-0.035535327361495006,0.011342155009451797,0.014177693761814745,0.0028355387523629483
CONTRASTIVE,LOGREG,52,0.1,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.8502978633913442,0.8602993704933364,0.010001507101992213,0.011342155009451797,0.006616257088846881,-0.004725897920604916
CONTRASTIVE,LOGREG,52,0.1,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8502978633913442,0.8107557332388378,-0.039542130152506405,0.011342155009451797,0.011342155009451797,0.0
CONTRASTIVE,LOGREG,52,0.1,0.01,IID_BALANCED->TEMPORAL,2116,0.8502978633913442,0.85056200105551,0.0002641376641658866,0.014177693761814745,0.013232514177693762,-0.0009451795841209833
CONTRASTIVE,LOGREG,52,0.1,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.8502978633913442,0.8147625360298492,-0.035535327361495006,0.014177693761814745,0.01606805293005671,0.0018903591682419667
CONTRASTIVE,LOGREG,52,0.1,0.01,IID_BALANCED->TEMPLATE_OOD,2116,0.8502978633913442,0.8602993704933364,0.010001507101992213,0.014177693761814745,0.012287334593572778,-0.0018903591682419667
CONTRASTIVE,LOGREG,52,0.1,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8502978633913442,0.8107557332388378,-0.039542130152506405,0.014177693761814745,0.012287334593572778,-0.0018903591682419667
CONTRASTIVE,LOGREG,52,0.1,0.02,IID_BALANCED->TEMPORAL,2116,0.8502978633913442,0.85056200105551,0.0002641376641658866,0.02835538752362949,0.02551984877126654,-0.0028355387523629483
CONTRASTIVE,LOGREG,52,0.1,0.02,IID_BALANCED->DOMAIN_OOD,2116,0.8502978633913442,0.8147625360298492,-0.035535327361495006,0.02835538752362949,0.026465028355387523,-0.0018903591682419667
CONTRASTIVE,LOGREG,52,0.1,0.02,IID_BALANCED->TEMPLATE_OOD,2116,0.8502978633913442,0.8602993704933364,0.010001507101992213,0.02835538752362949,0.021739130434782608,-0.006616257088846882
CONTRASTIVE,LOGREG,52,0.1,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8502978633913442,0.8107557332388378,-0.039542130152506405,0.02835538752362949,0.023629489603024575,-0.004725897920604915
CONTRASTIVE,LOGREG,52,0.25,0.005,IID_BALANCED->TEMPORAL,2116,0.8741331285280269,0.8715447265170191,-0.002588402011007851,0.012287334593572778,0.006616257088846881,-0.005671077504725897
CONTRASTIVE,LOGREG,52,0.25,0.005,IID_BALANCED->DOMAIN_OOD,2116,0.8741331285280269,0.8461452852999851,-0.02798784322804182,0.012287334593572778,0.007561436672967864,-0.004725897920604914
CONTRASTIVE,LOGREG,52,0.25,0.005,IID_BALANCED->TEMPLATE_OOD,2116,0.8741331285280269,0.8763466456016686,0.002213517073641702,0.012287334593572778,0.008506616257088847,-0.0037807183364839316
CONTRASTIVE,LOGREG,52,0.25,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,0.8741331285280269,0.8406248284244566,-0.03350830010357031,0.012287334593572778,0.006616257088846881,-0.005671077504725897
CONTRASTIVE,LOGREG,52,0.25,0.01,IID_BALANCED->TEMPORAL,2116,0.8741331285280269,0.8715447265170191,-0.002588402011007851,0.01890359168241966,0.013232514177693762,-0.005671077504725898
CONTRASTIVE,LOGREG,52,0.25,0.01,IID_BALANCED->DOMAIN_OOD,2116,0.8741331285280269,0.8461452852999851,-0.02798784322804182,0.01890359168241966,0.01606805293005671,-0.0028355387523629483
