contrast,model,scenario,label_budget,target_fpr,metric,n_seeds,mean_difference,sd_difference,ci95_low,ci95_high,exact_signflip_p_two_sided,cohen_dz,wins,ties,losses,holm_p_primary4
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.005,roc_auc,10,-9.667426561887904e-05,0.01205320366996461,-0.008719016750212067,0.00852566821897431,0.984375,-0.00802062823013451,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.01,recall,10,0.09971644612476374,0.0525654506387937,0.06211338799391347,0.137319504255614,0.001953125,1.8969959338876523,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.01,recall,10,0.12599243856332704,0.039031962482791706,0.0980706546469842,0.15391422247966988,0.001953125,3.227929895117987,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.01,recall,10,0.026275992438563302,0.03590245016875998,0.0005929267684386084,0.05195905810868799,0.044921875,0.7318718448198556,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.01,empirical_fpr,10,0.000852985449071751,0.004348874896438974,-0.002258012241375196,0.003963983139518698,0.55859375,0.19613933934273628,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.01,empirical_fpr,10,-0.0005519317611640701,0.0030239799468611507,-0.0027151566997214477,0.0016112931773933077,0.611328125,-0.1825183271261331,4,0,6,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.01,empirical_fpr,10,-0.001404917210235821,0.004486596610565004,-0.004614435079987375,0.001804600659515733,0.361328125,-0.3131365112984601,2,0,8,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.01,precision,10,0.0019829657176421156,0.011157056650383414,-0.005998311807712797,0.009964243242997028,0.59765625,0.17773197535695678,5,0,5,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.01,precision,10,0.00704890960521457,0.007822718690301482,0.001452873766503342,0.012644945443925798,0.025390625,0.9010818213307004,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.01,precision,10,0.005065943887572455,0.011975640392883019,-0.003500913171109331,0.01363280094625424,0.20703125,0.42302070882013837,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.01,f1,10,0.07176437317609825,0.03811381133792505,0.044499395021976876,0.09902935133021963,0.001953125,1.8828967940209458,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.01,f1,10,0.0920620351783971,0.027338159957320005,0.07250549365591433,0.11161857670087988,0.001953125,3.3675285872247147,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.01,f1,10,0.020297662002298857,0.024889512062375916,0.0024927776617981526,0.03810254634279956,0.017578125,0.8155106436570807,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.01,average_precision,10,0.000823680281659267,0.01934499915568031,-0.013014898460695248,0.014662259024013783,0.900390625,0.04257846046053758,4,0,6,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.01,average_precision,10,0.011466911065114927,0.008169132742725387,0.005623065541670852,0.017310756588559004,0.005859375,1.4036876895318187,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.01,average_precision,10,0.01064323078345566,0.021741455543806944,-0.004909669586045119,0.026196131152956437,0.15625,0.4895362576811186,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_ORIGINAL,0.25,0.01,roc_auc,10,-0.016372118103342815,0.02799589975168575,-0.03639917833006846,0.0036549421233828365,0.09765625,-0.5848041409119913,2,0,8,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_ORIGINAL,0.25,0.01,roc_auc,10,0.0020269667845019155,0.01732445391160832,-0.010366200963643806,0.014420134532647639,0.67578125,0.11700032767807696,6,0,4,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_ORIGINAL,0.25,0.01,roc_auc,10,0.01839908488784473,0.03048463023174463,-0.0034083058749347223,0.040206475650624185,0.091796875,0.6035528313112084,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.01,recall,10,0.09971644612476374,0.0525654506387937,0.06211338799391347,0.137319504255614,0.001953125,1.8969959338876523,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.01,recall,10,0.12599243856332704,0.039031962482791706,0.0980706546469842,0.15391422247966988,0.001953125,3.227929895117987,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.01,recall,10,0.026275992438563302,0.03590245016875998,0.0005929267684386084,0.05195905810868799,0.044921875,0.7318718448198556,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.01,empirical_fpr,10,0.001323251417769376,0.004039652280989189,-0.0015665417392277904,0.0042130445747665425,0.361328125,0.3275656729161233,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.01,empirical_fpr,10,-0.0007561436672967698,0.003387442988208119,-0.003179374402553227,0.0016670870679596872,0.55078125,-0.2232195995412908,3,1,6,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.01,empirical_fpr,10,-0.0020793950850661463,0.003641634096231873,-0.004684463184888224,0.0005256730147559312,0.119140625,-0.5710060456699286,3,0,7,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.01,precision,10,-0.0001467662645879164,0.005662749665571021,-0.004197653344737309,0.0039041208155614765,0.931640625,-0.02591784437871964,3,0,7,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.01,precision,10,0.004635764237855467,0.004748400795633409,0.0012389629362985792,0.008032565539412354,0.015625,0.9762790542277894,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.01,precision,10,0.004782530502443383,0.005389088659498338,0.0009274087128878011,0.008637652291998966,0.0234375,0.8874469886506898,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.01,f1,10,0.07206822819809322,0.03839701163251217,0.04460066075746101,0.09953579563872543,0.001953125,1.8769228420127984,10,0,0,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.01,f1,10,0.09208983707561066,0.027861114988366808,0.07215919606014722,0.11202047809107411,0.001953125,3.30531772020115,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.01,f1,10,0.02002160887751745,0.025612565064682694,0.0016994835784209933,0.03834373417661391,0.02734375,0.7817104154525061,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.01,average_precision,10,-0.003730090450060353,0.014599749941188457,-0.014174122396192375,0.00671394149607167,0.44921875,-0.2554900231227326,4,0,6,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.01,average_precision,10,0.005162822357571284,0.006807784509982184,0.0002928266938750819,0.010032818021267487,0.05078125,0.758370414046022,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.01,average_precision,10,0.008892912807631636,0.015326915913405733,-0.002071302338525741,0.019857127953789015,0.119140625,0.5802154104501496,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,IID_BALANCED,0.25,0.01,roc_auc,10,-0.017051781190032932,0.02796625926379793,-0.03705763788905117,0.0029540755089853057,0.091796875,-0.609726922331236,2,0,8,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,IID_BALANCED,0.25,0.01,roc_auc,10,0.001542527721098763,0.01691776759497894,-0.010559714161875174,0.0136447696040727,0.7421875,0.09117797087817739,6,0,4,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,IID_BALANCED,0.25,0.01,roc_auc,10,0.018594308911131695,0.029311423039898993,-0.002373819984805795,0.03956243780706918,0.076171875,0.6343707327283613,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.01,recall,10,0.12845,0.09977194829543357,0.057077447762950026,0.19982255223704998,0.009765625,1.2874360197883297,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.01,recall,10,0.16142499999999999,0.08174528953469498,0.10294794259933955,0.21990205740066043,0.00390625,1.974731521765382,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.01,recall,10,0.03297500000000001,0.10579779258881855,-0.04270818156673336,0.10865818156673338,0.396484375,0.31167947074431723,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.01,empirical_fpr,10,0.003025,0.0024422496459889868,0.0012779198495941997,0.0047720801504058,0.0078125,1.23861211525533,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.01,empirical_fpr,10,0.001375,0.0033171482062491903,-0.000997944877527193,0.003747944877527193,0.251953125,0.4145126821314861,6,0,4,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.01,empirical_fpr,10,-0.00165,0.0032386554137309644,-0.00396679451632897,0.0006667945163289701,0.142578125,-0.5094706874354327,3,0,7,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.01,precision,10,-0.0023235344488259147,0.003512018915045179,-0.00483588143366516,0.00018881253601333095,0.078125,-0.6615950839194226,3,0,7,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.01,precision,10,0.00022956398031861446,0.004620930784002365,-0.003076050768111592,0.0035351787287488208,0.884765625,0.04967916444742336,6,0,4,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.01,precision,10,0.002553098429144529,0.004756464038059,-0.0008494709685661628,0.005955667826855221,0.12890625,0.5367639508500075,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.01,f1,10,0.08712666484435433,0.06941259466030539,0.0374718858915355,0.13678144379717316,0.01171875,1.2551996546266406,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.01,f1,10,0.10746409510152263,0.05776239011073052,0.06614337042941895,0.14878481977362631,0.00390625,1.8604509767603787,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.01,f1,10,0.02033743025716831,0.07167784789703703,-0.03093781324235894,0.07161267375669556,0.419921875,0.28373382926315516,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.01,average_precision,10,0.0031492131715709637,0.010391478773555531,-0.004284402932523231,0.01058282927566516,0.37890625,0.30305726838273994,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.01,average_precision,10,0.005451680753121579,0.0045974973001134895,0.002162829309222647,0.008740532197020512,0.0078125,1.185793138581507,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.01,average_precision,10,0.0023024675815506157,0.010021761469750682,-0.0048666686960033905,0.009471603859104623,0.4921875,0.22974679536130446,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPORAL,0.25,0.01,roc_auc,10,-0.0005556437500000788,0.012829916680445395,-0.009733613250611691,0.008622325750611533,0.890625,-0.04330844570853359,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPORAL,0.25,0.01,roc_auc,10,0.0032237499999999697,0.004106784180648372,0.00028593357496949036,0.006161566425030449,0.02734375,0.784981595865359,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPORAL,0.25,0.01,roc_auc,10,0.0037793937500000484,0.01232258380271415,-0.00503565167289158,0.012594439172891677,0.3515625,0.30670464981277756,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.01,recall,10,0.1734577501296008,0.13230499494489467,0.07881245829901798,0.26810304196018364,0.0078125,1.3110446072111361,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.01,recall,10,0.21461897356143078,0.10547097791322639,0.1391695811298606,0.29006836599300095,0.00390625,2.034862839121518,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.01,recall,10,0.04116122343182997,0.13684608252651162,-0.05673256676096043,0.13905501362462036,0.41796875,0.3007848136526355,4,0,6,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.01,empirical_fpr,10,0.0010368066355624678,0.005218478959924486,-0.002696268327174363,0.004769881598299298,0.548828125,0.19867985355975662,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.01,empirical_fpr,10,0.0026438569206843,0.0038051572568614236,-7.818860138316709e-05,0.005365902442751767,0.0625,0.6948088455258773,6,1,3,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.01,empirical_fpr,10,0.0016070502851218322,0.0018522795501450398,0.0002820093171046021,0.002932091253139062,0.037109375,0.8676067740401251,8,0,2,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.01,precision,10,0.0018467605595253178,0.007472129685684895,-0.003498479013569856,0.0071920001326204915,0.427734375,0.24715317281809782,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.01,precision,10,-0.000268077984831161,0.0057087254239572595,-0.004351854141250201,0.003815698171587879,0.884765625,-0.04695934117029764,5,0,5,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.01,precision,10,-0.0021148385443564787,0.0029164606288640555,-0.004201148796257478,-2.8528292455479425e-05,0.05078125,-0.7251387258329615,3,0,7,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.01,f1,10,0.13089849040330592,0.10097765919982031,0.05866342454417742,0.20313355626243443,0.0078125,1.2963113964077597,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.01,f1,10,0.15528112167613567,0.08227130641854986,0.09642777446494319,0.21413446888732815,0.00390625,1.8874274450700121,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.01,f1,10,0.024382631272829736,0.10076398571789268,-0.047699581785375256,0.09646484433103472,0.486328125,0.24197763813247125,4,0,6,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.01,average_precision,10,0.011678903765137383,0.011203557999720335,0.003664361178396528,0.019693446351878238,0.01171875,1.0424281076983681,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.01,average_precision,10,0.011157263499812409,0.0070404098552971734,0.006120857688837206,0.016193669310787612,0.001953125,1.5847463044239865,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.01,average_precision,10,-0.0005216402653249741,0.00823109538095258,-0.006409811189938128,0.00536653065928818,0.84375,-0.06337434341146038,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_OOD,0.25,0.01,roc_auc,10,0.008696437367930155,0.012019533447990907,9.818110915201482e-05,0.017294693626708296,0.041015625,0.7235253685644333,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_OOD,0.25,0.01,roc_auc,10,0.008077430482491366,0.006075225989660316,0.003731475615348012,0.01242338534963472,0.00390625,1.3295687265360479,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_OOD,0.25,0.01,roc_auc,10,-0.0006190068854387887,0.01051721723413218,-0.00814257086565483,0.006904557094777254,0.86328125,-0.05885652750709447,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.01,recall,10,0.1293911007025761,0.10180341157863623,0.056565327176625324,0.20221687422852686,0.01171875,1.2709898292812145,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.01,recall,10,0.1628805620608899,0.08440510031714601,0.10250079064838089,0.22326033347339894,0.00390625,1.929747864156053,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.01,recall,10,0.033489461358313835,0.11169022397938415,-0.04640891169672311,0.11338783441335078,0.419921875,0.2998423690554631,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,0.0026639344262295085,0.002227091508209661,0.0010707691355637398,0.004257099716895277,0.01171875,1.1961495144719139,8,1,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,0.00204918032786886,0.002537080405932849,0.00023426233843709524,0.003864098317300625,0.03515625,0.8076923076923157,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,-0.0006147540983606481,0.0025685981411701355,-0.0024522185173555177,0.0012227103206342213,0.482421875,-0.23933447918816694,4,0,6,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.01,precision,10,-0.0019538384116497888,0.0029869752851819885,-0.004090591809921215,0.00018291498662163785,0.0703125,-0.6541193766625848,2,0,8,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.01,precision,10,-0.0009509247618879723,0.0036550481742370906,-0.0035655887150485488,0.001663739191272604,0.41796875,-0.2601675043821978,4,0,6,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.01,precision,10,0.0010029136497618162,0.0041252278611627865,-0.0019480965894964923,0.003953923889020125,0.48828125,0.24311715219510877,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.01,f1,10,0.08902172200544513,0.07130219312880316,0.03801520573864142,0.14002823827224883,0.01171875,1.248513097551329,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.01,f1,10,0.10920487763411466,0.06049156398452555,0.06593181958374876,0.15247793568448054,0.00390625,1.805291026399161,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.01,f1,10,0.020183155628669534,0.07628391029743613,-0.03438706641839644,0.0747533776757355,0.44921875,0.26457945784339115,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.01,average_precision,10,0.003982366007580285,0.009338164301138966,-0.0026977543144932553,0.010662486329653824,0.21875,0.42646133427900385,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.01,average_precision,10,0.00596502139763293,0.004679356849097689,0.00261761116004706,0.0093124316352188,0.001953125,1.274752405083864,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.01,average_precision,10,0.0019826553900526454,0.009030384759952464,-0.004477292711711208,0.008442603491816499,0.51953125,0.21955381113385494,6,0,4,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,TEMPLATE_OOD,0.25,0.01,roc_auc,10,0.0005392467051319571,0.011914767964993715,-0.007984064841874937,0.00906255825213885,0.890625,0.04525868289808878,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,TEMPLATE_OOD,0.25,0.01,roc_auc,10,0.0037834080151814,0.004573354721832175,0.0005118271313843698,0.00705498889897843,0.0234375,0.8272719360954562,8,0,2,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,TEMPLATE_OOD,0.25,0.01,roc_auc,10,0.0032441613100494425,0.011431624674484013,-0.004933530347509406,0.011421852967608292,0.384765625,0.2837882980264897,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,recall,10,0.17238403451995685,0.12871314407210277,0.08030819801650596,0.26445987102340773,0.0078125,1.339288506723062,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,recall,10,0.21963322545846817,0.10520881479214633,0.1443713732260581,0.29489507769087825,0.00390625,2.0875933817178924,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.01,recall,10,0.047249190938511314,0.13807519207429989,-0.05152385125750563,0.14602223313452825,0.361328125,0.3421989875855901,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,0.0008629989212513483,0.00493166319338186,-0.0026649004021428754,0.004390898244645572,0.599609375,0.17499145570392283,6,0,4,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,0.00194174757281552,0.0034602263139070716,-0.0005335492171204812,0.004417044362751522,0.123046875,0.5611620156205968,6,0,4,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.01,empirical_fpr,10,0.001078748651564172,0.0019530349678533307,-0.00031836840032642357,0.0024758657034547674,0.14453125,0.5523447707389866,7,0,3,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,precision,10,0.002011868585850618,0.007518236705143001,-0.0033663539620284507,0.007390091133729687,0.388671875,0.2675984628781851,5,0,5,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,precision,10,0.0007333507710360454,0.0055502443351680775,-0.003237054844049102,0.004703756386121193,0.685546875,0.13212945714647306,5,0,5,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.01,precision,10,-0.0012785178148145726,0.0031013405365317593,-0.0034970831854441503,0.0009400475558150052,0.21875,-0.4122468331853502,4,0,6,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,f1,10,0.1333380103565517,0.10050399493832789,0.06144178349800168,0.20523423721510176,0.0078125,1.326693634799012,8,0,2,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,f1,10,0.16340673418430246,0.08432467285100188,0.10308449711513078,0.22372897125347413,0.00390625,1.937828261403815,9,0,1,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.01,f1,10,0.03006872382775072,0.10334402010663693,-0.04385913464812988,0.10399658230363132,0.41015625,0.29095755900267767,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,average_precision,10,0.013305244020429962,0.012405781152047237,0.004430682799132987,0.022179805241726937,0.009765625,1.0725035253611817,9,0,1,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,average_precision,10,0.01278380202970152,0.008052325306779856,0.007023515512231871,0.01854408854717117,0.001953125,1.587591353138438,10,0,0,
INTERACTION_(DAPT_U-DAPT_R)-(T0_U-T0_R),DAPT_vs_T0,DOMAIN_TEMPLATE_OOD,0.25,0.01,average_precision,10,-0.000521441990728444,0.009051775507725216,-0.00699669211163579,0.005953808130178902,0.87109375,-0.057606597764540295,5,0,5,
AL_gain_T0_E2E_UNCERTAINTY_minus_RANDOM,T0_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,roc_auc,10,0.010053541775036067,0.01363638717996681,0.000298658033115946,0.01980842551695619,0.03515625,0.7372584572698043,7,0,3,
AL_gain_DAPT_E2E_UNCERTAINTY_minus_RANDOM,DAPT_E2E,DOMAIN_TEMPLATE_OOD,0.25,0.01,roc_auc,10,0.009956867509417188,0.007547650279069979,0.004557603758299658,0.015356131260534719,0.00390625,1.319200962056773,9,0,1,
