representation,classifier,seed,label_budget,n_train,scenario,n_test,threshold,target_fpr,calibration_fpr,calibration_recall,fit_seconds,predict_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn
CONTRASTIVE,LOGREG,52,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9946445363295277,0.005,0.00468384074941452,0.19426048565121412,0.021362259000056838,0.019741840999927263,0.8064327547712811,0.7950287375382421,0.9267515923566879,0.156957928802589,0.26845018450184505,0.012405609492988134,291,23,1831,1563
CONTRASTIVE,XGBOOST,52,0.1,400,IID,3051,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.007556258999898091,0.7062944130080372,0.8137028749963245,0.88,0.10396975425330812,0.18596787827557057,0.007526342197691922,110,15,1978,948
CONTRASTIVE,XGBOOST,52,0.1,400,TEMPORAL,8000,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.019118857999956163,0.8388952846138729,0.8214343125,0.9727427597955707,0.14275,0.24896446479180293,0.004,571,16,3984,3429
CONTRASTIVE,XGBOOST,52,0.1,400,DOMAIN_OOD,3858,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.009790104999979121,0.7997970455234621,0.7857803770504007,0.9605263157894737,0.07568688439606014,0.1403171552138395,0.003110419906687403,146,6,1923,1783
CONTRASTIVE,XGBOOST,52,0.1,400,TEMPLATE_OOD,6832,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.01610637900000711,0.842407343271328,0.8239532829390825,0.9757085020242915,0.1411007025761124,0.2465473145780051,0.00351288056206089,482,12,3404,2934
CONTRASTIVE,XGBOOST,52,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.008917926000094667,0.7934749956700451,0.7794796870581582,0.9621212121212122,0.06850053937432578,0.12789526686807653,0.002696871628910464,127,5,1849,1727
CONTRASTIVE,MLP,52,0.1,400,IID,3051,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.02117656400002943,0.7722224022499815,0.8474433674761476,0.9237668161434978,0.1947069943289225,0.32162373145979706,0.008529854490717512,206,17,1976,852
CONTRASTIVE,MLP,52,0.1,400,TEMPORAL,8000,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.05735992199993234,0.852529140659419,0.833299125,0.959902794653706,0.1975,0.32759693137051626,0.00825,790,33,3967,3210
CONTRASTIVE,MLP,52,0.1,400,DOMAIN_OOD,3858,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.02653928699999142,0.809005051402679,0.7987079422129453,0.9205020920502092,0.11404872991187144,0.2029520295202952,0.009849663037843442,220,19,1910,1709
CONTRASTIVE,MLP,52,0.1,400,TEMPLATE_OOD,6832,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.04722048400003587,0.8575747398565369,0.8380137176477686,0.9630681818181818,0.19847775175644028,0.329126213592233,0.007611241217798595,678,26,3390,2738
CONTRASTIVE,MLP,52,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.02614335900000242,0.8063138627065608,0.7932111857041948,0.9208333333333333,0.1192017259978425,0.2110792741165234,0.010248112189859764,221,19,1835,1633
BASE,LOGREG,52,0.25,1000,IID,3051,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.03937574600001881,0.8620038661892473,0.9048337422946287,0.9606741573033708,0.32325141776937616,0.4837340876944837,0.007024586051179127,342,14,1979,716
BASE,LOGREG,52,0.25,1000,TEMPORAL,8000,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.06421349499998996,0.938939723257684,0.9337995625000001,0.9794156706507304,0.36875,0.535779150018162,0.00775,1475,31,3969,2525
BASE,LOGREG,52,0.25,1000,DOMAIN_OOD,3858,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.026342359999944165,0.9263392427658415,0.9188337349682523,0.9823529411764705,0.3462934162778642,0.512073591414335,0.006220839813374806,668,12,1917,1261
BASE,LOGREG,52,0.25,1000,TEMPLATE_OOD,6832,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.04270070799998393,0.9365696938112558,0.9298741046405123,0.9825949367088608,0.3635831381733021,0.5307692307692308,0.006440281030444965,1242,22,3394,2174
BASE,LOGREG,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.01970446100006029,0.92000824818065,0.9114716249538884,0.9814241486068112,0.3419633225458468,0.5072,0.006472491909385114,634,12,1842,1220
BASE,XGBOOST,52,0.25,1000,IID,3051,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.00843685600000299,0.8443584659968062,0.9055185588121755,0.9741379310344828,0.21361058601134217,0.35038759689922483,0.0030105368790767687,226,6,1987,832
BASE,XGBOOST,52,0.25,1000,TEMPORAL,8000,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.020195865000005142,0.9219367671890218,0.9198029374999999,0.984144960362401,0.21725,0.35592873233667827,0.0035,869,14,3986,3131
BASE,XGBOOST,52,0.25,1000,DOMAIN_OOD,3858,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.010950552999929641,0.8956006921218126,0.8943658508465777,0.9781021897810219,0.13893208916537067,0.24330458465728552,0.003110419906687403,268,6,1923,1661
BASE,XGBOOST,52,0.25,1000,TEMPLATE_OOD,6832,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.01782155499995497,0.9180200706898105,0.9143617958470677,0.9850948509485095,0.21282201405152223,0.35002407318247475,0.0032201405152224825,727,11,3405,2689
BASE,XGBOOST,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.009918063999975857,0.8870930807902543,0.8857640670802452,0.9766536964980544,0.1353829557713053,0.23780198957839888,0.003236245954692557,251,6,1848,1603
BASE,MLP,52,0.25,1000,IID,3051,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.02080886900000678,0.8621751127598687,0.9105531932652754,0.9666666666666667,0.32892249527410206,0.4908321579689704,0.006021073758153537,348,12,1981,710
BASE,MLP,52,0.25,1000,TEMPORAL,8000,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.05691259499997159,0.9317732443237148,0.9268218437500001,0.9811151079136691,0.27275,0.42683881064162754,0.00525,1091,21,3979,2909
BASE,MLP,52,0.25,1000,DOMAIN_OOD,3858,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.026716961999909472,0.9098049013512496,0.9033848323627717,0.9773299748110831,0.2011404872991187,0.3336199484092863,0.004665629860031105,388,9,1920,1541
BASE,MLP,52,0.25,1000,TEMPLATE_OOD,6832,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.04597238600001674,0.9281080017633704,0.9225346934662066,0.9818799546998868,0.2538056206088993,0.4033496161898116,0.00468384074941452,867,16,3400,2549
BASE,MLP,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.025726193999958014,0.9018134782599003,0.8954102561417107,0.9747191011235955,0.1871628910463862,0.31402714932126696,0.0048543689320388345,347,9,1845,1507
DAPT,LOGREG,52,0.25,1000,IID,3051,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.03473773700000038,0.8598284310005399,0.9054550093569458,0.9450171821305842,0.2599243856332703,0.407709414381023,0.008028098344204716,275,16,1977,783
DAPT,LOGREG,52,0.25,1000,TEMPORAL,8000,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.06187831800002641,0.9380569234925584,0.9336759375,0.9837712519319938,0.31825,0.4809217982621836,0.00525,1273,21,3979,2727
DAPT,LOGREG,52,0.25,1000,DOMAIN_OOD,3858,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.02348867499995322,0.926137321545783,0.919580300243937,0.992633517495396,0.279419388284085,0.436084142394822,0.002073613271124935,539,4,1925,1390
DAPT,LOGREG,52,0.25,1000,TEMPLATE_OOD,6832,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.04337539400000878,0.9359254761483851,0.9304690113750417,0.9895238095238095,0.30415690866510536,0.4652933273622929,0.0032201405152224825,1039,11,3405,2377
DAPT,LOGREG,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.020748525000044538,0.9188787362090894,0.9123862920953442,0.9922779922779923,0.2772384034519957,0.433389544688027,0.002157497303128371,514,4,1850,1340
DAPT,XGBOOST,52,0.25,1000,IID,3051,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.0081608860000415,0.8292225782653115,0.8822732114385226,0.9651567944250871,0.2618147448015123,0.41189591078066917,0.005017561465127948,277,10,1983,781
DAPT,XGBOOST,52,0.25,1000,TEMPORAL,8000,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.021315724000032787,0.9167196273981256,0.911519,0.9851162790697674,0.26475,0.4173399014778325,0.004,1059,16,3984,2941
DAPT,XGBOOST,52,0.25,1000,DOMAIN_OOD,3858,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.010498613999970985,0.8885612381482978,0.8868843423117347,0.9751381215469613,0.18299637117677553,0.30816237450894807,0.004665629860031105,353,9,1920,1576
DAPT,XGBOOST,52,0.25,1000,TEMPLATE_OOD,6832,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.017585277999955906,0.9119906604314003,0.9072782751235405,0.9827981651376146,0.2508782201405152,0.39972014925373134,0.004391100702576112,857,15,3401,2559
DAPT,XGBOOST,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.009343822000005275,0.8779138593975788,0.8760852944564888,0.9721362229102167,0.16936353829557713,0.28847037207165827,0.0048543689320388345,314,9,1845,1540
DAPT,MLP,52,0.25,1000,IID,3051,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.02060057100004542,0.8398244384438828,0.8909695275619679,0.9415384615384615,0.2892249527410208,0.44251626898047725,0.009533366783743101,306,19,1974,752
DAPT,MLP,52,0.25,1000,TEMPORAL,8000,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.05825926900001832,0.9286748912133302,0.9247343437500001,0.9794721407624634,0.334,0.4981357196122297,0.007,1336,28,3972,2664
DAPT,MLP,52,0.25,1000,DOMAIN_OOD,3858,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.026655479000055493,0.9097361680880964,0.9047067742602136,0.9858870967741935,0.2534992223950233,0.40329896907216495,0.0036288232244686366,489,7,1922,1440
DAPT,MLP,52,0.25,1000,TEMPLATE_OOD,6832,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.047487380999996276,0.9251190511333787,0.9205940052048769,0.9835315645013724,0.31469555035128804,0.4768241295187403,0.005269320843091335,1075,18,3398,2341
DAPT,MLP,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.025841033000006064,0.900573898751755,0.8960502904009988,0.9844444444444445,0.2389428263214671,0.3845486111111111,0.0037756202804746495,443,7,1847,1411
CONTRASTIVE,LOGREG,52,0.25,1000,IID,3051,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.0351769129999866,0.7993991468727634,0.8756911003256198,0.9163636363636364,0.2381852551984877,0.37809452363090773,0.01154039136979428,252,23,1970,806
CONTRASTIVE,LOGREG,52,0.25,1000,TEMPORAL,8000,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.05719209699998373,0.8801844751321866,0.8663755625,0.9730831973898858,0.29825,0.4565633371603521,0.00825,1193,33,3967,2807
CONTRASTIVE,LOGREG,52,0.25,1000,DOMAIN_OOD,3858,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.024263329000064005,0.844287479512609,0.8317597145529974,0.9571428571428572,0.208398133748056,0.34227330779054915,0.00933125972006221,402,18,1911,1527
CONTRASTIVE,LOGREG,52,0.25,1000,TEMPLATE_OOD,6832,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.04272215900004994,0.8783359253562848,0.8645270020128448,0.9731027857829011,0.2965456674473068,0.4545658514695984,0.00819672131147541,1013,28,3388,2403
CONTRASTIVE,LOGREG,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.023313670999982605,0.8358973852926684,0.8236542697849136,0.9549071618037135,0.1941747572815534,0.3227252353204841,0.009169363538295576,360,17,1837,1494
CONTRASTIVE,XGBOOST,52,0.25,1000,IID,3051,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.009564867999984017,0.7463928719677544,0.844327547171243,0.8888888888888888,0.17391304347826086,0.2909090909090909,0.01154039136979428,184,23,1970,874
CONTRASTIVE,XGBOOST,52,0.25,1000,TEMPORAL,8000,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.02412130499999421,0.8558539475831007,0.836733375,0.9711359404096834,0.26075,0.411115490737091,0.00775,1043,31,3969,2957
CONTRASTIVE,XGBOOST,52,0.25,1000,DOMAIN_OOD,3858,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.012410777000013695,0.8168562112421537,0.8012596475018685,0.9629629629629629,0.16174183514774496,0.2769640479360852,0.006220839813374806,312,12,1917,1617
CONTRASTIVE,XGBOOST,52,0.25,1000,TEMPLATE_OOD,6832,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.021022165000090354,0.8569775418100625,0.8372136529295944,0.9746835443037974,0.24795081967213115,0.39533255542590434,0.006440281030444965,847,22,3394,2569
CONTRASTIVE,XGBOOST,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.011447707000002083,0.8073407768073101,0.7925596599207057,0.9601449275362319,0.1429341963322546,0.24882629107981222,0.005933117583603021,265,11,1843,1589
CONTRASTIVE,MLP,52,0.25,1000,IID,3051,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.020950750999986667,0.8011190241305566,0.8791597623819475,0.9350180505415162,0.2448015122873346,0.3880149812734082,0.009031610637230306,259,18,1975,799
CONTRASTIVE,MLP,52,0.25,1000,TEMPORAL,8000,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.05845009500001197,0.8816295857921419,0.86700678125,0.9754098360655737,0.2975,0.4559386973180077,0.0075,1190,30,3970,2810
CONTRASTIVE,MLP,52,0.25,1000,DOMAIN_OOD,3858,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.02653533399995922,0.8479003469964791,0.8382699895002501,0.9585365853658536,0.20373250388802489,0.3360410431808465,0.008812856402280975,393,17,1912,1536
CONTRASTIVE,MLP,52,0.25,1000,TEMPLATE_OOD,6832,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.04610581099996125,0.8822411408842583,0.8684451852831969,0.976145038167939,0.2994730679156909,0.4583333333333333,0.007318501170960188,1023,25,3391,2393
CONTRASTIVE,MLP,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.025111178999964068,0.8397159770783035,0.8301247252216555,0.9558441558441558,0.19848975188781015,0.32871817775792767,0.009169363538295576,368,17,1837,1486
BASE,LOGREG,52,1.0,4000,IID,3051,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.041312333999940165,0.8961567104863788,0.9208311320244674,0.987460815047022,0.29773156899810965,0.45751633986928103,0.002007024586051179,315,4,1989,743
BASE,LOGREG,52,1.0,4000,TEMPORAL,8000,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.04920683000000281,0.9499098889746075,0.9445268124999998,0.99153194765204,0.322,0.4861294583883752,0.00275,1288,11,3989,2712
BASE,LOGREG,52,1.0,4000,DOMAIN_OOD,3858,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.021089904000064053,0.925876188699382,0.9218968562829595,0.982532751091703,0.2332814930015552,0.3770423125261835,0.00414722654224987,450,8,1921,1479
BASE,LOGREG,52,1.0,4000,TEMPLATE_OOD,6832,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.042360488000099394,0.9457954310921128,0.9402790594200594,0.9900090826521344,0.3190866510538642,0.4826212087668807,0.0032201405152224825,1090,11,3405,2326
BASE,LOGREG,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.020106651999981295,0.9213074954291286,0.9175894796986951,0.9809069212410502,0.22168284789644013,0.3616366036075671,0.004314994606256742,411,8,1846,1443
BASE,XGBOOST,52,1.0,4000,IID,3051,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.010557075000065197,0.8912620757406201,0.9253791863203632,0.9908045977011494,0.40737240075614367,0.5773610180843939,0.002007024586051179,431,4,1989,627
BASE,XGBOOST,52,1.0,4000,TEMPORAL,8000,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.02653490599993802,0.9441699403286538,0.9411905625000001,0.9924137931034482,0.35975,0.5280733944954128,0.00275,1439,11,3989,2561
BASE,XGBOOST,52,1.0,4000,DOMAIN_OOD,3858,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.013667879999957222,0.9188753519141308,0.918137693188546,0.9858012170385395,0.25194401244167963,0.40132122213047067,0.0036288232244686366,486,7,1922,1443
BASE,XGBOOST,52,1.0,4000,TEMPLATE_OOD,6832,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.023293249000062133,0.9381736411108883,0.9349935418940488,0.9917423616845582,0.3515807962529274,0.5191268640587854,0.002927400468384075,1201,10,3406,2215
BASE,XGBOOST,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.012587140000050567,0.9103052578122457,0.9097240405013679,0.9861751152073732,0.2308522114347357,0.3741258741258741,0.003236245954692557,428,6,1848,1426
BASE,MLP,52,1.0,4000,IID,3051,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.021362777999911486,0.9058724732529388,0.9306673072198821,0.9950124688279302,0.3771266540642722,0.546949965729952,0.0010035122930255895,399,2,1991,659
BASE,MLP,52,1.0,4000,TEMPORAL,8000,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.05950425000003179,0.9558876777966643,0.9527709062499999,0.9960876369327074,0.31825,0.482379689276241,0.00125,1273,5,3995,2727
BASE,MLP,52,1.0,4000,DOMAIN_OOD,3858,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.028033464000031927,0.9401941310269034,0.9377851520582545,0.9975490196078431,0.21099015033696217,0.34830979888746255,0.0005184033177812338,407,1,1928,1522
BASE,MLP,52,1.0,4000,TEMPLATE_OOD,6832,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.04964513699997042,0.951508045225544,0.9484688821443653,0.995164410058027,0.3012295081967213,0.46247191011235955,0.0014637002341920376,1029,5,3411,2387
BASE,MLP,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.02478372899997794,0.9348670648853273,0.9329110270920684,0.9971098265895953,0.18608414239482202,0.31363636363636366,0.0005393743257820927,345,1,1853,1509
DAPT,LOGREG,52,1.0,4000,IID,3051,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.041940765000049396,0.8951593321812998,0.9248750589255208,0.9895833333333334,0.26937618147448017,0.4234769687964339,0.0015052684395383843,285,3,1990,773
DAPT,LOGREG,52,1.0,4000,TEMPORAL,8000,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.05669089000002714,0.9515694533474055,0.9473672500000001,0.9916376306620209,0.35575,0.5236430542778289,0.003,1423,12,3988,2577
DAPT,LOGREG,52,1.0,4000,DOMAIN_OOD,3858,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.028159584000036375,0.9311754984575011,0.9288728611160157,0.9801084990958409,0.2809745982374287,0.43674456083803387,0.005702436495593572,542,11,1918,1387
DAPT,LOGREG,52,1.0,4000,TEMPLATE_OOD,6832,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.04262618500001736,0.9479178184241971,0.9437828561282079,0.9906937394247038,0.3427985948477752,0.5093518921270117,0.0032201405152224825,1171,11,3405,2245
DAPT,LOGREG,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.02011647599999833,0.9247397461113124,0.9228619073719144,0.9797979797979798,0.261596548004315,0.4129416773094934,0.005393743257820928,485,10,1844,1369
DAPT,XGBOOST,52,1.0,4000,IID,3051,0.9814761281013489,0.005,0.00468384074941452,0.41721854304635764,10.07231962100002,0.01104564100000971,0.8729400437669985,0.9129898880486239,0.9675,0.3657844990548204,0.5308641975308642,0.006522829904666332,387,13,1980,671
DAPT,XGBOOST,52,1.0,4000,TEMPORAL,8000,0.9814761281013489,0.005,0.00468384074941452,0.41721854304635764,10.07231962100002,0.026273310999954447,0.9429739100897158,0.9378437500000001,0.9920454545454546,0.4365,0.60625,0.0035,1746,14,3986,2254
DAPT,XGBOOST,52,1.0,4000,DOMAIN_OOD,3858,0.9814761281013489,0.005,0.00468384074941452,0.41721854304635764,10.07231962100002,0.013826667999978781,0.920326908134049,0.9152866093117491,0.9896142433234422,0.34577501296008295,0.5124855935459086,0.0036288232244686366,667,7,1922,1262
DAPT,XGBOOST,52,1.0,4000,TEMPLATE_OOD,6832,0.9814761281013489,0.005,0.00468384074941452,0.41721854304635764,10.07231962100002,0.02334190400006264,0.9373264473293066,0.9319765026408305,0.9909596662030598,0.41715456674473067,0.5871446229913473,0.0038056206088992973,1425,13,3403,1991
DAPT,XGBOOST,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9814761281013489,0.005,0.00468384074941452,0.41721854304635764,10.07231962100002,0.012402197999904274,0.9111941407703126,0.9070393877083165,0.9877622377622378,0.3047464940668824,0.46578730420445175,0.0037756202804746495,565,7,1847,1289
DAPT,MLP,52,1.0,4000,IID,3051,0.987502932548523,0.005,0.00468384074941452,0.293598233995585,1.7688342290000492,0.02138755900000433,0.8937121731384589,0.9226256927601995,0.9888475836431226,0.2514177693761815,0.400904295403165,0.0015052684395383843,266,3,1990,792
DAPT,MLP,52,1.0,4000,TEMPORAL,8000,0.987502932548523,0.005,0.00468384074941452,0.293598233995585,1.7688342290000492,0.05275950099996862,0.948200058768874,0.9443125625,0.9968228752978554,0.31375,0.4772770488686062,0.001,1255,4,3996,2745
DAPT,MLP,52,1.0,4000,DOMAIN_OOD,3858,0.987502932548523,0.005,0.00468384074941452,0.293598233995585,1.7688342290000492,0.02573648600002798,0.9318032441757099,0.9289365529699888,0.994750656167979,0.1964748574390876,0.3281385281385281,0.0010368066355624676,379,2,1927,1550
DAPT,MLP,52,1.0,4000,TEMPLATE_OOD,6832,0.987502932548523,0.005,0.00468384074941452,0.293598233995585,1.7688342290000492,0.049610389999998006,0.9435736065507954,0.9395824306610576,0.99609375,0.29859484777517564,0.4594594594594595,0.00117096018735363,1020,4,3412,2396
DAPT,MLP,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.987502932548523,0.005,0.00468384074941452,0.293598233995585,1.7688342290000492,0.026290180999922086,0.9246180369941708,0.9224365755141513,0.9937304075235109,0.1709816612729234,0.2917625402669121,0.0010787486515641855,317,2,1852,1537
CONTRASTIVE,LOGREG,52,1.0,4000,IID,3051,0.9922129561882762,0.005,0.00468384074941452,0.26269315673289184,0.6458979740000359,0.04708032799999273,0.8277023716391747,0.8813005253737799,0.9583333333333334,0.2826086956521739,0.4364963503649635,0.006522829904666332,299,13,1980,759
CONTRASTIVE,LOGREG,52,1.0,4000,TEMPORAL,8000,0.9922129561882762,0.005,0.00468384074941452,0.26269315673289184,0.6458979740000359,0.05028891400002067,0.9035782353718118,0.8868119374999999,0.9884238646482636,0.2775,0.4333398399375366,0.00325,1110,13,3987,2890
CONTRASTIVE,LOGREG,52,1.0,4000,DOMAIN_OOD,3858,0.9922129561882762,0.005,0.00468384074941452,0.26269315673289184,0.6458979740000359,0.020774412000037046,0.8717338247472637,0.8531448591939729,0.9802816901408451,0.18040435458786935,0.30472854640980734,0.0036288232244686366,348,7,1922,1581
CONTRASTIVE,LOGREG,52,1.0,4000,TEMPLATE_OOD,6832,0.9922129561882762,0.005,0.00468384074941452,0.26269315673289184,0.6458979740000359,0.042738307000036,0.9002383038434262,0.8835782431757977,0.9871106337271751,0.2690281030444965,0.4228203358638141,0.00351288056206089,919,12,3404,2497
CONTRASTIVE,LOGREG,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9922129561882762,0.005,0.00468384074941452,0.26269315673289184,0.6458979740000359,0.019964886000025217,0.8631437575705647,0.8440992914238898,0.9808917197452229,0.16612729234088458,0.28413284132841327,0.003236245954692557,308,6,1848,1546
CONTRASTIVE,XGBOOST,52,1.0,4000,IID,3051,0.9926556944847107,0.005,0.00468384074941452,0.1368653421633554,13.368003889999954,0.010723828000095637,0.8077588990721344,0.8811511367290242,0.9441340782122905,0.15973534971644612,0.27324171382376716,0.005017561465127948,169,10,1983,889
CONTRASTIVE,XGBOOST,52,1.0,4000,TEMPORAL,8000,0.9926556944847107,0.005,0.00468384074941452,0.1368653421633554,13.368003889999954,0.027186905000007755,0.884937052253555,0.8649441249999998,0.9889746416758545,0.22425,0.36560016303240267,0.0025,897,10,3990,3103
CONTRASTIVE,XGBOOST,52,1.0,4000,DOMAIN_OOD,3858,0.9926556944847107,0.005,0.00468384074941452,0.1368653421633554,13.368003889999954,0.014111483999954544,0.844532864588156,0.8260032609154266,0.9774436090225563,0.13478486262312078,0.23690205011389523,0.003110419906687403,260,6,1923,1669
CONTRASTIVE,XGBOOST,52,1.0,4000,TEMPLATE_OOD,6832,0.9926556944847107,0.005,0.00468384074941452,0.1368653421633554,13.368003889999954,0.02324905000000399,0.8856506253866095,0.8646986525730959,0.9883268482490273,0.2230679156908665,0.3639837592548364,0.0026346604215456673,762,9,3407,2654
