representation,classifier,seed,label_budget,scenario,n_test,target_fpr,threshold,calibration_empirical_fpr,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
BASE,XGBOOST,42,1.0,TEMPORAL,2116,0.02,0.9129865169525148,0.01990632318501171,0.9421489578093233,0.9388081088904056,0.9766277128547579,0.552930056710775,0.7060953530476766,0.013232514177693762,585,14,1044,473,0.5
BASE,XGBOOST,42,1.0,DOMAIN_OOD,2116,0.02,0.9129865169525148,0.01990632318501171,0.9219291742071735,0.9206942513784614,0.9650092081031307,0.4952741020793951,0.6545908806995627,0.017958412098298678,524,19,1039,534,0.5
BASE,XGBOOST,42,1.0,TEMPLATE_OOD,2116,0.02,0.9129865169525148,0.01990632318501171,0.9341934681188335,0.9299119857347565,0.9740932642487047,0.5330812854442344,0.6890653634697618,0.014177693761814745,564,15,1043,494,0.5
BASE,XGBOOST,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9129865169525148,0.01990632318501171,0.9127327213244893,0.9111817067549072,0.9629629629629629,0.4669187145557656,0.6288987905792489,0.017958412098298678,494,19,1039,564,0.5
BASE,MLP,42,1.0,IID_BALANCED,2116,0.005,0.9998250603675843,0.00468384074941452,0.9385647426869208,0.9298369431212725,0.994579945799458,0.34688090737240074,0.5143658023826209,0.001890359168241966,367,2,1056,691,0.5
BASE,MLP,42,1.0,TEMPORAL,2116,0.005,0.9998250603675843,0.00468384074941452,0.9506317634061096,0.9459621713758884,0.99079754601227,0.3052930056710775,0.4667630057803468,0.002835538752362949,323,3,1055,735,0.5
BASE,MLP,42,1.0,DOMAIN_OOD,2116,0.005,0.9998250603675843,0.00468384074941452,0.9355988153417909,0.9318952548054075,0.9914163090128756,0.21833648393194707,0.3578621223857475,0.001890359168241966,231,2,1056,827,0.5
BASE,MLP,42,1.0,TEMPLATE_OOD,2116,0.005,0.9998250603675843,0.00468384074941452,0.9463766034743787,0.941372511533335,0.9966777408637874,0.2835538752362949,0.44150110375275936,0.000945179584120983,300,1,1057,758,0.5
BASE,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9998250603675843,0.00468384074941452,0.9302703765581436,0.9270304387134123,0.9888268156424581,0.16729678638941398,0.28617623282134197,0.001890359168241966,177,2,1056,881,0.5
BASE,MLP,42,1.0,IID_BALANCED,2116,0.01,0.9949670433998109,0.00936768149882904,0.9385647426869208,0.9298369431212725,0.9866920152091255,0.4905482041587902,0.6553030303030303,0.006616257088846881,519,7,1051,539,0.5
BASE,MLP,42,1.0,TEMPORAL,2116,0.01,0.9949670433998109,0.00936768149882904,0.9506317634061096,0.9459621713758884,0.9903100775193798,0.4829867674858223,0.6493011435832274,0.004725897920604915,511,5,1053,547,0.5
BASE,MLP,42,1.0,DOMAIN_OOD,2116,0.01,0.9949670433998109,0.00936768149882904,0.9355988153417909,0.9318952548054075,0.9762931034482759,0.4281663516068053,0.59526938239159,0.010396975425330813,453,11,1047,605,0.5
BASE,MLP,42,1.0,TEMPLATE_OOD,2116,0.01,0.9949670433998109,0.00936768149882904,0.9463766034743787,0.941372511533335,0.9842829076620825,0.4735349716446125,0.6394384173580089,0.007561436672967864,501,8,1050,557,0.5
BASE,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9949670433998109,0.00936768149882904,0.9302703765581436,0.9270304387134123,0.9809976247030879,0.390359168241966,0.5584854631507775,0.007561436672967864,413,8,1050,645,0.5
BASE,MLP,42,1.0,IID_BALANCED,2116,0.02,0.8707193732261659,0.01990632318501171,0.9385647426869208,0.9298369431212725,0.9731258840169731,0.6502835538752363,0.7796033994334277,0.017958412098298678,688,19,1039,370,0.5
BASE,MLP,42,1.0,TEMPORAL,2116,0.02,0.8707193732261659,0.01990632318501171,0.9506317634061096,0.9459621713758884,0.9717912552891397,0.6512287334593573,0.77985285795133,0.01890359168241966,689,20,1038,369,0.5
BASE,MLP,42,1.0,DOMAIN_OOD,2116,0.02,0.8707193732261659,0.01990632318501171,0.9355988153417909,0.9318952548054075,0.9538239538239538,0.6247637051039697,0.7549971444888635,0.030245746691871456,661,32,1026,397,0.5
BASE,MLP,42,1.0,TEMPLATE_OOD,2116,0.02,0.8707193732261659,0.01990632318501171,0.9463766034743787,0.941372511533335,0.9682080924855492,0.6332703213610587,0.7657142857142857,0.020793950850661626,670,22,1036,388,0.5
BASE,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.8707193732261659,0.01990632318501171,0.9302703765581436,0.9270304387134123,0.9647239263803681,0.5945179584120983,0.735672514619883,0.021739130434782608,629,23,1035,429,0.5
DAPT,LOGREG,42,1.0,IID_BALANCED,2116,0.005,0.9936721324920655,0.00468384074941452,0.9288733151485472,0.9204485761557457,0.9850299401197605,0.31096408317580343,0.47270114942528735,0.004725897920604915,329,5,1053,729,0.5
DAPT,LOGREG,42,1.0,TEMPORAL,2116,0.005,0.9936721324920655,0.00468384074941452,0.9544885174765394,0.9490407052576284,0.9925742574257426,0.3790170132325142,0.5485636114911081,0.002835538752362949,401,3,1055,657,0.5
DAPT,LOGREG,42,1.0,DOMAIN_OOD,2116,0.005,0.9936721324920655,0.00468384074941452,0.9364811254375499,0.9332192209147337,0.9837662337662337,0.28638941398865786,0.44363103953147875,0.004725897920604915,303,5,1053,755,0.5
DAPT,LOGREG,42,1.0,TEMPLATE_OOD,2116,0.005,0.9936721324920655,0.00468384074941452,0.9490546601113158,0.9422609624751199,0.9943977591036415,0.33553875236294894,0.5017667844522968,0.001890359168241966,355,2,1056,703,0.5
DAPT,LOGREG,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9936721324920655,0.00468384074941452,0.9268142735629623,0.9228454729650051,0.9890909090909091,0.2570888468809074,0.4081020255063766,0.002835538752362949,272,3,1055,786,0.5
DAPT,LOGREG,42,1.0,IID_BALANCED,2116,0.01,0.9721338748931886,0.00936768149882904,0.9288733151485472,0.9204485761557457,0.9858012170385395,0.45935727788279773,0.6266924564796905,0.006616257088846881,486,7,1051,572,0.5
DAPT,LOGREG,42,1.0,TEMPORAL,2116,0.01,0.9721338748931886,0.00936768149882904,0.9544885174765394,0.9490407052576284,0.9859649122807017,0.5311909262759924,0.6904176904176904,0.007561436672967864,562,8,1050,496,0.5
DAPT,LOGREG,42,1.0,DOMAIN_OOD,2116,0.01,0.9721338748931886,0.00936768149882904,0.9364811254375499,0.9332192209147337,0.9755600814663951,0.45274102079395084,0.618463524854745,0.011342155009451797,479,12,1046,579,0.5
DAPT,LOGREG,42,1.0,TEMPLATE_OOD,2116,0.01,0.9721338748931886,0.00936768149882904,0.9490546601113158,0.9422609624751199,0.9833641404805915,0.502835538752363,0.66541588492808,0.008506616257088847,532,9,1049,526,0.5
DAPT,LOGREG,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9721338748931886,0.00936768149882904,0.9268142735629623,0.9228454729650051,0.9798657718120806,0.41398865784499056,0.5820598006644518,0.008506616257088847,438,9,1049,620,0.5
DAPT,LOGREG,42,1.0,IID_BALANCED,2116,0.02,0.9129421710968019,0.01990632318501171,0.9288733151485472,0.9204485761557457,0.9743178170144462,0.5737240075614367,0.7221891731112433,0.015122873345935728,607,16,1042,451,0.5
DAPT,LOGREG,42,1.0,TEMPORAL,2116,0.02,0.9129421710968019,0.01990632318501171,0.9544885174765394,0.9490407052576284,0.9825072886297376,0.6370510396975425,0.7729357798165137,0.011342155009451797,674,12,1046,384,0.5
DAPT,LOGREG,42,1.0,DOMAIN_OOD,2116,0.02,0.9129421710968019,0.01990632318501171,0.9364811254375499,0.9332192209147337,0.9734660033167496,0.554820415879017,0.7068031306441902,0.015122873345935728,587,16,1042,471,0.5
DAPT,LOGREG,42,1.0,TEMPLATE_OOD,2116,0.02,0.9129421710968019,0.01990632318501171,0.9490546601113158,0.9422609624751199,0.9819004524886877,0.6153119092627599,0.7565368971528181,0.011342155009451797,651,12,1046,407,0.5
DAPT,LOGREG,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9129421710968019,0.01990632318501171,0.9268142735629623,0.9228454729650051,0.9754385964912281,0.5255198487712666,0.683046683046683,0.013232514177693762,556,14,1044,502,0.5
DAPT,XGBOOST,42,1.0,IID_BALANCED,2116,0.005,0.992429554462433,0.00468384074941452,0.9261190202940398,0.9169608813576282,0.98989898989899,0.3705103969754253,0.5392022008253095,0.003780718336483932,392,4,1054,666,0.5
DAPT,XGBOOST,42,1.0,TEMPORAL,2116,0.005,0.992429554462433,0.00468384074941452,0.9408170850599991,0.936579164597039,0.9873417721518988,0.3686200378071834,0.5368203716448727,0.004725897920604915,390,5,1053,668,0.5
DAPT,XGBOOST,42,1.0,DOMAIN_OOD,2116,0.005,0.992429554462433,0.00468384074941452,0.9265023341440535,0.9226167716667679,0.9864406779661017,0.27504725897920607,0.43015521064301554,0.003780718336483932,291,4,1054,767,0.5
DAPT,XGBOOST,42,1.0,TEMPLATE_OOD,2116,0.005,0.992429554462433,0.00468384074941452,0.937878878362113,0.9300593908683858,0.9838709677419355,0.34593572778827975,0.5118881118881119,0.005671077504725898,366,6,1052,692,0.5
DAPT,XGBOOST,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.005,0.992429554462433,0.00468384074941452,0.9127888109406366,0.9134562126350321,0.9800796812749004,0.23251417769376181,0.3758594346829641,0.004725897920604915,246,5,1053,812,0.5
DAPT,XGBOOST,42,1.0,IID_BALANCED,2116,0.01,0.9709704518318177,0.00936768149882904,0.9261190202940398,0.9169608813576282,0.9829867674858223,0.4914933837429111,0.6553245116572148,0.008506616257088847,520,9,1049,538,0.5
DAPT,XGBOOST,42,1.0,TEMPORAL,2116,0.01,0.9709704518318177,0.00936768149882904,0.9408170850599991,0.936579164597039,0.9872727272727273,0.5132325141776938,0.6753731343283582,0.006616257088846881,543,7,1051,515,0.5
DAPT,XGBOOST,42,1.0,DOMAIN_OOD,2116,0.01,0.9709704518318177,0.00936768149882904,0.9265023341440535,0.9226167716667679,0.9807692307692307,0.43383742911153117,0.601572739187418,0.008506616257088847,459,9,1049,599,0.5
DAPT,XGBOOST,42,1.0,TEMPLATE_OOD,2116,0.01,0.9709704518318177,0.00936768149882904,0.937878878362113,0.9300593908683858,0.9883495145631068,0.4810964083175803,0.6471710108073745,0.005671077504725898,509,6,1052,549,0.5
DAPT,XGBOOST,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9709704518318177,0.00936768149882904,0.9127888109406366,0.9134562126350321,0.9855072463768116,0.3856332703213611,0.5543478260869565,0.005671077504725898,408,6,1052,650,0.5
DAPT,XGBOOST,42,1.0,IID_BALANCED,2116,0.02,0.8748275041580201,0.01990632318501171,0.9261190202940398,0.9169608813576282,0.9626749611197511,0.5850661625708885,0.7278071722516167,0.022684310018903593,619,24,1034,439,0.5
DAPT,XGBOOST,42,1.0,TEMPORAL,2116,0.02,0.8748275041580201,0.01990632318501171,0.9408170850599991,0.936579164597039,0.9734513274336283,0.6238185255198487,0.7603686635944701,0.017013232514177693,660,18,1040,398,0.5
DAPT,XGBOOST,42,1.0,DOMAIN_OOD,2116,0.02,0.8748275041580201,0.01990632318501171,0.9265023341440535,0.9226167716667679,0.9685430463576159,0.552930056710775,0.703971119133574,0.017958412098298678,585,19,1039,473,0.5
DAPT,XGBOOST,42,1.0,TEMPLATE_OOD,2116,0.02,0.8748275041580201,0.01990632318501171,0.937878878362113,0.9300593908683858,0.9742033383915023,0.6068052930056711,0.7478159580663949,0.01606805293005671,642,17,1041,416,0.5
DAPT,XGBOOST,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.8748275041580201,0.01990632318501171,0.9127888109406366,0.9134562126350321,0.9630281690140845,0.5170132325141777,0.6728167281672817,0.01984877126654064,547,21,1037,511,0.5
DAPT,MLP,42,1.0,IID_BALANCED,2116,0.005,0.9988441467285157,0.00468384074941452,0.9417117545755489,0.9336587562222833,0.9920792079207921,0.4735349716446125,0.6410748560460653,0.003780718336483932,501,4,1054,557,0.5
DAPT,MLP,42,1.0,TEMPORAL,2116,0.005,0.9988441467285157,0.00468384074941452,0.9560375987721997,0.9536321518290742,0.9916492693110647,0.44896030245746693,0.6180871828236825,0.003780718336483932,475,4,1054,583,0.5
DAPT,MLP,42,1.0,DOMAIN_OOD,2116,0.005,0.9988441467285157,0.00468384074941452,0.9450911123524339,0.94203047444799,0.9918478260869565,0.3449905482041588,0.511921458625526,0.002835538752362949,365,3,1055,693,0.5
DAPT,MLP,42,1.0,TEMPLATE_OOD,2116,0.005,0.9988441467285157,0.00468384074941452,0.9537254469455684,0.9492193781468762,0.9931506849315068,0.4111531190926276,0.5815508021390374,0.002835538752362949,435,3,1055,623,0.5
DAPT,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9988441467285157,0.00468384074941452,0.9338144326711347,0.9339589266762197,0.9874213836477987,0.29678638941398866,0.4563953488372093,0.003780718336483932,314,4,1054,744,0.5
DAPT,MLP,42,1.0,IID_BALANCED,2116,0.01,0.9880155920982362,0.00936768149882904,0.9417117545755489,0.9336587562222833,0.976897689768977,0.5595463137996219,0.7115384615384616,0.013232514177693762,592,14,1044,466,0.5
DAPT,MLP,42,1.0,TEMPORAL,2116,0.01,0.9880155920982362,0.00936768149882904,0.9560375987721997,0.9536321518290742,0.9844827586206897,0.5396975425330813,0.6971916971916972,0.008506616257088847,571,9,1049,487,0.5
DAPT,MLP,42,1.0,DOMAIN_OOD,2116,0.01,0.9880155920982362,0.00936768149882904,0.9450911123524339,0.94203047444799,0.9805825242718447,0.4773156899810964,0.642085187539733,0.00945179584120983,505,10,1048,553,0.5
DAPT,MLP,42,1.0,TEMPLATE_OOD,2116,0.01,0.9880155920982362,0.00936768149882904,0.9537254469455684,0.9492193781468762,0.9838998211091234,0.5198487712665406,0.6802721088435374,0.008506616257088847,550,9,1049,508,0.5
DAPT,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9880155920982362,0.00936768149882904,0.9338144326711347,0.9339589266762197,0.9846827133479212,0.42533081285444235,0.594059405940594,0.006616257088846881,450,7,1051,608,0.5
DAPT,MLP,42,1.0,IID_BALANCED,2116,0.02,0.8525867462158204,0.01990632318501171,0.9417117545755489,0.9336587562222833,0.9659090909090909,0.6427221172022685,0.771850170261067,0.022684310018903593,680,24,1034,378,0.5
DAPT,MLP,42,1.0,TEMPORAL,2116,0.02,0.8525867462158204,0.01990632318501171,0.9560375987721997,0.9536321518290742,0.9701492537313433,0.6758034026465028,0.7966573816155988,0.020793950850661626,715,22,1036,343,0.5
DAPT,MLP,42,1.0,DOMAIN_OOD,2116,0.02,0.8525867462158204,0.01990632318501171,0.9450911123524339,0.94203047444799,0.9572039942938659,0.6342155009451795,0.762933484934622,0.02835538752362949,671,30,1028,387,0.5
DAPT,MLP,42,1.0,TEMPLATE_OOD,2116,0.02,0.8525867462158204,0.01990632318501171,0.9537254469455684,0.9492193781468762,0.9654218533886584,0.6597353497164461,0.7838293093767547,0.023629489603024575,698,25,1033,360,0.5
DAPT,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.8525867462158204,0.01990632318501171,0.9338144326711347,0.9339589266762197,0.9531722054380665,0.5964083175803403,0.7337209302325581,0.02930056710775047,631,31,1027,427,0.5
CONTRASTIVE,LOGREG,42,1.0,IID_BALANCED,2116,0.005,0.9975478649139405,0.00468384074941452,0.8601003337289939,0.8537499865995335,0.975609756097561,0.1890359168241966,0.3167062549485352,0.004725897920604915,200,5,1053,858,0.5
CONTRASTIVE,LOGREG,42,1.0,TEMPORAL,2116,0.005,0.9975478649139405,0.00468384074941452,0.8737286540603287,0.8722167230677421,0.9705882352941176,0.09357277882797732,0.1706896551724138,0.002835538752362949,99,3,1055,959,0.5
CONTRASTIVE,LOGREG,42,1.0,DOMAIN_OOD,2116,0.005,0.9975478649139405,0.00468384074941452,0.8538682837276447,0.8507402417801535,0.968421052631579,0.08695652173913043,0.1595836947094536,0.002835538752362949,92,3,1055,966,0.5
CONTRASTIVE,LOGREG,42,1.0,TEMPLATE_OOD,2116,0.005,0.9975478649139405,0.00468384074941452,0.879227946158956,0.8778011442211826,0.9734513274336283,0.10396975425330812,0.18787361229718189,0.002835538752362949,110,3,1055,948,0.5
CONTRASTIVE,LOGREG,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9975478649139405,0.00468384074941452,0.843045342884052,0.8431922055738794,0.9512195121951219,0.07372400756143667,0.1368421052631579,0.003780718336483932,78,4,1054,980,0.5
CONTRASTIVE,LOGREG,42,1.0,IID_BALANCED,2116,0.01,0.9908021688461305,0.00936768149882904,0.8601003337289939,0.8537499865995335,0.9551282051282052,0.28166351606805295,0.43503649635036495,0.013232514177693762,298,14,1044,760,0.5
CONTRASTIVE,LOGREG,42,1.0,TEMPORAL,2116,0.01,0.9908021688461305,0.00936768149882904,0.8737286540603287,0.8722167230677421,0.975,0.1843100189035917,0.31001589825119236,0.004725897920604915,195,5,1053,863,0.5
CONTRASTIVE,LOGREG,42,1.0,DOMAIN_OOD,2116,0.01,0.9908021688461305,0.00936768149882904,0.8538682837276447,0.8507402417801535,0.9651162790697675,0.15689981096408318,0.26991869918699185,0.005671077504725898,166,6,1052,892,0.5
CONTRASTIVE,LOGREG,42,1.0,TEMPLATE_OOD,2116,0.01,0.9908021688461305,0.00936768149882904,0.879227946158956,0.8778011442211826,0.9673469387755103,0.22400756143667297,0.36377590176515734,0.007561436672967864,237,8,1050,821,0.5
CONTRASTIVE,LOGREG,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9908021688461305,0.00936768149882904,0.843045342884052,0.8431922055738794,0.976878612716763,0.15973534971644612,0.2745735174654752,0.003780718336483932,169,4,1054,889,0.5
CONTRASTIVE,LOGREG,42,1.0,IID_BALANCED,2116,0.02,0.9674619436264039,0.01990632318501171,0.8601003337289939,0.8537499865995335,0.9316037735849056,0.3733459357277883,0.5330634278002699,0.027410207939508508,395,29,1029,663,0.5
CONTRASTIVE,LOGREG,42,1.0,TEMPORAL,2116,0.02,0.9674619436264039,0.01990632318501171,0.8737286540603287,0.8722167230677421,0.9661016949152542,0.32325141776937616,0.48441926345609065,0.011342155009451797,342,12,1046,716,0.5
CONTRASTIVE,LOGREG,42,1.0,DOMAIN_OOD,2116,0.02,0.9674619436264039,0.01990632318501171,0.8538682837276447,0.8507402417801535,0.9522184300341296,0.2637051039697543,0.41302738712065135,0.013232514177693762,279,14,1044,779,0.5
CONTRASTIVE,LOGREG,42,1.0,TEMPLATE_OOD,2116,0.02,0.9674619436264039,0.01990632318501171,0.879227946158956,0.8778011442211826,0.9538043478260869,0.33175803402646503,0.49228611500701264,0.01606805293005671,351,17,1041,707,0.5
CONTRASTIVE,LOGREG,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9674619436264039,0.01990632318501171,0.843045342884052,0.8431922055738794,0.9432624113475178,0.2514177693761815,0.3970149253731343,0.015122873345935728,266,16,1042,792,0.5
CONTRASTIVE,XGBOOST,42,1.0,IID_BALANCED,2116,0.005,0.993243157863617,0.00468384074941452,0.8718891954363615,0.8712411690924489,0.9763313609467456,0.15595463137996218,0.26894865525672373,0.003780718336483932,165,4,1054,893,0.5
CONTRASTIVE,XGBOOST,42,1.0,TEMPORAL,2116,0.005,0.993243157863617,0.00468384074941452,0.8764976808800724,0.874062414013672,0.9695121951219512,0.1502835538752363,0.2602291325695581,0.004725897920604915,159,5,1053,899,0.5
CONTRASTIVE,XGBOOST,42,1.0,DOMAIN_OOD,2116,0.005,0.993243157863617,0.00468384074941452,0.8502939609809024,0.8450950718443687,0.9690721649484536,0.0888468809073724,0.16277056277056276,0.002835538752362949,94,3,1055,964,0.5
CONTRASTIVE,XGBOOST,42,1.0,TEMPLATE_OOD,2116,0.005,0.993243157863617,0.00468384074941452,0.880736656134506,0.873699708048499,0.9760479041916168,0.15406427221172023,0.26612244897959186,0.003780718336483932,163,4,1054,895,0.5
CONTRASTIVE,XGBOOST,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.005,0.993243157863617,0.00468384074941452,0.842699361788217,0.8371343012639321,0.97,0.09168241965973535,0.16753022452504318,0.002835538752362949,97,3,1055,961,0.5
CONTRASTIVE,XGBOOST,42,1.0,IID_BALANCED,2116,0.01,0.9703722596168519,0.00936768149882904,0.8718891954363615,0.8712411690924489,0.9649122807017544,0.31190926275992437,0.4714285714285714,0.011342155009451797,330,12,1046,728,0.5
CONTRASTIVE,XGBOOST,42,1.0,TEMPORAL,2116,0.01,0.9703722596168519,0.00936768149882904,0.8764976808800724,0.874062414013672,0.961038961038961,0.27977315689981097,0.4333821376281113,0.011342155009451797,296,12,1046,762,0.5
CONTRASTIVE,XGBOOST,42,1.0,DOMAIN_OOD,2116,0.01,0.9703722596168519,0.00936768149882904,0.8502939609809024,0.8450950718443687,0.9517543859649122,0.2051039697542533,0.33748055987558323,0.010396975425330813,217,11,1047,841,0.5
CONTRASTIVE,XGBOOST,42,1.0,TEMPLATE_OOD,2116,0.01,0.9703722596168519,0.00936768149882904,0.880736656134506,0.873699708048499,0.9619047619047619,0.28638941398865786,0.44136926438455937,0.011342155009451797,303,12,1046,755,0.5
CONTRASTIVE,XGBOOST,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9703722596168519,0.00936768149882904,0.842699361788217,0.8371343012639321,0.9444444444444444,0.19281663516068054,0.3202511773940345,0.011342155009451797,204,12,1046,854,0.5
CONTRASTIVE,XGBOOST,42,1.0,IID_BALANCED,2116,0.02,0.9402825832366944,0.01990632318501171,0.8718891954363615,0.8712411690924489,0.927437641723356,0.38657844990548207,0.5456971314209473,0.030245746691871456,409,32,1026,649,0.5
CONTRASTIVE,XGBOOST,42,1.0,TEMPORAL,2116,0.02,0.9402825832366944,0.01990632318501171,0.8764976808800724,0.874062414013672,0.9526184538653366,0.3610586011342155,0.5236463331048663,0.017958412098298678,382,19,1039,676,0.5
CONTRASTIVE,XGBOOST,42,1.0,DOMAIN_OOD,2116,0.02,0.9402825832366944,0.01990632318501171,0.8502939609809024,0.8450950718443687,0.9409937888198758,0.28638941398865786,0.4391304347826087,0.017958412098298678,303,19,1039,755,0.5
CONTRASTIVE,XGBOOST,42,1.0,TEMPLATE_OOD,2116,0.02,0.9402825832366944,0.01990632318501171,0.880736656134506,0.873699708048499,0.9570707070707071,0.35822306238185253,0.5213204951856947,0.01606805293005671,379,17,1041,679,0.5
CONTRASTIVE,XGBOOST,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9402825832366944,0.01990632318501171,0.842699361788217,0.8371343012639321,0.9417808219178082,0.2599243856332703,0.4074074074074074,0.01606805293005671,275,17,1041,783,0.5
CONTRASTIVE,MLP,42,1.0,IID_BALANCED,2116,0.005,0.9946628808975221,0.00468384074941452,0.8923770407455696,0.8921825250767399,0.9644012944983819,0.28166351606805295,0.4359912216532553,0.010396975425330813,298,11,1047,760,0.5
CONTRASTIVE,MLP,42,1.0,TEMPORAL,2116,0.005,0.9946628808975221,0.00468384074941452,0.8896147632033224,0.8904011563709393,0.9786476868327402,0.2599243856332703,0.4107542942494399,0.005671077504725898,275,6,1052,783,0.5
CONTRASTIVE,MLP,42,1.0,DOMAIN_OOD,2116,0.005,0.9946628808975221,0.00468384074941452,0.8731793769164533,0.8696206059869711,0.9757281553398058,0.1899810964083176,0.3180379746835443,0.004725897920604915,201,5,1053,857,0.5
CONTRASTIVE,MLP,42,1.0,TEMPLATE_OOD,2116,0.005,0.9946628808975221,0.00468384074941452,0.8958824724463705,0.891184636990291,0.9816849816849816,0.2533081285444234,0.4027047332832457,0.004725897920604915,268,5,1053,790,0.5
CONTRASTIVE,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9946628808975221,0.00468384074941452,0.8644212580757378,0.8590887325302583,0.9791666666666666,0.1776937618147448,0.3008,0.003780718336483932,188,4,1054,870,0.5
CONTRASTIVE,MLP,42,1.0,IID_BALANCED,2116,0.01,0.9826052188873292,0.00936768149882904,0.8923770407455696,0.8921825250767399,0.9483568075117371,0.3818525519848771,0.5444743935309974,0.020793950850661626,404,22,1036,654,0.5
CONTRASTIVE,MLP,42,1.0,TEMPORAL,2116,0.01,0.9826052188873292,0.00936768149882904,0.8896147632033224,0.8904011563709393,0.9731182795698925,0.34215500945179583,0.5062937062937063,0.00945179584120983,362,10,1048,696,0.5
CONTRASTIVE,MLP,42,1.0,DOMAIN_OOD,2116,0.01,0.9826052188873292,0.00936768149882904,0.8731793769164533,0.8696206059869711,0.9579288025889967,0.27977315689981097,0.43306510607168985,0.012287334593572778,296,13,1045,762,0.5
CONTRASTIVE,MLP,42,1.0,TEMPLATE_OOD,2116,0.01,0.9826052188873292,0.00936768149882904,0.8958824724463705,0.891184636990291,0.967479674796748,0.33742911153119093,0.5003503854239664,0.011342155009451797,357,12,1046,701,0.5
CONTRASTIVE,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.01,0.9826052188873292,0.00936768149882904,0.8644212580757378,0.8590887325302583,0.9676258992805755,0.2542533081285444,0.4026946107784431,0.008506616257088847,269,9,1049,789,0.5
CONTRASTIVE,MLP,42,1.0,IID_BALANCED,2116,0.02,0.9610196352005006,0.01990632318501171,0.8923770407455696,0.8921825250767399,0.9428571428571428,0.4678638941398866,0.6253948199620973,0.02835538752362949,495,30,1028,563,0.5
CONTRASTIVE,MLP,42,1.0,TEMPORAL,2116,0.02,0.9610196352005006,0.01990632318501171,0.8896147632033224,0.8904011563709393,0.9575892857142857,0.4054820415879017,0.5697211155378487,0.017958412098298678,429,19,1039,629,0.5
CONTRASTIVE,MLP,42,1.0,DOMAIN_OOD,2116,0.02,0.9610196352005006,0.01990632318501171,0.8731793769164533,0.8696206059869711,0.9454545454545454,0.3440453686200378,0.5045045045045045,0.01984877126654064,364,21,1037,694,0.5
CONTRASTIVE,MLP,42,1.0,TEMPLATE_OOD,2116,0.02,0.9610196352005006,0.01990632318501171,0.8958824724463705,0.891184636990291,0.9487750556792873,0.40264650283553877,0.5653616456536165,0.021739130434782608,426,23,1035,632,0.5
CONTRASTIVE,MLP,42,1.0,DOMAIN_TEMPLATE_OOD,2116,0.02,0.9610196352005006,0.01990632318501171,0.8644212580757378,0.8590887325302583,0.95,0.32325141776937616,0.4823695345557123,0.017013232514177693,342,18,1040,716,0.5
BASE,LOGREG,52,0.1,IID_BALANCED,2116,0.005,0.9896670579910279,0.00468384074941452,0.8993387007893024,0.8850829578224777,0.9704301075268817,0.34120982986767484,0.5048951048951049,0.010396975425330813,361,11,1047,697,0.5
BASE,LOGREG,52,0.1,TEMPORAL,2116,0.005,0.9896670579910279,0.00468384074941452,0.9077305932935623,0.8929499251360594,0.9741379310344828,0.32041587901701324,0.4822190611664296,0.008506616257088847,339,9,1049,719,0.5
BASE,LOGREG,52,0.1,DOMAIN_OOD,2116,0.005,0.9896670579910279,0.00468384074941452,0.8863302837120643,0.8710365886342601,0.9743589743589743,0.32325141776937616,0.4854506742370476,0.008506616257088847,342,9,1049,716,0.5
BASE,LOGREG,52,0.1,TEMPLATE_OOD,2116,0.005,0.9896670579910279,0.00468384074941452,0.9000148875528355,0.8841636858072977,0.9836065573770492,0.34026465028355385,0.5056179775280899,0.005671077504725898,360,6,1052,698,0.5
BASE,LOGREG,52,0.1,DOMAIN_TEMPLATE_OOD,2116,0.005,0.9896670579910279,0.00468384074941452,0.8751438782568317,0.8573940201757426,0.9823529411764705,0.31568998109640833,0.47782546494992845,0.005671077504725898,334,6,1052,724,0.5
