representation,classifier,seed,label_budget,n_train,scenario,n_test,threshold,target_fpr,calibration_fpr,calibration_recall,fit_seconds,predict_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,iid_ap,iid_recall,iid_f1,iid_fpr,drop_ap,drop_recall,drop_f1,fpr_increase,ap_retention
CONTRASTIVE,XGBOOST,52,0.1,400,DOMAIN_OOD,3858,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.009790104999979121,0.7997970455234621,0.7857803770504007,0.9605263157894737,0.07568688439606014,0.1403171552138395,0.003110419906687403,146,6,1923,1783,0.7062944130080372,0.10396975425330812,0.18596787827557057,0.007526342197691922,-0.0935026325154249,0.028282869857247983,0.04565072306173107,-0.004415922291004519,1.1323847828799984
CONTRASTIVE,XGBOOST,52,0.1,400,TEMPLATE_OOD,6832,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.01610637900000711,0.842407343271328,0.8239532829390825,0.9757085020242915,0.1411007025761124,0.2465473145780051,0.00351288056206089,482,12,3404,2934,0.7062944130080372,0.10396975425330812,0.18596787827557057,0.007526342197691922,-0.13611293026329085,-0.03713094832280428,-0.060579436302434536,-0.004013461635631032,1.1927141539794992
CONTRASTIVE,XGBOOST,52,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9882669448852539,0.005,0.00468384074941452,0.11920529801324503,2.597858229999929,0.008917926000094667,0.7934749956700451,0.7794796870581582,0.9621212121212122,0.06850053937432578,0.12789526686807653,0.002696871628910464,127,5,1849,1727,0.7062944130080372,0.10396975425330812,0.18596787827557057,0.007526342197691922,-0.0871805826620079,0.035469214878982344,0.058072611407494035,-0.004829470568781458,1.1234337707567508
CONTRASTIVE,MLP,52,0.1,400,TEMPORAL,8000,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.05735992199993234,0.852529140659419,0.833299125,0.959902794653706,0.1975,0.32759693137051626,0.00825,790,33,3967,3210,0.7722224022499815,0.1947069943289225,0.32162373145979706,0.008529854490717512,-0.08030673840943747,-0.002793005671077514,-0.005973199910719207,-0.0002798544907175113,1.1039943132644847
CONTRASTIVE,MLP,52,0.1,400,DOMAIN_OOD,3858,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.02653928699999142,0.809005051402679,0.7987079422129453,0.9205020920502092,0.11404872991187144,0.2029520295202952,0.009849663037843442,220,19,1910,1709,0.7722224022499815,0.1947069943289225,0.32162373145979706,0.008529854490717512,-0.036782649152697466,0.08065826441705105,0.11867170193950186,0.00131980854712593,1.0476321964313984
CONTRASTIVE,MLP,52,0.1,400,TEMPLATE_OOD,6832,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.04722048400003587,0.8575747398565369,0.8380137176477686,0.9630681818181818,0.19847775175644028,0.329126213592233,0.007611241217798595,678,26,3390,2738,0.7722224022499815,0.1947069943289225,0.32162373145979706,0.008529854490717512,-0.08535233760655536,-0.0037707574275177846,-0.007502482132435928,-0.000918613272918917,1.110528181205141
CONTRASTIVE,MLP,52,0.1,400,DOMAIN_TEMPLATE_OOD,3708,0.9989771246910095,0.005,0.00468384074941452,0.16777041942604856,0.2988816729999826,0.02614335900000242,0.8063138627065608,0.7932111857041948,0.9208333333333333,0.1192017259978425,0.2110792741165234,0.010248112189859764,221,19,1835,1633,0.7722224022499815,0.1947069943289225,0.32162373145979706,0.008529854490717512,-0.03409146045657929,0.07550526833108,0.11054445734327364,0.0017182576991422518,1.0441472046877285
BASE,LOGREG,52,0.25,1000,TEMPORAL,8000,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.06421349499998996,0.938939723257684,0.9337995625000001,0.9794156706507304,0.36875,0.535779150018162,0.00775,1475,31,3969,2525,0.8620038661892473,0.32325141776937616,0.4837340876944837,0.007024586051179127,-0.07693585706843675,-0.04549858223062386,-0.05204506232367828,0.0007254139488208728,1.0892523341090745
BASE,LOGREG,52,0.25,1000,DOMAIN_OOD,3858,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.026342359999944165,0.9263392427658415,0.9188337349682523,0.9823529411764705,0.3462934162778642,0.512073591414335,0.006220839813374806,668,12,1917,1261,0.8620038661892473,0.32325141776937616,0.4837340876944837,0.007024586051179127,-0.06433537657659416,-0.023041998508488037,-0.028339503719851222,-0.0008037462378043215,1.0746346728826268
BASE,LOGREG,52,0.25,1000,TEMPLATE_OOD,6832,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.04270070799998393,0.9365696938112558,0.9298741046405123,0.9825949367088608,0.3635831381733021,0.5307692307692308,0.006440281030444965,1242,22,3394,2174,0.8620038661892473,0.32325141776937616,0.4837340876944837,0.007024586051179127,-0.07456582762200847,-0.040331720403925964,-0.04703514307474704,-0.000584305020734162,1.0865028923265154
BASE,LOGREG,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9966238494672616,0.005,0.00468384074941452,0.3620309050772627,0.35311367099996005,0.01970446100006029,0.92000824818065,0.9114716249538884,0.9814241486068112,0.3419633225458468,0.5072,0.006472491909385114,634,12,1842,1220,0.8620038661892473,0.32325141776937616,0.4837340876944837,0.007024586051179127,-0.058004381991402676,-0.018711904776470667,-0.023465912305516257,-0.0005520941417940135,1.0672901645416382
BASE,XGBOOST,52,0.25,1000,TEMPORAL,8000,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.020195865000005142,0.9219367671890218,0.9198029374999999,0.984144960362401,0.21725,0.35592873233667827,0.0035,869,14,3986,3131,0.8443584659968062,0.21361058601134217,0.35038759689922483,0.0030105368790767687,-0.07757830119221565,-0.0036394139886578303,-0.005541135437453437,0.0004894631209232314,1.0918783956297882
BASE,XGBOOST,52,0.25,1000,DOMAIN_OOD,3858,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.010950552999929641,0.8956006921218126,0.8943658508465777,0.9781021897810219,0.13893208916537067,0.24330458465728552,0.003110419906687403,268,6,1923,1661,0.8443584659968062,0.21361058601134217,0.35038759689922483,0.0030105368790767687,-0.051242226125006396,0.0746784968459715,0.10708301224193931,9.98830276106341e-05,1.0606877625896869
BASE,XGBOOST,52,0.25,1000,TEMPLATE_OOD,6832,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.01782155499995497,0.9180200706898105,0.9143617958470677,0.9850948509485095,0.21282201405152223,0.35002407318247475,0.0032201405152224825,727,11,3405,2689,0.8443584659968062,0.21361058601134217,0.35038759689922483,0.0030105368790767687,-0.07366160469300431,0.0007885719598199337,0.00036352371675008044,0.00020960363614571384,1.0872397301139667
BASE,XGBOOST,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9964566230773926,0.005,0.00468384074941452,0.2185430463576159,3.772799641000006,0.009918063999975857,0.8870930807902543,0.8857640670802452,0.9766536964980544,0.1353829557713053,0.23780198957839888,0.003236245954692557,251,6,1848,1603,0.8443584659968062,0.21361058601134217,0.35038759689922483,0.0030105368790767687,-0.04273461479344809,0.07822763024003687,0.11258560732082595,0.0002257090756157881,1.0506119338105977
BASE,MLP,52,0.25,1000,TEMPORAL,8000,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.05691259499997159,0.9317732443237148,0.9268218437500001,0.9811151079136691,0.27275,0.42683881064162754,0.00525,1091,21,3979,2909,0.8621751127598687,0.32892249527410206,0.4908321579689704,0.006021073758153537,-0.06959813156384609,0.05617249527410206,0.06399334732734285,-0.0007710737581535371,1.0807238930164185
BASE,MLP,52,0.25,1000,DOMAIN_OOD,3858,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.026716961999909472,0.9098049013512496,0.9033848323627717,0.9773299748110831,0.2011404872991187,0.3336199484092863,0.004665629860031105,388,9,1920,1541,0.8621751127598687,0.32892249527410206,0.4908321579689704,0.006021073758153537,-0.047629788591380895,0.12778200797498335,0.15721220955968407,-0.0013554438981224328,1.0552437525584744
BASE,MLP,52,0.25,1000,TEMPLATE_OOD,6832,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.04597238600001674,0.9281080017633704,0.9225346934662066,0.9818799546998868,0.2538056206088993,0.4033496161898116,0.00468384074941452,867,16,3400,2549,0.8621751127598687,0.32892249527410206,0.4908321579689704,0.006021073758153537,-0.0659328890035017,0.07511687466520278,0.08748254177915882,-0.0013372330087390175,1.0764727350949008
BASE,MLP,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9994234442710876,0.005,0.00468384074941452,0.3487858719646799,0.5773583299999245,0.025726193999958014,0.9018134782599003,0.8954102561417107,0.9747191011235955,0.1871628910463862,0.31402714932126696,0.0048543689320388345,347,9,1845,1507,0.8621751127598687,0.32892249527410206,0.4908321579689704,0.006021073758153537,-0.039638365500031636,0.14175960422771586,0.17680500864770343,-0.0011667048261147029,1.0459748430607643
DAPT,LOGREG,52,0.25,1000,TEMPORAL,8000,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.06187831800002641,0.9380569234925584,0.9336759375,0.9837712519319938,0.31825,0.4809217982621836,0.00525,1273,21,3979,2727,0.8598284310005399,0.2599243856332703,0.407709414381023,0.008028098344204716,-0.07822849249201858,-0.05832561436672967,-0.07321238388116064,-0.0027780983442047156,1.0909815140690196
DAPT,LOGREG,52,0.25,1000,DOMAIN_OOD,3858,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.02348867499995322,0.926137321545783,0.919580300243937,0.992633517495396,0.279419388284085,0.436084142394822,0.002073613271124935,539,4,1925,1390,0.8598284310005399,0.2599243856332703,0.407709414381023,0.008028098344204716,-0.06630889054524314,-0.01949500265081472,-0.028374728013799033,-0.005954485073079781,1.0771187461992653
DAPT,LOGREG,52,0.25,1000,TEMPLATE_OOD,6832,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.04337539400000878,0.9359254761483851,0.9304690113750417,0.9895238095238095,0.30415690866510536,0.4652933273622929,0.0032201405152224825,1039,11,3405,2377,0.8598284310005399,0.2599243856332703,0.407709414381023,0.008028098344204716,-0.07609704514784521,-0.04423252303183506,-0.057583912981269914,-0.004807957828982233,1.0885025923826395
DAPT,LOGREG,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.995595580206804,0.005,0.00468384074941452,0.2869757174392936,0.5962344829999893,0.020748525000044538,0.9188787362090894,0.9123862920953442,0.9922779922779923,0.2772384034519957,0.433389544688027,0.002157497303128371,514,4,1850,1340,0.8598284310005399,0.2599243856332703,0.407709414381023,0.008028098344204716,-0.05905030520854959,-0.01731401781872538,-0.025680130307004,-0.005870601041076345,1.068676846542322
DAPT,XGBOOST,52,0.25,1000,TEMPORAL,8000,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.021315724000032787,0.9167196273981256,0.911519,0.9851162790697674,0.26475,0.4173399014778325,0.004,1059,16,3984,2941,0.8292225782653115,0.2618147448015123,0.41189591078066917,0.005017561465127948,-0.08749704913281409,-0.0029352551984876962,-0.005443990697163337,-0.0010175614651279476,1.1055169642339613
DAPT,XGBOOST,52,0.25,1000,DOMAIN_OOD,3858,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.010498613999970985,0.8885612381482978,0.8868843423117347,0.9751381215469613,0.18299637117677553,0.30816237450894807,0.004665629860031105,353,9,1920,1576,0.8292225782653115,0.2618147448015123,0.41189591078066917,0.005017561465127948,-0.059338659882986255,0.07881837362473676,0.1037335362717211,-0.00035193160509684306,1.0715593875978624
DAPT,XGBOOST,52,0.25,1000,TEMPLATE_OOD,6832,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.017585277999955906,0.9119906604314003,0.9072782751235405,0.9827981651376146,0.2508782201405152,0.39972014925373134,0.004391100702576112,857,15,3401,2559,0.8292225782653115,0.2618147448015123,0.41189591078066917,0.005017561465127948,-0.08276808216608877,0.010936524660997093,0.012175761526937834,-0.0006264607625518356,1.099814072042316
DAPT,XGBOOST,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.994575560092926,0.005,0.00468384074941452,0.2671081677704194,3.5642612880000115,0.009343822000005275,0.8779138593975788,0.8760852944564888,0.9721362229102167,0.16936353829557713,0.28847037207165827,0.0048543689320388345,314,9,1845,1540,0.8292225782653115,0.2618147448015123,0.41189591078066917,0.005017561465127948,-0.04869128113226728,0.09245120650593516,0.1234255387090109,-0.00016319253308911316,1.058719193626067
DAPT,MLP,52,0.25,1000,TEMPORAL,8000,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.05825926900001832,0.9286748912133302,0.9247343437500001,0.9794721407624634,0.334,0.4981357196122297,0.007,1336,28,3972,2664,0.8398244384438828,0.2892249527410208,0.44251626898047725,0.009533366783743101,-0.08885045276944747,-0.04477504725897924,-0.05561945063175244,-0.0025333667837431012,1.1057964601912267
DAPT,MLP,52,0.25,1000,DOMAIN_OOD,3858,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.026655479000055493,0.9097361680880964,0.9047067742602136,0.9858870967741935,0.2534992223950233,0.40329896907216495,0.0036288232244686366,489,7,1922,1440,0.8398244384438828,0.2892249527410208,0.44251626898047725,0.009533366783743101,-0.06991172964421366,0.035725730345997464,0.0392172999083123,-0.005904543559274465,1.083245648071106
DAPT,MLP,52,0.25,1000,TEMPLATE_OOD,6832,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.047487380999996276,0.9251190511333787,0.9205940052048769,0.9835315645013724,0.31469555035128804,0.4768241295187403,0.005269320843091335,1075,18,3398,2341,0.8398244384438828,0.2892249527410208,0.44251626898047725,0.009533366783743101,-0.0852946126894959,-0.025470597610267265,-0.03430786053826307,-0.004264045940651767,1.1015624323192343
DAPT,MLP,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9975656867027283,0.005,0.00468384074941452,0.3068432671081678,0.5755923929999653,0.025841033000006064,0.900573898751755,0.8960502904009988,0.9844444444444445,0.2389428263214671,0.3845486111111111,0.0037756202804746495,443,7,1847,1411,0.8398244384438828,0.2892249527410208,0.44251626898047725,0.009533366783743101,-0.060749460307872205,0.05028212641955368,0.05796765786936614,-0.005757746503268452,1.0723359044188274
CONTRASTIVE,LOGREG,52,0.25,1000,TEMPORAL,8000,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.05719209699998373,0.8801844751321866,0.8663755625,0.9730831973898858,0.29825,0.4565633371603521,0.00825,1193,33,3967,2807,0.7993991468727634,0.2381852551984877,0.37809452363090773,0.01154039136979428,-0.0807853282594232,-0.060064744801512304,-0.07846881352944435,-0.0032903913697942804,1.1010575612639244
CONTRASTIVE,LOGREG,52,0.25,1000,DOMAIN_OOD,3858,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.024263329000064005,0.844287479512609,0.8317597145529974,0.9571428571428572,0.208398133748056,0.34227330779054915,0.00933125972006221,402,18,1911,1527,0.7993991468727634,0.2381852551984877,0.37809452363090773,0.01154039136979428,-0.044888332639845596,0.02978712145043172,0.03582121584035858,-0.0022091316497320716,1.05615259012403
CONTRASTIVE,LOGREG,52,0.25,1000,TEMPLATE_OOD,6832,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.04272215900004994,0.8783359253562848,0.8645270020128448,0.9731027857829011,0.2965456674473068,0.4545658514695984,0.00819672131147541,1013,28,3388,2403,0.7993991468727634,0.2381852551984877,0.37809452363090773,0.01154039136979428,-0.07893677848352143,-0.058360412248819105,-0.07647132783869065,-0.0033436700583188705,1.0987451372600545
CONTRASTIVE,LOGREG,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9920207679133567,0.005,0.00468384074941452,0.24061810154525387,0.3418025560000615,0.023313670999982605,0.8358973852926684,0.8236542697849136,0.9549071618037135,0.1941747572815534,0.3227252353204841,0.009169363538295576,360,17,1837,1494,0.7993991468727634,0.2381852551984877,0.37809452363090773,0.01154039136979428,-0.03649823841990507,0.044010497916934316,0.05536928831042365,-0.0023710278314987045,1.045657089531163
CONTRASTIVE,XGBOOST,52,0.25,1000,TEMPORAL,8000,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.02412130499999421,0.8558539475831007,0.836733375,0.9711359404096834,0.26075,0.411115490737091,0.00775,1043,31,3969,2957,0.7463928719677544,0.17391304347826086,0.2909090909090909,0.01154039136979428,-0.10946107561534635,-0.08683695652173912,-0.12020639982800013,-0.003790391369794281,1.1466534310902092
CONTRASTIVE,XGBOOST,52,0.25,1000,DOMAIN_OOD,3858,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.012410777000013695,0.8168562112421537,0.8012596475018685,0.9629629629629629,0.16174183514774496,0.2769640479360852,0.006220839813374806,312,12,1917,1617,0.7463928719677544,0.17391304347826086,0.2909090909090909,0.01154039136979428,-0.0704633392743993,0.012171208330515909,0.013945042973005695,-0.005319551556419475,1.0944051610362155
CONTRASTIVE,XGBOOST,52,0.25,1000,TEMPLATE_OOD,6832,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.021022165000090354,0.8569775418100625,0.8372136529295944,0.9746835443037974,0.24795081967213115,0.39533255542590434,0.006440281030444965,847,22,3394,2569,0.7463928719677544,0.17391304347826086,0.2909090909090909,0.01154039136979428,-0.11058466984230808,-0.07403777619387028,-0.10442346451681345,-0.005100110339349316,1.1481587967885705
CONTRASTIVE,XGBOOST,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.9841529130935669,0.005,0.00468384074941452,0.17218543046357615,5.558603193000067,0.011447707000002083,0.8073407768073101,0.7925596599207057,0.9601449275362319,0.1429341963322546,0.24882629107981222,0.005933117583603021,265,11,1843,1589,0.7463928719677544,0.17391304347826086,0.2909090909090909,0.01154039136979428,-0.0609479048395557,0.030978847146006266,0.04208279982927868,-0.00560727378619126,1.081656600871436
CONTRASTIVE,MLP,52,0.25,1000,TEMPORAL,8000,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.05845009500001197,0.8816295857921419,0.86700678125,0.9754098360655737,0.2975,0.4559386973180077,0.0075,1190,30,3970,2810,0.8011190241305566,0.2448015122873346,0.3880149812734082,0.009031610637230306,-0.08051056166158532,-0.05269848771266539,-0.06792371604459946,-0.001531610637230306,1.100497627988503
CONTRASTIVE,MLP,52,0.25,1000,DOMAIN_OOD,3858,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.02653533399995922,0.8479003469964791,0.8382699895002501,0.9585365853658536,0.20373250388802489,0.3360410431808465,0.008812856402280975,393,17,1912,1536,0.8011190241305566,0.2448015122873346,0.3880149812734082,0.009031610637230306,-0.046781322865922514,0.041069008399309714,0.05197393809256173,-0.00021875423494933065,1.0583949718541432
CONTRASTIVE,MLP,52,0.25,1000,TEMPLATE_OOD,6832,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.04610581099996125,0.8822411408842583,0.8684451852831969,0.976145038167939,0.2994730679156909,0.4583333333333333,0.007318501170960188,1023,25,3391,2393,0.8011190241305566,0.2448015122873346,0.3880149812734082,0.009031610637230306,-0.08112211675370173,-0.054671555628356294,-0.0703183520599251,-0.001713109466270118,1.101261004058345
CONTRASTIVE,MLP,52,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.99086594581604,0.005,0.00468384074941452,0.2229580573951435,0.5198749229999748,0.025111178999964068,0.8397159770783035,0.8301247252216555,0.9558441558441558,0.19848975188781015,0.32871817775792767,0.009169363538295576,368,17,1837,1486,0.8011190241305566,0.2448015122873346,0.3880149812734082,0.009031610637230306,-0.0385969529477469,0.04631176039952445,0.059296803515480556,0.00013775290106527067,1.048178799635467
BASE,LOGREG,52,1.0,4000,TEMPORAL,8000,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.04920683000000281,0.9499098889746075,0.9445268124999998,0.99153194765204,0.322,0.4861294583883752,0.00275,1288,11,3989,2712,0.8961567104863788,0.29773156899810965,0.45751633986928103,0.002007024586051179,-0.05375317848822869,-0.024268431001890356,-0.02861311851909415,0.0007429754139488209,1.0599818958662428
BASE,LOGREG,52,1.0,4000,DOMAIN_OOD,3858,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.021089904000064053,0.925876188699382,0.9218968562829595,0.982532751091703,0.2332814930015552,0.3770423125261835,0.00414722654224987,450,8,1921,1479,0.8961567104863788,0.29773156899810965,0.45751633986928103,0.002007024586051179,-0.029719478213003248,0.06445007599655445,0.08047402734309755,0.0021402019561986914,1.0331632602481695
BASE,LOGREG,52,1.0,4000,TEMPLATE_OOD,6832,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.042360488000099394,0.9457954310921128,0.9402790594200594,0.9900090826521344,0.3190866510538642,0.4826212087668807,0.0032201405152224825,1090,11,3405,2326,0.8961567104863788,0.29773156899810965,0.45751633986928103,0.002007024586051179,-0.049638720605734044,-0.021355082055754537,-0.025104868897599664,0.0012131159291713036,1.0553906699853792
BASE,LOGREG,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.994125237692969,0.005,0.00468384074941452,0.3333333333333333,0.822650101000022,0.020106651999981295,0.9213074954291286,0.9175894796986951,0.9809069212410502,0.22168284789644013,0.3616366036075671,0.004314994606256742,411,8,1846,1443,0.8961567104863788,0.29773156899810965,0.45751633986928103,0.002007024586051179,-0.025150784942749804,0.07604872110166952,0.09587973626171392,0.002307970020205563,1.028065163880879
BASE,XGBOOST,52,1.0,4000,TEMPORAL,8000,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.02653490599993802,0.9441699403286538,0.9411905625000001,0.9924137931034482,0.35975,0.5280733944954128,0.00275,1439,11,3989,2561,0.8912620757406201,0.40737240075614367,0.5773610180843939,0.002007024586051179,-0.05290786458803365,0.04762240075614366,0.04928762358898109,0.0007429754139488209,1.0593628586115575
BASE,XGBOOST,52,1.0,4000,DOMAIN_OOD,3858,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.013667879999957222,0.9188753519141308,0.918137693188546,0.9858012170385395,0.25194401244167963,0.40132122213047067,0.0036288232244686366,486,7,1922,1443,0.8912620757406201,0.40737240075614367,0.5773610180843939,0.002007024586051179,-0.027613276173510726,0.15542838831446404,0.17603979595392322,0.0016217986384174576,1.0309822182780128
BASE,XGBOOST,52,1.0,4000,TEMPLATE_OOD,6832,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.023293249000062133,0.9381736411108883,0.9349935418940488,0.9917423616845582,0.3515807962529274,0.5191268640587854,0.002927400468384075,1201,10,3406,2215,0.8912620757406201,0.40737240075614367,0.5773610180843939,0.002007024586051179,-0.04691156537026819,0.0557916045032163,0.0582341540256085,0.0009203758823328962,1.0526349843072653
BASE,XGBOOST,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9896005988121033,0.005,0.00468384074941452,0.4282560706401766,10.565416679000009,0.012587140000050567,0.9103052578122457,0.9097240405013679,0.9861751152073732,0.2308522114347357,0.3741258741258741,0.003236245954692557,428,6,1848,1426,0.8912620757406201,0.40737240075614367,0.5773610180843939,0.002007024586051179,-0.019043182071625586,0.17652018932140798,0.20323514395851977,0.0012292213686413778,1.0213665347039491
BASE,MLP,52,1.0,4000,TEMPORAL,8000,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.05950425000003179,0.9558876777966643,0.9527709062499999,0.9960876369327074,0.31825,0.482379689276241,0.00125,1273,5,3995,2727,0.9058724732529388,0.3771266540642722,0.546949965729952,0.0010035122930255895,-0.05001520454372543,0.05887665406427223,0.06457027645371105,0.00024648770697441053,1.0552121915837926
BASE,MLP,52,1.0,4000,DOMAIN_OOD,3858,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.028033464000031927,0.9401941310269034,0.9377851520582545,0.9975490196078431,0.21099015033696217,0.34830979888746255,0.0005184033177812338,407,1,1928,1522,0.9058724732529388,0.3771266540642722,0.546949965729952,0.0010035122930255895,-0.034321657773964565,0.16613650372731004,0.19864016684248947,-0.0004851089752443557,1.0378879575076583
BASE,MLP,52,1.0,4000,TEMPLATE_OOD,6832,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.04964513699997042,0.951508045225544,0.9484688821443653,0.995164410058027,0.3012295081967213,0.46247191011235955,0.0014637002341920376,1029,5,3411,2387,0.9058724732529388,0.3771266540642722,0.546949965729952,0.0010035122930255895,-0.04563557197260515,0.07589714586755092,0.08447805561759247,0.0004601879411664481,1.050377479523945
BASE,MLP,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9997069835662842,0.005,0.00468384074941452,0.41501103752759383,2.484370533999936,0.02478372899997794,0.9348670648853273,0.9329110270920684,0.9971098265895953,0.18608414239482202,0.31363636363636366,0.0005393743257820927,345,1,1853,1509,0.9058724732529388,0.3771266540642722,0.546949965729952,0.0010035122930255895,-0.02899459163238849,0.1910425116694502,0.23331360209358837,-0.00046413796724349677,1.0320073658141642
DAPT,LOGREG,52,1.0,4000,TEMPORAL,8000,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.05669089000002714,0.9515694533474055,0.9473672500000001,0.9916376306620209,0.35575,0.5236430542778289,0.003,1423,12,3988,2577,0.8951593321812998,0.26937618147448017,0.4234769687964339,0.0015052684395383843,-0.056410121166105665,-0.08637381852551984,-0.100166085481395,0.0014947315604616157,1.0630168497809735
DAPT,LOGREG,52,1.0,4000,DOMAIN_OOD,3858,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.028159584000036375,0.9311754984575011,0.9288728611160157,0.9801084990958409,0.2809745982374287,0.43674456083803387,0.005702436495593572,542,11,1918,1387,0.8951593321812998,0.26937618147448017,0.4234769687964339,0.0015052684395383843,-0.0360161662762013,-0.011598416762948538,-0.013267592041599996,0.004197168056055188,1.0402343638516711
DAPT,LOGREG,52,1.0,4000,TEMPLATE_OOD,6832,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.04262618500001736,0.9479178184241971,0.9437828561282079,0.9906937394247038,0.3427985948477752,0.5093518921270117,0.0032201405152224825,1171,11,3405,2245,0.8951593321812998,0.26937618147448017,0.4234769687964339,0.0015052684395383843,-0.05275848624289725,-0.07342241337329503,-0.08587492333057783,0.0017148720756840982,1.0589375369794076
DAPT,LOGREG,52,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.9930763086283355,0.005,0.00468384074941452,0.2847682119205298,0.8089351159999296,0.02011647599999833,0.9247397461113124,0.9228619073719144,0.9797979797979798,0.261596548004315,0.4129416773094934,0.005393743257820928,485,10,1844,1369,0.8951593321812998,0.26937618147448017,0.4234769687964339,0.0015052684395383843,-0.02958041393001254,0.007779633470165193,0.01053529148694049,0.0038884748182825436,1.0330448590173682
DAPT,XGBOOST,52,1.0,4000,TEMPORAL,8000,0.9814761281013489,0.005,0.00468384074941452,0.41721854304635764,10.07231962100002,0.026273310999954447,0.9429739100897158,0.9378437500000001,0.9920454545454546,0.4365,0.60625,0.0035,1746,14,3986,2254,0.8729400437669985,0.3657844990548204,0.5308641975308642,0.006522829904666332,-0.07003386632271724,-0.07071550094517959,-0.07538580246913573,-0.003022829904666332,1.0802275789990112
