representation,classifier,seed,label_budget,target_fpr,comparison,iid_n,ood_n,iid_prevalence,ood_prevalence,iid_ap,ood_ap,ap_delta_ood_minus_iid,iid_empirical_fpr,ood_empirical_fpr,empirical_fpr_delta,iid_recall,ood_recall,recall_delta
BASE,XGBOOST,52,0.1,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8764367621109189,0.8273468804900992,-0.04908988162081973,0.012287334593572778,0.009169363538295576,-0.003117971055277202,0.30623818525519847,0.1272923408845739,-0.17894584437062458
BASE,XGBOOST,52,0.1,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8764367621109189,0.885069317176889,0.008632555065970049,0.014177693761814745,0.011,-0.0031776937618147455,0.3657844990548204,0.2665,-0.0992844990548204
BASE,XGBOOST,52,0.1,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8764367621109189,0.8353349361519611,-0.04110182595895784,0.014177693761814745,0.012960082944530845,-0.0012176108172838995,0.3657844990548204,0.16485225505443235,-0.20093224400038806
BASE,XGBOOST,52,0.1,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8764367621109189,0.8805041419073664,0.004067379796447446,0.014177693761814745,0.00936768149882904,-0.004810012262985705,0.3657844990548204,0.2666861826697892,-0.0990983163850312
BASE,XGBOOST,52,0.1,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8764367621109189,0.8273468804900992,-0.04908988162081973,0.014177693761814745,0.012944983818770227,-0.0012327099430445177,0.3657844990548204,0.1704422869471413,-0.1953422121076791
BASE,XGBOOST,52,0.1,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8764367621109189,0.885069317176889,0.008632555065970049,0.026465028355387523,0.0205,-0.005965028355387522,0.43005671077504726,0.37575,-0.054306710775047284
BASE,XGBOOST,52,0.1,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8764367621109189,0.8353349361519611,-0.04110182595895784,0.026465028355387523,0.02695697252462416,0.0004919441692366362,0.43005671077504726,0.2669777086573354,-0.16307900211771187
BASE,XGBOOST,52,0.1,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8764367621109189,0.8805041419073664,0.004067379796447446,0.026465028355387523,0.019613583138173303,-0.00685144521721422,0.43005671077504726,0.37236533957845436,-0.0576913711965929
BASE,XGBOOST,52,0.1,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8764367621109189,0.8273468804900992,-0.04908988162081973,0.026465028355387523,0.02696871628910464,0.0005036879337171167,0.43005671077504726,0.2745415318230852,-0.15551517895196204
BASE,XGBOOST,52,0.25,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.900500280057102,0.9219367671890218,0.021436487131919812,0.004725897920604915,0.0035,-0.0012258979206049149,0.21361058601134217,0.21725,0.0036394139886578303
BASE,XGBOOST,52,0.25,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.900500280057102,0.8956006921218126,-0.00489958793528944,0.004725897920604915,0.003110419906687403,-0.0016154780139175122,0.21361058601134217,0.13893208916537067,-0.0746784968459715
BASE,XGBOOST,52,0.25,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.900500280057102,0.9180200706898105,0.017519790632708476,0.004725897920604915,0.0032201405152224825,-0.0015057574053824324,0.21361058601134217,0.21282201405152223,-0.0007885719598199337
BASE,XGBOOST,52,0.25,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.900500280057102,0.8870930807902543,-0.013407199266847747,0.004725897920604915,0.003236245954692557,-0.0014896519659123582,0.21361058601134217,0.1353829557713053,-0.07822763024003687
BASE,XGBOOST,52,0.25,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.900500280057102,0.9219367671890218,0.021436487131919812,0.013232514177693762,0.00675,-0.006482514177693762,0.32136105860113423,0.30925,-0.012111058601134206
BASE,XGBOOST,52,0.25,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.900500280057102,0.8956006921218126,-0.00489958793528944,0.013232514177693762,0.005184033177812338,-0.008048480999881424,0.32136105860113423,0.22654224987039917,-0.09481880873073506
BASE,XGBOOST,52,0.25,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.900500280057102,0.9180200706898105,0.017519790632708476,0.013232514177693762,0.005269320843091335,-0.007963193334602426,0.32136105860113423,0.3018149882903981,-0.01954607031073613
BASE,XGBOOST,52,0.25,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.900500280057102,0.8870930807902543,-0.013407199266847747,0.013232514177693762,0.005393743257820928,-0.007838770919872833,0.32136105860113423,0.21197411003236247,-0.10938694856877176
BASE,XGBOOST,52,0.25,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.900500280057102,0.9219367671890218,0.021436487131919812,0.034026465028355386,0.0245,-0.009526465028355385,0.4943289224952741,0.51875,0.02442107750472594
BASE,XGBOOST,52,0.25,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.900500280057102,0.8956006921218126,-0.00489958793528944,0.034026465028355386,0.029548989113530325,-0.004477475914825061,0.4943289224952741,0.43753240020736134,-0.056796522287912765
BASE,XGBOOST,52,0.25,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.900500280057102,0.9180200706898105,0.017519790632708476,0.034026465028355386,0.022833723653395786,-0.0111927413749596,0.4943289224952741,0.5017564402810304,0.007427517785756288
BASE,XGBOOST,52,0.25,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.900500280057102,0.8870930807902543,-0.013407199266847747,0.034026465028355386,0.0296655879180151,-0.004360877110340285,0.4943289224952741,0.42179072276159657,-0.07253819973367753
BASE,XGBOOST,52,1.0,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9323197944693348,0.9441699403286538,0.011850145859318983,0.001890359168241966,0.00275,0.0008596408317580338,0.40737240075614367,0.35975,-0.04762240075614366
BASE,XGBOOST,52,1.0,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9323197944693348,0.9188753519141308,-0.01344444255520394,0.001890359168241966,0.0036288232244686366,0.0017384640562266706,0.40737240075614367,0.25194401244167963,-0.15542838831446404
BASE,XGBOOST,52,1.0,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9323197944693348,0.9381736411108883,0.005853846641553528,0.001890359168241966,0.002927400468384075,0.0010370413001421091,0.40737240075614367,0.3515807962529274,-0.0557916045032163
BASE,XGBOOST,52,1.0,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9323197944693348,0.9103052578122457,-0.02201453665708908,0.001890359168241966,0.003236245954692557,0.0013458867864505908,0.40737240075614367,0.2308522114347357,-0.17652018932140798
BASE,XGBOOST,52,1.0,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9323197944693348,0.9441699403286538,0.011850145859318983,0.003780718336483932,0.00625,0.0024692816635160683,0.46313799621928164,0.4335,-0.029637996219281648
BASE,XGBOOST,52,1.0,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9323197944693348,0.9188753519141308,-0.01344444255520394,0.003780718336483932,0.008812856402280975,0.005032138065797043,0.46313799621928164,0.3312597200622084,-0.13187827615707326
BASE,XGBOOST,52,1.0,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9323197944693348,0.9381736411108883,0.005853846641553528,0.003780718336483932,0.00702576112412178,0.003245042787637848,0.46313799621928164,0.4180327868852459,-0.04510520933403572
BASE,XGBOOST,52,1.0,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9323197944693348,0.9103052578122457,-0.02201453665708908,0.003780718336483932,0.008629989212513484,0.004849270876029552,0.46313799621928164,0.2998921251348436,-0.16324587108443805
BASE,XGBOOST,52,1.0,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9323197944693348,0.9441699403286538,0.011850145859318983,0.020793950850661626,0.0175,-0.003293950850661625,0.5765595463137996,0.58775,0.011190453686200419
BASE,XGBOOST,52,1.0,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9323197944693348,0.9188753519141308,-0.01344444255520394,0.020793950850661626,0.02695697252462416,0.006163021673962533,0.5765595463137996,0.5241057542768274,-0.0524537920369722
BASE,XGBOOST,52,1.0,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9323197944693348,0.9381736411108883,0.005853846641553528,0.020793950850661626,0.019320843091334895,-0.0014731077593267312,0.5765595463137996,0.5676229508196722,-0.008936595494127397
BASE,XGBOOST,52,1.0,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9323197944693348,0.9103052578122457,-0.02201453665708908,0.020793950850661626,0.025889967637540454,0.005096016786878828,0.5765595463137996,0.4913700107874865,-0.08518953552631309
BASE,XGBOOST,62,0.1,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8742213011965463,0.8745946672473406,0.0003733660507942993,0.001890359168241966,0.003,0.001109640831758034,0.22117202268431002,0.11775,-0.10342202268431003
BASE,XGBOOST,62,0.1,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8742213011965463,0.8205223580859157,-0.053698943110630615,0.001890359168241966,0.00414722654224987,0.0022568673740079046,0.22117202268431002,0.06013478486262312,-0.16103723782168688
BASE,XGBOOST,62,0.1,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8742213011965463,0.8669573839613183,-0.007263917235228012,0.001890359168241966,0.0032201405152224825,0.0013297813469805165,0.22117202268431002,0.11533957845433256,-0.10583244422997747
BASE,XGBOOST,62,0.1,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8742213011965463,0.8084818929786752,-0.06573940821787105,0.001890359168241966,0.0037756202804746495,0.0018852611122326835,0.22117202268431002,0.06040992448759439,-0.16076209819671564
BASE,XGBOOST,62,0.1,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8742213011965463,0.8745946672473406,0.0003733660507942993,0.005671077504725898,0.00725,0.001578922495274102,0.3657844990548204,0.2315,-0.1342844990548204
BASE,XGBOOST,62,0.1,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8742213011965463,0.8205223580859157,-0.053698943110630615,0.005671077504725898,0.01088646967340591,0.005215392168680012,0.3657844990548204,0.13789528252980818,-0.22788921652501223
BASE,XGBOOST,62,0.1,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8742213011965463,0.8669573839613183,-0.007263917235228012,0.005671077504725898,0.007903981264637002,0.002232903759911104,0.3657844990548204,0.22745901639344263,-0.13832548266137779
BASE,XGBOOST,62,0.1,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8742213011965463,0.8084818929786752,-0.06573940821787105,0.005671077504725898,0.010787486515641856,0.005116409010915958,0.3657844990548204,0.13214670981661272,-0.2336377892382077
BASE,XGBOOST,62,0.1,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8742213011965463,0.8745946672473406,0.0003733660507942993,0.0330812854442344,0.025,-0.0080812854442344,0.4678638941398866,0.41375,-0.0541138941398866
BASE,XGBOOST,62,0.1,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8742213011965463,0.8205223580859157,-0.053698943110630615,0.0330812854442344,0.03732503888024884,0.004243753436014436,0.4678638941398866,0.3146708138932089,-0.15319308024667772
BASE,XGBOOST,62,0.1,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8742213011965463,0.8669573839613183,-0.007263917235228012,0.0330812854442344,0.027517564402810304,-0.005563721041424097,0.4678638941398866,0.406615925058548,-0.061247969081338616
BASE,XGBOOST,62,0.1,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8742213011965463,0.8084818929786752,-0.06573940821787105,0.0330812854442344,0.037756202804746494,0.004674917360512093,0.4678638941398866,0.2918015102481122,-0.17606238389177442
BASE,XGBOOST,62,0.25,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9038259759270337,0.9185938713307445,0.014767895403710818,0.003780718336483932,0.00325,-0.0005307183364839322,0.29584120982986767,0.3045,0.008658790170132324
BASE,XGBOOST,62,0.25,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9038259759270337,0.8846979755026226,-0.019128000424411096,0.003780718336483932,0.004665629860031105,0.0008849115235471726,0.29584120982986767,0.19388284085018145,-0.10195836897968621
BASE,XGBOOST,62,0.25,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9038259759270337,0.911678703349172,0.007852727422138273,0.003780718336483932,0.0038056206088992973,2.4902272415365263e-05,0.29584120982986767,0.30415690866510536,0.008315698835237695
BASE,XGBOOST,62,0.25,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9038259759270337,0.8746033024966917,-0.029222673430342017,0.003780718336483932,0.0048543689320388345,0.0010736505955549025,0.29584120982986767,0.18338727076591155,-0.11245393906395612
BASE,XGBOOST,62,0.25,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9038259759270337,0.9185938713307445,0.014767895403710818,0.011342155009451797,0.0085,-0.002842155009451796,0.40359168241965976,0.43175,0.028158317580340264
BASE,XGBOOST,62,0.25,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9038259759270337,0.8846979755026226,-0.019128000424411096,0.011342155009451797,0.012441679626749611,0.0010995246172978146,0.40359168241965976,0.33955417314670816,-0.0640375092729516
BASE,XGBOOST,62,0.25,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9038259759270337,0.911678703349172,0.007852727422138273,0.011342155009451797,0.009953161592505855,-0.0013889934169459411,0.40359168241965976,0.4253512880562061,0.02175960563654633
BASE,XGBOOST,62,0.25,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9038259759270337,0.8746033024966917,-0.029222673430342017,0.011342155009451797,0.012944983818770227,0.0016028288093184306,0.40359168241965976,0.3209277238403452,-0.08266395857931458
BASE,XGBOOST,62,0.25,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9038259759270337,0.9185938713307445,0.014767895403710818,0.01890359168241966,0.02075,0.0018464083175803413,0.498109640831758,0.552,0.05389035916824203
BASE,XGBOOST,62,0.25,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9038259759270337,0.8846979755026226,-0.019128000424411096,0.01890359168241966,0.029548989113530325,0.010645397431110665,0.498109640831758,0.48055987558320373,-0.017549765248554283
BASE,XGBOOST,62,0.25,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9038259759270337,0.911678703349172,0.007852727422138273,0.01890359168241966,0.023126463700234193,0.004222872017814534,0.498109640831758,0.5401053864168618,0.04199574558510377
BASE,XGBOOST,62,0.25,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9038259759270337,0.8746033024966917,-0.029222673430342017,0.01890359168241966,0.02912621359223301,0.01022262190981335,0.498109640831758,0.45037756202804746,-0.047732078803710554
BASE,XGBOOST,62,1.0,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9304936457536666,0.9439454823909516,0.013451836637284997,0.003780718336483932,0.00275,-0.0010307183364839322,0.42627599243856334,0.3875,-0.038775992438563334
BASE,XGBOOST,62,1.0,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9304936457536666,0.918630512238359,-0.011863133515307545,0.003780718336483932,0.0036288232244686366,-0.00015189511201529546,0.42627599243856334,0.28615863141524106,-0.14011736102332228
BASE,XGBOOST,62,1.0,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9304936457536666,0.9379855713501095,0.007491925596442961,0.003780718336483932,0.002927400468384075,-0.0008533178680998569,0.42627599243856334,0.37177985948477754,-0.0544961329537858
BASE,XGBOOST,62,1.0,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9304936457536666,0.9108628087132487,-0.019630837040417903,0.003780718336483932,0.003236245954692557,-0.0005444723817913753,0.42627599243856334,0.2551240560949299,-0.17115193634363346
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9304936457536666,0.9439454823909516,0.013451836637284997,0.00945179584120983,0.0085,-0.0009517958412098293,0.4943289224952741,0.47875,-0.015578922495274095
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9304936457536666,0.918630512238359,-0.011863133515307545,0.00945179584120983,0.012960082944530845,0.0035082871033210155,0.4943289224952741,0.3867288750648004,-0.10760004743047369
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9304936457536666,0.9379855713501095,0.007491925596442961,0.00945179584120983,0.009074941451990632,-0.0003768543892191979,0.4943289224952741,0.4587236533957845,-0.03560526909948958
BASE,XGBOOST,62,1.0,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9304936457536666,0.9108628087132487,-0.019630837040417903,0.00945179584120983,0.011866235167206042,0.002414439325996212,0.4943289224952741,0.35382955771305286,-0.14049936478222125
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9304936457536666,0.9439454823909516,0.013451836637284997,0.021739130434782608,0.016,-0.005739130434782608,0.5510396975425331,0.56725,0.016210302457466907
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9304936457536666,0.918630512238359,-0.011863133515307545,0.021739130434782608,0.02332814930015552,0.0015890188653729133,0.5510396975425331,0.49922239502332816,-0.051817302519204966
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9304936457536666,0.9379855713501095,0.007491925596442961,0.021739130434782608,0.01756440281030445,-0.00417472762447816,0.5510396975425331,0.5456674473067916,-0.005372250235741505
BASE,XGBOOST,62,1.0,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9304936457536666,0.9108628087132487,-0.019630837040417903,0.021739130434782608,0.022653721682847898,0.0009145912480652899,0.5510396975425331,0.4622437971952535,-0.08879590034727963
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8842209291158446,0.8926100362029488,0.008389107087104164,0.003780718336483932,0.00575,0.001969281663516068,0.2504725897920605,0.119,-0.1314725897920605
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8842209291158446,0.8492352701699688,-0.0349856589458758,0.003780718336483932,0.006220839813374806,0.0024401214768908735,0.2504725897920605,0.07724209434940384,-0.17323049544265667
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8842209291158446,0.8825154662309138,-0.0017054628849307862,0.003780718336483932,0.006733021077283372,0.00295230274079944,0.2504725897920605,0.11475409836065574,-0.13571849143140474
BASE,XGBOOST,72,0.1,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8842209291158446,0.8401710716920899,-0.04404985742375467,0.003780718336483932,0.006472491909385114,0.0026917735729011815,0.2504725897920605,0.08468176914778856,-0.16579082064427192
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8842209291158446,0.8926100362029488,0.008389107087104164,0.012287334593572778,0.0095,-0.0027873345935727784,0.3005671077504726,0.1965,-0.10406710775047257
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8842209291158446,0.8492352701699688,-0.0349856589458758,0.012287334593572778,0.011404872991187144,-0.0008824616023856337,0.3005671077504726,0.13011923276308968,-0.1704478749873829
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8842209291158446,0.8825154662309138,-0.0017054628849307862,0.012287334593572778,0.011124121779859485,-0.0011632128137132932,0.3005671077504726,0.1873536299765808,-0.11321347777389176
BASE,XGBOOST,72,0.1,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8842209291158446,0.8401710716920899,-0.04404985742375467,0.012287334593572778,0.011866235167206042,-0.0004210994263667365,0.3005671077504726,0.1343042071197411,-0.16626290063073149
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8842209291158446,0.8926100362029488,0.008389107087104164,0.0330812854442344,0.0235,-0.009581285444234401,0.391304347826087,0.3615,-0.029804347826086985
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8842209291158446,0.8492352701699688,-0.0349856589458758,0.0330812854442344,0.03006739243131156,-0.00301389301292284,0.391304347826087,0.27682737169517885,-0.11447697613090813
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8842209291158446,0.8825154662309138,-0.0017054628849307862,0.0330812854442344,0.02459016393442623,-0.008491121509808172,0.391304347826087,0.3518735362997658,-0.03943081152632116
BASE,XGBOOST,72,0.1,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8842209291158446,0.8401710716920899,-0.04404985742375467,0.0330812854442344,0.0296655879180151,-0.0034156975262192996,0.391304347826087,0.2680690399137001,-0.12323530791238685
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9069661263381732,0.9201493909109851,0.013183264572811937,0.004725897920604915,0.003,-0.0017258979206049149,0.2996219281663516,0.21375,-0.08587192816635159
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9069661263381732,0.8798253907739193,-0.027140735564253893,0.004725897920604915,0.0036288232244686366,-0.0010970746961362784,0.2996219281663516,0.11612234318299637,-0.18349958498335522
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9069661263381732,0.9123696786644295,0.005403552326256333,0.004725897920604915,0.00351288056206089,-0.001213017358544025,0.2996219281663516,0.21165105386416863,-0.08797087430218295
BASE,XGBOOST,72,0.25,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9069661263381732,0.8707785635239498,-0.03618756281422342,0.004725897920604915,0.0037756202804746495,-0.0009502776401302654,0.2996219281663516,0.1186623516720604,-0.18095957649429117
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9069661263381732,0.9201493909109851,0.013183264572811937,0.004725897920604915,0.00375,-0.0009758979206049151,0.3270321361058601,0.25375,-0.07328213610586015
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9069661263381732,0.8798253907739193,-0.027140735564253893,0.004725897920604915,0.004665629860031105,-6.026806057381033e-05,0.3270321361058601,0.1472265422498704,-0.17980559385598974
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9069661263381732,0.9123696786644295,0.005403552326256333,0.004725897920604915,0.004391100702576112,-0.00033479721802880287,0.3270321361058601,0.251463700234192,-0.07556843587166812
BASE,XGBOOST,72,0.25,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9069661263381732,0.8707785635239498,-0.03618756281422342,0.004725897920604915,0.0048543689320388345,0.00012847101143391958,0.3270321361058601,0.14563106796116504,-0.1814010681446951
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9069661263381732,0.9201493909109851,0.013183264572811937,0.01890359168241966,0.01925,0.00034640831758033994,0.4621928166351607,0.46275,0.0005571833648392865
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9069661263381732,0.8798253907739193,-0.027140735564253893,0.01890359168241966,0.029030585795749093,0.010126994113329433,0.4621928166351607,0.37221358216692585,-0.08997923446823486
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9069661263381732,0.9123696786644295,0.005403552326256333,0.01890359168241966,0.021955503512880562,0.0030519118304609023,0.4621928166351607,0.45169789227166274,-0.01049492436349797
BASE,XGBOOST,72,0.25,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9069661263381732,0.8707785635239498,-0.03618756281422342,0.01890359168241966,0.0296655879180151,0.010761996235595442,0.4621928166351607,0.3505933117583603,-0.11159950487680043
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9304703817324338,0.9453749255893922,0.014904543856958385,0.001890359168241966,0.00275,0.0008596408317580338,0.42438563327032136,0.38775,-0.03663563327032138
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9304703817324338,0.9199436676020775,-0.01052671413035633,0.001890359168241966,0.0036288232244686366,0.0017384640562266706,0.42438563327032136,0.288232244686366,-0.13615338858395537
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9304703817324338,0.9396827179748242,0.009212336242390373,0.001890359168241966,0.002927400468384075,0.0010370413001421091,0.42438563327032136,0.3744145199063232,-0.049971113363998176
BASE,XGBOOST,72,1.0,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9304703817324338,0.9124643096248397,-0.018006072107594084,0.001890359168241966,0.003236245954692557,0.0013458867864505908,0.42438563327032136,0.25674217907227614,-0.16764345419804522
BASE,XGBOOST,72,1.0,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9304703817324338,0.9453749255893922,0.014904543856958385,0.008506616257088847,0.00625,-0.0022566162570888462,0.4943289224952741,0.49025,-0.004078922495274084
BASE,XGBOOST,72,1.0,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9304703817324338,0.9199436676020775,-0.01052671413035633,0.008506616257088847,0.00933125972006221,0.0008246434629733627,0.4943289224952741,0.401244167962675,-0.09308475453259912
BASE,XGBOOST,72,1.0,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9304703817324338,0.9396827179748242,0.009212336242390373,0.008506616257088847,0.006733021077283372,-0.0017735951798054745,0.4943289224952741,0.4724824355971897,-0.021846486898084383
