model,seed,target_fpr,comparison,iid_n,ood_n,iid_prevalence,ood_prevalence,iid_ap,ood_ap,ap_delta_ood_minus_iid,iid_empirical_fpr,ood_empirical_fpr,empirical_fpr_delta,iid_recall,ood_recall,recall_delta
BASE_EMB_MLP,72,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9217646240426969,0.9353758454933137,0.013611221450616773,0.010396975425330813,0.010831381733021077,0.0004344063076902639,0.4603024574669187,0.4929742388758782,0.03267178140895949
BASE_EMB_MLP,72,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9217646240426969,0.9041990061073157,-0.01756561793538114,0.010396975425330813,0.01564185544768069,0.0052448800223498775,0.4603024574669187,0.4223300970873786,-0.037972360379540104
BASE_EMB_MLP,72,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9217646240426969,0.9404459686642013,0.018681344621504392,0.023629489603024575,0.0215,-0.0021294896030245765,0.5671077504725898,0.61175,0.04464224952741025
BASE_EMB_MLP,72,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9217646240426969,0.9119091733156228,-0.009855450727074055,0.023629489603024575,0.03162260238465526,0.007993112781630684,0.5671077504725898,0.5536547433903577,-0.013453007082232071
BASE_EMB_MLP,72,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9217646240426969,0.9353758454933137,0.013611221450616773,0.023629489603024575,0.0234192037470726,-0.00021028585595197352,0.5671077504725898,0.5957259953161592,0.02861824484356945
BASE_EMB_MLP,72,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9217646240426969,0.9041990061073157,-0.01756561793538114,0.023629489603024575,0.030744336569579287,0.007114846966554712,0.5671077504725898,0.5221143473570659,-0.04499340311552391
BASE_EMB_MLP,82,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9149574610263718,0.9306372930089575,0.015679831982585712,0.007561436672967864,0.00575,-0.0018114366729678642,0.31852551984877125,0.37125,0.05272448015122877
BASE_EMB_MLP,82,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9149574610263718,0.9096843049602445,-0.005273156066127216,0.007561436672967864,0.0036288232244686366,-0.003932613448499227,0.31852551984877125,0.28512182477967857,-0.03340369506909269
BASE_EMB_MLP,82,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9149574610263718,0.9273579242276084,0.012400463201236667,0.007561436672967864,0.00468384074941452,-0.002877595923553344,0.31852551984877125,0.3644613583138173,0.045935838465046064
BASE_EMB_MLP,82,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9149574610263718,0.9007544119564976,-0.01420304906987413,0.007561436672967864,0.0037756202804746495,-0.0037858163924932146,0.31852551984877125,0.26483279395900755,-0.053692725889763704
BASE_EMB_MLP,82,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9149574610263718,0.9306372930089575,0.015679831982585712,0.010396975425330813,0.0095,-0.0008969754253308135,0.3695652173913043,0.454,0.08443478260869569
BASE_EMB_MLP,82,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9149574610263718,0.9096843049602445,-0.005273156066127216,0.010396975425330813,0.006220839813374806,-0.004176135611956008,0.3695652173913043,0.37532400207361327,0.005758784682308948
BASE_EMB_MLP,82,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9149574610263718,0.9273579242276084,0.012400463201236667,0.010396975425330813,0.007611241217798595,-0.0027857342075322186,0.3695652173913043,0.44437939110070257,0.07481417370939825
BASE_EMB_MLP,82,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9149574610263718,0.9007544119564976,-0.01420304906987413,0.010396975425330813,0.006472491909385114,-0.0039244835159457,0.3695652173913043,0.3592233009708738,-0.01034191642043053
BASE_EMB_MLP,82,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9149574610263718,0.9306372930089575,0.015679831982585712,0.027410207939508508,0.02175,-0.00566020793950851,0.5170132325141777,0.574,0.05698676748582221
BASE_EMB_MLP,82,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9149574610263718,0.9096843049602445,-0.005273156066127216,0.027410207939508508,0.021254536029030584,-0.006155671910477924,0.5170132325141777,0.49922239502332816,-0.017790837490849587
BASE_EMB_MLP,82,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9149574610263718,0.9273579242276084,0.012400463201236667,0.027410207939508508,0.018442622950819672,-0.008967584988688836,0.5170132325141777,0.5535714285714286,0.03655819605725086
BASE_EMB_MLP,82,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9149574610263718,0.9007544119564976,-0.01420304906987413,0.027410207939508508,0.020496224379719527,-0.006913983559788981,0.5170132325141777,0.46817691477885653,-0.04883631773532121
CONTRASTIVE_EMB_MLP,42,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8707872879727342,0.8902414883062039,0.019454200333469673,0.007561436672967864,0.00625,-0.0013114366729678638,0.17107750472589792,0.22225,0.05117249527410209
CONTRASTIVE_EMB_MLP,42,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8707872879727342,0.8586762471060783,-0.012111040866655931,0.007561436672967864,0.007257646448937273,-0.0003037902240305909,0.17107750472589792,0.168481078278901,-0.0025964264469969245
CONTRASTIVE_EMB_MLP,42,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8707872879727342,0.8891847796678004,0.018397491695066215,0.007561436672967864,0.006147540983606557,-0.0014138956893613068,0.17107750472589792,0.2259953161592506,0.05491781143335267
CONTRASTIVE_EMB_MLP,42,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8707872879727342,0.8524460777896993,-0.018341210183034917,0.007561436672967864,0.007011866235167206,-0.0005495704378006578,0.17107750472589792,0.16181229773462782,-0.009265206991270092
CONTRASTIVE_EMB_MLP,42,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8707872879727342,0.8902414883062039,0.019454200333469673,0.014177693761814745,0.0105,-0.003677693761814744,0.24669187145557656,0.3115,0.06480812854442344
CONTRASTIVE_EMB_MLP,42,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8707872879727342,0.8586762471060783,-0.012111040866655931,0.014177693761814745,0.01088646967340591,-0.0032912240884088347,0.24669187145557656,0.24261275272161742,-0.004079118733959136
CONTRASTIVE_EMB_MLP,42,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8707872879727342,0.8891847796678004,0.018397491695066215,0.014177693761814745,0.010245901639344262,-0.003931792122470483,0.24669187145557656,0.31030444964871196,0.0636125781931354
CONTRASTIVE_EMB_MLP,42,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8707872879727342,0.8524460777896993,-0.018341210183034917,0.014177693761814745,0.010787486515641856,-0.0033902072461728886,0.24669187145557656,0.24002157497303128,-0.006670296482545274
CONTRASTIVE_EMB_MLP,42,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8707872879727342,0.8902414883062039,0.019454200333469673,0.020793950850661626,0.01625,-0.004543950850661626,0.31285444234404536,0.38,0.06714555765595465
CONTRASTIVE_EMB_MLP,42,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8707872879727342,0.8586762471060783,-0.012111040866655931,0.020793950850661626,0.01762571280456195,-0.0031682380460996765,0.31285444234404536,0.30896837739761535,-0.0038860649464300123
CONTRASTIVE_EMB_MLP,42,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8707872879727342,0.8891847796678004,0.018397491695066215,0.020793950850661626,0.01522248243559719,-0.005571468415064437,0.31285444234404536,0.3793911007025761,0.06653665835853073
CONTRASTIVE_EMB_MLP,42,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8707872879727342,0.8524460777896993,-0.018341210183034917,0.020793950850661626,0.016720604099244876,-0.00407334675141675,0.31285444234404536,0.3058252427184466,-0.007029199625598781
CONTRASTIVE_EMB_MLP,52,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8716183188662708,0.8816295857921419,0.010011266925871065,0.011342155009451797,0.0075,-0.003842155009451797,0.2448015122873346,0.2975,0.05269848771266539
CONTRASTIVE_EMB_MLP,52,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8716183188662708,0.8479003469964791,-0.023717971869791743,0.011342155009451797,0.008812856402280975,-0.0025292986071708216,0.2448015122873346,0.20373250388802489,-0.041069008399309714
CONTRASTIVE_EMB_MLP,52,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8716183188662708,0.8822411408842583,0.010622822017987477,0.011342155009451797,0.007318501170960188,-0.004023653838491609,0.2448015122873346,0.2994730679156909,0.054671555628356294
CONTRASTIVE_EMB_MLP,52,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8716183188662708,0.8397159770783035,-0.03190234178796736,0.011342155009451797,0.009169363538295576,-0.0021727914711562202,0.2448015122873346,0.19848975188781015,-0.04631176039952445
CONTRASTIVE_EMB_MLP,52,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8716183188662708,0.8816295857921419,0.010011266925871065,0.017013232514177693,0.01075,-0.006263232514177694,0.28166351606805295,0.34125,0.05958648393194704
CONTRASTIVE_EMB_MLP,52,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8716183188662708,0.8479003469964791,-0.023717971869791743,0.017013232514177693,0.012441679626749611,-0.004571552887428082,0.28166351606805295,0.24572317262830481,-0.03594034343974814
CONTRASTIVE_EMB_MLP,52,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8716183188662708,0.8822411408842583,0.010622822017987477,0.017013232514177693,0.00936768149882904,-0.007645551015348653,0.28166351606805295,0.33782201405152223,0.05615849798346928
CONTRASTIVE_EMB_MLP,52,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8716183188662708,0.8397159770783035,-0.03190234178796736,0.017013232514177693,0.011866235167206042,-0.0051469973469716514,0.28166351606805295,0.23624595469255663,-0.045417561375496324
CONTRASTIVE_EMB_MLP,52,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8716183188662708,0.8816295857921419,0.010011266925871065,0.030245746691871456,0.021,-0.009245746691871455,0.39792060491493386,0.43775,0.03982939508506611
CONTRASTIVE_EMB_MLP,52,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8716183188662708,0.8479003469964791,-0.023717971869791743,0.030245746691871456,0.02177293934681182,-0.008472807345059636,0.39792060491493386,0.3431829963711768,-0.05473760854375709
CONTRASTIVE_EMB_MLP,52,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8716183188662708,0.8822411408842583,0.010622822017987477,0.030245746691871456,0.01873536299765808,-0.011510383694213377,0.39792060491493386,0.4244730679156909,0.02655246300075703
CONTRASTIVE_EMB_MLP,52,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8716183188662708,0.8397159770783035,-0.03190234178796736,0.030245746691871456,0.021035598705501618,-0.009210147986369838,0.39792060491493386,0.32416396979503775,-0.07375663511989611
CONTRASTIVE_EMB_MLP,62,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8585153305815928,0.8680854852064264,0.009570154624833571,0.014177693761814745,0.0065,-0.007677693761814745,0.2107750472589792,0.2615,0.05072495274102082
CONTRASTIVE_EMB_MLP,62,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8585153305815928,0.8339482999008877,-0.024567030680705093,0.014177693761814745,0.005702436495593572,-0.008475257266221174,0.2107750472589792,0.1964748574390876,-0.01430018981989159
CONTRASTIVE_EMB_MLP,62,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8585153305815928,0.8678809869513178,0.009365656369724973,0.014177693761814745,0.0055620608899297425,-0.008615632871885003,0.2107750472589792,0.2681498829039813,0.05737483564500209
CONTRASTIVE_EMB_MLP,62,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8585153305815928,0.8252236895640325,-0.033291641017560325,0.014177693761814745,0.005393743257820928,-0.008783950503993818,0.2107750472589792,0.20550161812297735,-0.005273429136001845
CONTRASTIVE_EMB_MLP,62,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8585153305815928,0.8680854852064264,0.009570154624833571,0.01606805293005671,0.007,-0.009068052930056712,0.23534971644612476,0.289,0.053650283553875217
CONTRASTIVE_EMB_MLP,62,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8585153305815928,0.8339482999008877,-0.024567030680705093,0.01606805293005671,0.006220839813374806,-0.009847213116681906,0.23534971644612476,0.2130637636080871,-0.022285952838037665
CONTRASTIVE_EMB_MLP,62,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8585153305815928,0.8678809869513178,0.009365656369724973,0.01606805293005671,0.00585480093676815,-0.010213251993288562,0.23534971644612476,0.2953747072599532,0.06002499081382842
CONTRASTIVE_EMB_MLP,62,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8585153305815928,0.8252236895640325,-0.033291641017560325,0.01606805293005671,0.005933117583603021,-0.01013493534645369,0.23534971644612476,0.2243797195253506,-0.010969996920774161
CONTRASTIVE_EMB_MLP,62,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8585153305815928,0.8680854852064264,0.009570154624833571,0.036862003780718335,0.0215,-0.015362003780718336,0.41871455576559546,0.43775,0.01903544423440451
CONTRASTIVE_EMB_MLP,62,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8585153305815928,0.8339482999008877,-0.024567030680705093,0.036862003780718335,0.022291342664593053,-0.014570661116125282,0.41871455576559546,0.35510627268014516,-0.0636082830854503
CONTRASTIVE_EMB_MLP,62,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8585153305815928,0.8678809869513178,0.009365656369724973,0.036862003780718335,0.019028103044496487,-0.017833900736221847,0.41871455576559546,0.4332552693208431,0.014540713555247609
CONTRASTIVE_EMB_MLP,62,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8585153305815928,0.8252236895640325,-0.033291641017560325,0.036862003780718335,0.021574973031283712,-0.015287030749434622,0.41871455576559546,0.35005393743257823,-0.06866061833301723
CONTRASTIVE_EMB_MLP,72,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8560812918689858,0.8683847932890226,0.012303501420036778,0.006616257088846881,0.0035,-0.0031162570888468807,0.12948960302457466,0.1045,-0.02498960302457466
CONTRASTIVE_EMB_MLP,72,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8560812918689858,0.8308823628551516,-0.025198929013834248,0.006616257088846881,0.005702436495593572,-0.0009138205932533085,0.12948960302457466,0.06998444790046657,-0.05950515512410809
CONTRASTIVE_EMB_MLP,72,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8560812918689858,0.8702607291626663,0.01417943729368043,0.006616257088846881,0.00351288056206089,-0.003103376526785991,0.12948960302457466,0.09982435597189696,-0.0296652470526777
CONTRASTIVE_EMB_MLP,72,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8560812918689858,0.8237199104803565,-0.03236138138862932,0.006616257088846881,0.005393743257820928,-0.0012225138310259526,0.12948960302457466,0.059870550161812294,-0.06961905286276236
CONTRASTIVE_EMB_MLP,72,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8560812918689858,0.8683847932890226,0.012303501420036778,0.017958412098298678,0.01125,-0.006708412098298679,0.26937618147448017,0.2625,-0.006876181474480159
CONTRASTIVE_EMB_MLP,72,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8560812918689858,0.8308823628551516,-0.025198929013834248,0.017958412098298678,0.01347848626231208,-0.004479925835986599,0.26937618147448017,0.1824779678589943,-0.08689821361548586
CONTRASTIVE_EMB_MLP,72,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8560812918689858,0.8702607291626663,0.01417943729368043,0.017958412098298678,0.009074941451990632,-0.008883470646308046,0.26937618147448017,0.24882903981264637,-0.0205471416618338
CONTRASTIVE_EMB_MLP,72,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8560812918689858,0.8237199104803565,-0.03236138138862932,0.017958412098298678,0.012405609492988134,-0.005552802605310544,0.26937618147448017,0.16666666666666666,-0.10270951480781351
CONTRASTIVE_EMB_MLP,72,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8560812918689858,0.8683847932890226,0.012303501420036778,0.027410207939508508,0.0195,-0.007910207939508508,0.34026465028355385,0.36025,0.019985349716446166
CONTRASTIVE_EMB_MLP,72,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8560812918689858,0.8308823628551516,-0.025198929013834248,0.027410207939508508,0.022291342664593053,-0.005118865274915455,0.34026465028355385,0.2820114048729912,-0.05825324541056265
CONTRASTIVE_EMB_MLP,72,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8560812918689858,0.8702607291626663,0.01417943729368043,0.027410207939508508,0.015515222482435597,-0.011894985457072911,0.34026465028355385,0.3457259953161593,0.005461345032605425
CONTRASTIVE_EMB_MLP,72,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8560812918689858,0.8237199104803565,-0.03236138138862932,0.027410207939508508,0.019956850053937433,-0.0074533578855710755,0.34026465028355385,0.2551240560949299,-0.08514059418862396
CONTRASTIVE_EMB_MLP,82,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8633805206191119,0.8681150768639436,0.004734556244831767,0.007561436672967864,0.006,-0.001561436672967864,0.18052930056710775,0.23975,0.05922069943289224
CONTRASTIVE_EMB_MLP,82,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8633805206191119,0.8371085917636363,-0.02627192885547558,0.007561436672967864,0.005702436495593572,-0.0018590001773742919,0.18052930056710775,0.1472265422498704,-0.03330275831723736
CONTRASTIVE_EMB_MLP,82,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8633805206191119,0.8709623485545449,0.00758182793543305,0.007561436672967864,0.005269320843091335,-0.0022921158298765294,0.18052930056710775,0.24795081967213115,0.06742151910502339
CONTRASTIVE_EMB_MLP,82,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8633805206191119,0.8330919247744324,-0.030288595844679467,0.007561436672967864,0.005933117583603021,-0.0016283190893648433,0.18052930056710775,0.1499460625674218,-0.030583237999685958
CONTRASTIVE_EMB_MLP,82,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8633805206191119,0.8681150768639436,0.004734556244831767,0.012287334593572778,0.0095,-0.0027873345935727784,0.2580340264650284,0.3005,0.04246597353497161
CONTRASTIVE_EMB_MLP,82,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8633805206191119,0.8371085917636363,-0.02627192885547558,0.012287334593572778,0.007257646448937273,-0.005029688144635505,0.2580340264650284,0.19543805080352514,-0.06259597566150324
CONTRASTIVE_EMB_MLP,82,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8633805206191119,0.8709623485545449,0.00758182793543305,0.012287334593572778,0.007903981264637002,-0.004383353328935776,0.2580340264650284,0.3088407494145199,0.05080672294949151
CONTRASTIVE_EMB_MLP,82,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8633805206191119,0.8330919247744324,-0.030288595844679467,0.012287334593572778,0.007011866235167206,-0.005275468358405572,0.2580340264650284,0.20550161812297735,-0.05253240834205103
CONTRASTIVE_EMB_MLP,82,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.8633805206191119,0.8681150768639436,0.004734556244831767,0.02551984877126654,0.0215,-0.004019848771266543,0.3610586011342155,0.3835,0.0224413988657845
CONTRASTIVE_EMB_MLP,82,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.8633805206191119,0.8371085917636363,-0.02627192885547558,0.02551984877126654,0.017107309486780714,-0.008412539284485827,0.3610586011342155,0.272680145152929,-0.08837845598128652
CONTRASTIVE_EMB_MLP,82,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.8633805206191119,0.8709623485545449,0.00758182793543305,0.02551984877126654,0.018442622950819672,-0.00707722582044687,0.3610586011342155,0.3867096018735363,0.025651000739320806
CONTRASTIVE_EMB_MLP,82,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.8633805206191119,0.8330919247744324,-0.030288595844679467,0.02551984877126654,0.01564185544768069,-0.00987799332358585,0.3610586011342155,0.27885652642934194,-0.08220207470487356
DAPT_E2E,42,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9324374178305166,0.9729532006015396,0.04051578277102297,0.007561436672967864,0.00375,-0.0038114366729678642,0.5293005671077504,0.5955,0.06619943289224961
DAPT_E2E,42,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9324374178305166,0.9679273673689677,0.03548994953845108,0.007561436672967864,0.002073613271124935,-0.005487823401842929,0.5293005671077504,0.49714878175220323,-0.03215178535554719
DAPT_E2E,42,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9324374178305166,0.9732424845159304,0.04080506668541384,0.007561436672967864,0.0032201405152224825,-0.0043412961577453816,0.5293005671077504,0.5872365339578455,0.057935966850095055
DAPT_E2E,42,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9324374178305166,0.9646683956016016,0.03223097777108497,0.007561436672967864,0.002157497303128371,-0.005403939369839493,0.5293005671077504,0.47680690399137,-0.05249366311638043
DAPT_E2E,42,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9324374178305166,0.9729532006015396,0.04051578277102297,0.01606805293005671,0.0115,-0.004568052930056712,0.6332703213610587,0.722,0.08872967863894132
DAPT_E2E,42,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9324374178305166,0.9679273673689677,0.03548994953845108,0.01606805293005671,0.010368066355624676,-0.0056999865744320356,0.6332703213610587,0.6537065837221359,0.020436262361077207
DAPT_E2E,42,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9324374178305166,0.9732424845159304,0.04080506668541384,0.01606805293005671,0.009953161592505855,-0.006114891337550856,0.6332703213610587,0.7151639344262295,0.08189361306517084
DAPT_E2E,42,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9324374178305166,0.9646683956016016,0.03223097777108497,0.01606805293005671,0.009708737864077669,-0.0063593150659790425,0.6332703213610587,0.6294498381877023,-0.0038204831733563704
DAPT_E2E,42,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.9324374178305166,0.9729532006015396,0.04051578277102297,0.030245746691871456,0.022,-0.008245746691871458,0.723062381852552,0.81725,0.09418761814744803
DAPT_E2E,42,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.9324374178305166,0.9679273673689677,0.03548994953845108,0.030245746691871456,0.02592016588906169,-0.004325580802809766,0.723062381852552,0.7801969932607569,0.05713461140820486
DAPT_E2E,42,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.9324374178305166,0.9732424845159304,0.04080506668541384,0.030245746691871456,0.021662763466042154,-0.008582983225829302,0.723062381852552,0.8135245901639344,0.09046220831138241
DAPT_E2E,42,0.02,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.9324374178305166,0.9646683956016016,0.03223097777108497,0.030245746691871456,0.02535059331175836,-0.0048951533801130966,0.723062381852552,0.7556634304207119,0.03260104856815993
DAPT_E2E,52,0.005,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.913535509065912,0.9634295449271139,0.04989403586120189,0.010396975425330813,0.00825,-0.002146975425330813,0.5160680529300568,0.5005,-0.015568052930056808
DAPT_E2E,52,0.005,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.913535509065912,0.9592938550490195,0.04575834598310757,0.010396975425330813,0.00414722654224987,-0.006249748883080943,0.5160680529300568,0.3820632452047693,-0.13400480772528744
DAPT_E2E,52,0.005,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.913535509065912,0.9630695343883391,0.04953402532242712,0.010396975425330813,0.008489461358313818,-0.0019075140670169952,0.5160680529300568,0.507903981264637,-0.00816407166541977
DAPT_E2E,52,0.005,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.913535509065912,0.9568682762546215,0.04333276718870949,0.010396975425330813,0.004314994606256742,-0.0060819808190740714,0.5160680529300568,0.3926645091693635,-0.12340354376069324
DAPT_E2E,52,0.01,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.913535509065912,0.9634295449271139,0.04989403586120189,0.01984877126654064,0.01775,-0.002098771266540643,0.6238185255198487,0.662,0.0381814744801513
DAPT_E2E,52,0.01,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.913535509065912,0.9592938550490195,0.04575834598310757,0.01984877126654064,0.010368066355624676,-0.009480704910915965,0.6238185255198487,0.5775012960082945,-0.04631722951155426
DAPT_E2E,52,0.01,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.913535509065912,0.9630695343883391,0.04953402532242712,0.01984877126654064,0.01522248243559719,-0.004626288830943452,0.6238185255198487,0.6525175644028103,0.028699038882961547
DAPT_E2E,52,0.01,IID_BALANCED->DOMAIN_TEMPLATE_OOD,2116,3708,0.5,0.5,0.913535509065912,0.9568682762546215,0.04333276718870949,0.01984877126654064,0.009708737864077669,-0.010140033402462972,0.6238185255198487,0.5604099244875944,-0.06340860103225432
DAPT_E2E,52,0.02,IID_BALANCED->TEMPORAL,2116,8000,0.5,0.5,0.913535509065912,0.9634295449271139,0.04989403586120189,0.024574669187145556,0.02575,0.0011753308128544422,0.668241965973535,0.7495,0.08125803402646503
DAPT_E2E,52,0.02,IID_BALANCED->DOMAIN_OOD,2116,3858,0.5,0.5,0.913535509065912,0.9592938550490195,0.04575834598310757,0.024574669187145556,0.01918092275790565,-0.005393746429239905,0.668241965973535,0.687402799377916,0.019160833404381017
DAPT_E2E,52,0.02,IID_BALANCED->TEMPLATE_OOD,2116,6832,0.5,0.5,0.913535509065912,0.9630695343883391,0.04953402532242712,0.024574669187145556,0.021662763466042154,-0.002911905721103402,0.668241965973535,0.7418032786885246,0.07356131271498956
