representation,classifier,seed,label_budget,n_train,scenario,n_test,target_fpr,threshold,calibration_empirical_fpr,calibration_recall,fit_seconds,average_precision,roc_auc,precision,recall,f1,empirical_fpr,tp,fp,tn,fn,prevalence_phish
DAPT,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.9162178039550782,0.01990632318501171,0.5275938189845475,3.6564124690003155,0.8973448272398755,0.8980766403810116,0.9469790382244143,0.39813374805598756,0.5605839416058395,0.022291342664593053,768,43,1886,1161,0.5
DAPT,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.9162178039550782,0.01990632318501171,0.5275938189845475,3.6564124690003155,0.9214239201167851,0.9171061909378103,0.96415770609319,0.4724824355971897,0.6341846758349705,0.01756440281030445,1614,60,3356,1802,0.5
DAPT,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9162178039550782,0.01990632318501171,0.5275938189845475,3.6564124690003155,0.8846748125109842,0.8859070565522634,0.9422283356258597,0.36947141316073356,0.5308020147229756,0.022653721682847898,685,42,1812,1169,0.5
DAPT,MLP,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.8516855034330265,0.9007902896432409,0.9502762430939227,0.32514177693761814,0.48450704225352115,0.009031610637230306,344,18,1975,714,0.3467715503113733
DAPT,MLP,42,0.25,1000,IID_BALANCED,2116,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9031099608918588,0.8979107779060251,0.9690140845070423,0.32514177693761814,0.4869072894550602,0.010396975425330813,344,11,1047,714,0.5
DAPT,MLP,42,0.25,1000,TEMPORAL,8000,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9337253208821631,0.9292800625,0.985239852398524,0.4005,0.5694987557767508,0.006,1602,24,3976,2398,0.5
DAPT,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9015195446682549,0.9004426449480132,0.9716814159292035,0.2846034214618974,0.44025661587810744,0.00829445308449974,549,16,1913,1380,0.5
DAPT,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.9266647436538664,0.9218266670414471,0.9828741623231572,0.3864168618266979,0.5547383904181551,0.006733021077283372,1320,23,3393,2096,0.5
DAPT,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9433161020278932,0.00468384074941452,0.34216335540838855,0.48606709400064574,0.8903806586209242,0.8890689712554797,0.9690522243713733,0.2702265372168285,0.42260649514972587,0.008629989212513484,501,16,1838,1353,0.5
DAPT,MLP,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.8516855034330265,0.9007902896432409,0.9302884615384616,0.3657844990548204,0.5251017639077341,0.014550928248871048,387,29,1964,671,0.3467715503113733
DAPT,MLP,42,0.25,1000,IID_BALANCED,2116,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9031099608918588,0.8979107779060251,0.9602977667493796,0.3657844990548204,0.5297741273100616,0.015122873345935728,387,16,1042,671,0.5
DAPT,MLP,42,0.25,1000,TEMPORAL,8000,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9337253208821631,0.9292800625,0.9814004376367614,0.4485,0.6156485929993136,0.0085,1794,34,3966,2206,0.5
DAPT,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9015195446682549,0.9004426449480132,0.9685157421289355,0.33488854328667705,0.49768875192604006,0.01088646967340591,646,21,1908,1283,0.5
DAPT,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.9266647436538664,0.9218266670414471,0.9780585106382979,0.43062060889929743,0.5979674796747968,0.009660421545667448,1471,33,3383,1945,0.5
DAPT,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9192200303077699,0.00936768149882904,0.3841059602649007,0.48606709400064574,0.8903806586209242,0.8890689712554797,0.9650582362728786,0.31283710895361383,0.4725050916496945,0.011326860841423949,580,21,1833,1274,0.5
DAPT,MLP,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.8516855034330265,0.9007902896432409,0.9115646258503401,0.5066162570888468,0.6512758201701093,0.02609131961866533,536,52,1941,522,0.3467715503113733
DAPT,MLP,42,0.25,1000,IID_BALANCED,2116,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9031099608918588,0.8979107779060251,0.9403508771929825,0.5066162570888468,0.6584766584766585,0.03213610586011342,536,34,1024,522,0.5
DAPT,MLP,42,0.25,1000,TEMPORAL,8000,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9337253208821631,0.9292800625,0.9691304347826087,0.55725,0.7076190476190476,0.01775,2229,71,3929,1771,0.5
DAPT,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9015195446682549,0.9004426449480132,0.9518072289156626,0.45049248315189216,0.6115411681914145,0.02280974598237429,869,44,1885,1060,0.5
DAPT,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.9266647436538664,0.9218266670414471,0.9646437994722955,0.5351288056206089,0.6883826021464884,0.019613583138173303,1828,67,3349,1588,0.5
DAPT,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.8286707997322084,0.01990632318501171,0.5143487858719646,0.48606709400064574,0.8903806586209242,0.8890689712554797,0.947239263803681,0.41639697950377563,0.5784938179093293,0.02319309600862999,772,43,1811,1082,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.9978094214877402,0.00468384074941452,0.09492273730684327,0.20658800900037022,0.7916962040312597,0.8661885597701597,0.9624060150375939,0.12098298676748583,0.21494542401343408,0.002508780732563974,128,5,1988,930,0.3467715503113733
CONTRASTIVE,LOGREG,42,0.25,1000,IID_BALANCED,2116,0.005,0.9978094214877402,0.00468384074941452,0.09492273730684327,0.20658800900037022,0.8673941211969283,0.8660587619398158,0.9696969696969697,0.12098298676748583,0.21512605042016808,0.003780718336483932,128,4,1054,930,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPORAL,8000,0.005,0.9978094214877402,0.00468384074941452,0.09492273730684327,0.20658800900037022,0.8790239872030081,0.8751383125,0.985655737704918,0.12025,0.214349376114082,0.00175,481,7,3993,3519,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.9978094214877402,0.00468384074941452,0.09492273730684327,0.20658800900037022,0.8494756824506255,0.8450296570233975,0.9831460674157303,0.09072058061171591,0.16611295681063123,0.0015552099533437014,175,3,1926,1754,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9978094214877402,0.00468384074941452,0.09492273730684327,0.20658800900037022,0.8775711361146558,0.8731789443807624,0.9875,0.11563231850117096,0.2070230607966457,0.0014637002341920376,395,5,3411,3021,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9978094214877402,0.00468384074941452,0.09492273730684327,0.20658800900037022,0.843040450503255,0.8377341507152674,0.9805194805194806,0.081445523193096,0.150398406374502,0.0016181229773462784,151,3,1851,1703,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9937848565775482,0.00936768149882904,0.18322295805739514,0.20658800900037022,0.7916962040312597,0.8661885597701597,0.9464285714285714,0.2003780718336484,0.33073322932917315,0.006021073758153537,212,12,1981,846,0.3467715503113733
CONTRASTIVE,LOGREG,42,0.25,1000,IID_BALANCED,2116,0.01,0.9937848565775482,0.00936768149882904,0.18322295805739514,0.20658800900037022,0.8673941211969283,0.8660587619398158,0.9636363636363636,0.2003780718336484,0.3317683881064163,0.007561436672967864,212,8,1050,846,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPORAL,8000,0.01,0.9937848565775482,0.00936768149882904,0.18322295805739514,0.20658800900037022,0.8790239872030081,0.8751383125,0.972520908004779,0.2035,0.33657225553028736,0.00575,814,23,3977,3186,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9937848565775482,0.00936768149882904,0.18322295805739514,0.20658800900037022,0.8494756824506255,0.8450296570233975,0.9748427672955975,0.1607050285121825,0.27592345349354697,0.00414722654224987,310,8,1921,1619,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9937848565775482,0.00936768149882904,0.18322295805739514,0.20658800900037022,0.8775711361146558,0.8731789443807624,0.972972972972973,0.20023419203747073,0.33211944646758923,0.0055620608899297425,684,19,3397,2732,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9937848565775482,0.00936768149882904,0.18322295805739514,0.20658800900037022,0.843040450503255,0.8377341507152674,0.972318339100346,0.15156418554476808,0.26224918338777414,0.004314994606256742,281,8,1846,1573,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.9577944128854757,0.01990632318501171,0.39514348785871967,0.20658800900037022,0.7916962040312597,0.8661885597701597,0.8768577494692145,0.390359168241966,0.540222367560497,0.029101856497742096,413,58,1935,645,0.3467715503113733
CONTRASTIVE,LOGREG,42,0.25,1000,IID_BALANCED,2116,0.02,0.9577944128854757,0.01990632318501171,0.39514348785871967,0.20658800900037022,0.8673941211969283,0.8660587619398158,0.9386363636363636,0.390359168241966,0.5514018691588785,0.02551984877126654,413,27,1031,645,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPORAL,8000,0.02,0.9577944128854757,0.01990632318501171,0.39514348785871967,0.20658800900037022,0.8790239872030081,0.8751383125,0.9412811387900356,0.39675,0.5582131551178333,0.02475,1587,99,3901,2413,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.9577944128854757,0.01990632318501171,0.39514348785871967,0.20658800900037022,0.8494756824506255,0.8450296570233975,0.9325681492109039,0.336962156557802,0.49504950495049505,0.02436495593571799,650,47,1882,1279,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.9577944128854757,0.01990632318501171,0.39514348785871967,0.20658800900037022,0.8775711361146558,0.8731789443807624,0.9444839857651246,0.38846604215456676,0.5505081933208877,0.022833723653395786,1327,78,3338,2089,0.5
CONTRASTIVE,LOGREG,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9577944128854757,0.01990632318501171,0.39514348785871967,0.20658800900037022,0.843040450503255,0.8377341507152674,0.9310872894333844,0.32793959007551243,0.4850418827283606,0.024271844660194174,608,45,1809,1246,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.9883656501770021,0.00468384074941452,0.1390728476821192,5.6891467670002385,0.7706134527409534,0.8555938222341521,0.9289940828402367,0.14839319470699433,0.25590872045639773,0.006021073758153537,157,12,1981,901,0.3467715503113733
CONTRASTIVE,XGBOOST,42,0.25,1000,IID_BALANCED,2116,0.005,0.9883656501770021,0.00468384074941452,0.1390728476821192,5.6891467670002385,0.84663114012523,0.8502435311480449,0.9457831325301205,0.14839319470699433,0.2565359477124183,0.008506616257088847,157,9,1049,901,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.005,0.9883656501770021,0.00468384074941452,0.1390728476821192,5.6891467670002385,0.8697488108756875,0.8595488749999999,0.9800266311584553,0.184,0.3098295095769312,0.00375,736,15,3985,3264,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.9883656501770021,0.00468384074941452,0.1390728476821192,5.6891467670002385,0.8293680109665564,0.8206977563536656,0.9629629629629629,0.10782789009849664,0.19393939393939394,0.00414722654224987,208,8,1921,1721,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9883656501770021,0.00468384074941452,0.1390728476821192,5.6891467670002385,0.8669380482052752,0.8544901575585891,0.9815100154083205,0.1864754098360656,0.3134071340713407,0.00351288056206089,637,12,3404,2779,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9883656501770021,0.00468384074941452,0.1390728476821192,5.6891467670002385,0.8217936412876471,0.8125505481602506,0.9655172413793104,0.10571736785329018,0.19056878949927078,0.0037756202804746495,196,7,1847,1658,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9841850996017457,0.00936768149882904,0.15673289183222958,5.6891467670002385,0.7706134527409534,0.8555938222341521,0.919047619047619,0.1824196597353497,0.30441640378548895,0.008529854490717512,193,17,1976,865,0.3467715503113733
CONTRASTIVE,XGBOOST,42,0.25,1000,IID_BALANCED,2116,0.01,0.9841850996017457,0.00936768149882904,0.15673289183222958,5.6891467670002385,0.84663114012523,0.8502435311480449,0.9507389162561576,0.1824196597353497,0.3061062648691515,0.00945179584120983,193,10,1048,865,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.01,0.9841850996017457,0.00936768149882904,0.15673289183222958,5.6891467670002385,0.8697488108756875,0.8595488749999999,0.9718969555035128,0.2075,0.34198599093531107,0.006,830,24,3976,3170,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9841850996017457,0.00936768149882904,0.15673289183222958,5.6891467670002385,0.8293680109665564,0.8206977563536656,0.9540229885057471,0.1290824261275272,0.2273972602739726,0.006220839813374806,249,12,1917,1680,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9841850996017457,0.00936768149882904,0.15673289183222958,5.6891467670002385,0.8669380482052752,0.8544901575585891,0.9743589743589743,0.21135831381733022,0.3473658888621602,0.0055620608899297425,722,19,3397,2694,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9841850996017457,0.00936768149882904,0.15673289183222958,5.6891467670002385,0.8217936412876471,0.8125505481602506,0.9585062240663901,0.12459546925566344,0.22052505966587113,0.005393743257820928,231,10,1844,1623,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.9596649408340455,0.01990632318501171,0.2781456953642384,5.6891467670002385,0.7706134527409534,0.8555938222341521,0.8875379939209727,0.27599243856332706,0.42105263157894735,0.018564977420973405,292,37,1956,766,0.3467715503113733
CONTRASTIVE,XGBOOST,42,0.25,1000,IID_BALANCED,2116,0.02,0.9596649408340455,0.01990632318501171,0.2781456953642384,5.6891467670002385,0.84663114012523,0.8502435311480449,0.926984126984127,0.27599243856332706,0.42534595775673706,0.021739130434782608,292,23,1035,766,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPORAL,8000,0.02,0.9596649408340455,0.01990632318501171,0.2781456953642384,5.6891467670002385,0.8697488108756875,0.8595488749999999,0.9527498063516654,0.3075,0.4649404649404649,0.01525,1230,61,3939,2770,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.9596649408340455,0.01990632318501171,0.2781456953642384,5.6891467670002385,0.8293680109665564,0.8206977563536656,0.9300847457627118,0.22757905650596164,0.36568096626405666,0.017107309486780714,439,33,1896,1490,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.9596649408340455,0.01990632318501171,0.2781456953642384,5.6891467670002385,0.8669380482052752,0.8544901575585891,0.9555757026291931,0.3085480093676815,0.4664748838238548,0.014344262295081968,1054,49,3367,2362,0.5
CONTRASTIVE,XGBOOST,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9596649408340455,0.01990632318501171,0.2781456953642384,5.6891467670002385,0.8217936412876471,0.8125505481602506,0.9310344827586207,0.21844660194174756,0.35386631716906947,0.016181229773462782,405,30,1824,1449,0.5
CONTRASTIVE,MLP,42,0.25,1000,IID_ORIGINAL,3051,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8022099344901275,0.8792337453298266,0.9378238341968912,0.17107750472589792,0.28936850519584334,0.006021073758153537,181,12,1981,877,0.3467715503113733
CONTRASTIVE,MLP,42,0.25,1000,IID_BALANCED,2116,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8707872879727342,0.8763163725115333,0.9576719576719577,0.17107750472589792,0.29029671210906177,0.007561436672967864,181,8,1050,877,0.5
CONTRASTIVE,MLP,42,0.25,1000,TEMPORAL,8000,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8902414883062039,0.883052125,0.9726477024070022,0.22225,0.36182336182336183,0.00625,889,25,3975,3111,0.5
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8586762471060783,0.8534678870778366,0.9587020648967551,0.168481078278901,0.2865961199294533,0.007257646448937273,325,14,1915,1604,0.5
CONTRASTIVE,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8891847796678004,0.8810974083936183,0.9735182849936949,0.2259953161592506,0.36683297695414585,0.006147540983606557,772,21,3395,2644,0.5
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.9917105436325074,0.00468384074941452,0.1545253863134658,0.572955679000188,0.8524460777896993,0.8442869378317268,0.9584664536741214,0.16181229773462782,0.2768804799261652,0.007011866235167206,300,13,1841,1554,0.5
CONTRASTIVE,MLP,42,0.25,1000,IID_ORIGINAL,3051,0.01,0.9808922410011293,0.00936768149882904,0.24061810154525387,0.572955679000188,0.8022099344901275,0.8792337453298266,0.9157894736842105,0.24669187145557656,0.38868205510052123,0.012042147516307075,261,24,1969,797,0.3467715503113733
CONTRASTIVE,MLP,42,0.25,1000,IID_BALANCED,2116,0.01,0.9808922410011293,0.00936768149882904,0.24061810154525387,0.572955679000188,0.8707872879727342,0.8763163725115333,0.9456521739130435,0.24669187145557656,0.391304347826087,0.014177693761814745,261,15,1043,797,0.5
CONTRASTIVE,MLP,42,0.25,1000,TEMPORAL,8000,0.01,0.9808922410011293,0.00936768149882904,0.24061810154525387,0.572955679000188,0.8902414883062039,0.883052125,0.967391304347826,0.3115,0.4712556732223903,0.0105,1246,42,3958,2754,0.5
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.01,0.9808922410011293,0.00936768149882904,0.24061810154525387,0.572955679000188,0.8586762471060783,0.8534678870778366,0.9570552147239264,0.24261275272161742,0.3870967741935484,0.01088646967340591,468,21,1908,1461,0.5
CONTRASTIVE,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.01,0.9808922410011293,0.00936768149882904,0.24061810154525387,0.572955679000188,0.8891847796678004,0.8810974083936183,0.9680365296803652,0.31030444964871196,0.4699623143427178,0.010245901639344262,1060,35,3381,2356,0.5
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9808922410011293,0.00936768149882904,0.24061810154525387,0.572955679000188,0.8524460777896993,0.8442869378317268,0.956989247311828,0.24002157497303128,0.38378611470461405,0.010787486515641856,445,20,1834,1409,0.5
CONTRASTIVE,MLP,42,0.25,1000,IID_ORIGINAL,3051,0.02,0.9657124280929567,0.01990632318501171,0.304635761589404,0.572955679000188,0.8022099344901275,0.8792337453298266,0.8945945945945946,0.31285444234404536,0.4635854341736695,0.019568489713998997,331,39,1954,727,0.3467715503113733
CONTRASTIVE,MLP,42,0.25,1000,IID_BALANCED,2116,0.02,0.9657124280929567,0.01990632318501171,0.304635761589404,0.572955679000188,0.8707872879727342,0.8763163725115333,0.9376770538243626,0.31285444234404536,0.46917080085046065,0.020793950850661626,331,22,1036,727,0.5
CONTRASTIVE,MLP,42,0.25,1000,TEMPORAL,8000,0.02,0.9657124280929567,0.01990632318501171,0.304635761589404,0.572955679000188,0.8902414883062039,0.883052125,0.9589905362776026,0.38,0.5443151298119964,0.01625,1520,65,3935,2480,0.5
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_OOD,3858,0.02,0.9657124280929567,0.01990632318501171,0.304635761589404,0.572955679000188,0.8586762471060783,0.8534678870778366,0.946031746031746,0.30896837739761535,0.46580695584212584,0.01762571280456195,596,34,1895,1333,0.5
CONTRASTIVE,MLP,42,0.25,1000,TEMPLATE_OOD,6832,0.02,0.9657124280929567,0.01990632318501171,0.304635761589404,0.572955679000188,0.8891847796678004,0.8810974083936183,0.9614243323442137,0.3793911007025761,0.5440806045340051,0.01522248243559719,1296,52,3364,2120,0.5
CONTRASTIVE,MLP,42,0.25,1000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9657124280929567,0.01990632318501171,0.304635761589404,0.572955679000188,0.8524460777896993,0.8442869378317268,0.9481605351170569,0.3058252427184466,0.4624796084828711,0.016720604099244876,567,31,1823,1287,0.5
BASE,LOGREG,42,1.0,4000,IID_ORIGINAL,3051,0.005,0.994125237692969,0.00468384074941452,0.3333333333333333,0.6596082129999559,0.8961567104863788,0.9208311320244674,0.987460815047022,0.29773156899810965,0.45751633986928103,0.002007024586051179,315,4,1989,743,0.3467715503113733
BASE,LOGREG,42,1.0,4000,IID_BALANCED,2116,0.005,0.994125237692969,0.00468384074941452,0.3333333333333333,0.6596082129999559,0.933757155456087,0.9207058651162625,0.9936908517350158,0.29773156899810965,0.4581818181818182,0.001890359168241966,315,2,1056,743,0.5
BASE,LOGREG,42,1.0,4000,TEMPORAL,8000,0.005,0.994125237692969,0.00468384074941452,0.3333333333333333,0.6596082129999559,0.9499098889746075,0.9445268124999998,0.99153194765204,0.322,0.4861294583883752,0.00275,1288,11,3989,2712,0.5
BASE,LOGREG,42,1.0,4000,DOMAIN_OOD,3858,0.005,0.994125237692969,0.00468384074941452,0.3333333333333333,0.6596082129999559,0.925876188699382,0.9218968562829595,0.982532751091703,0.2332814930015552,0.3770423125261835,0.00414722654224987,450,8,1921,1479,0.5
BASE,LOGREG,42,1.0,4000,TEMPLATE_OOD,6832,0.005,0.994125237692969,0.00468384074941452,0.3333333333333333,0.6596082129999559,0.9457954310921128,0.9402790594200594,0.9900090826521344,0.3190866510538642,0.4826212087668807,0.0032201405152224825,1090,11,3405,2326,0.5
BASE,LOGREG,42,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.005,0.994125237692969,0.00468384074941452,0.3333333333333333,0.6596082129999559,0.9213074954291286,0.9175894796986951,0.9809069212410502,0.22168284789644013,0.3616366036075671,0.004314994606256742,411,8,1846,1443,0.5
BASE,LOGREG,42,1.0,4000,IID_ORIGINAL,3051,0.01,0.9726248282562786,0.00936768149882904,0.4966887417218543,0.6596082129999559,0.8961567104863788,0.9208311320244674,0.9780439121756487,0.46313799621928164,0.6286080821039127,0.0055193176116407425,490,11,1982,568,0.3467715503113733
BASE,LOGREG,42,1.0,4000,IID_BALANCED,2116,0.01,0.9726248282562786,0.00936768149882904,0.4966887417218543,0.6596082129999559,0.933757155456087,0.9207058651162625,0.9879032258064516,0.46313799621928164,0.6306306306306306,0.005671077504725898,490,6,1052,568,0.5
BASE,LOGREG,42,1.0,4000,TEMPORAL,8000,0.01,0.9726248282562786,0.00936768149882904,0.4966887417218543,0.6596082129999559,0.9499098889746075,0.9445268124999998,0.9850597609561753,0.4945,0.6584553928095872,0.0075,1978,30,3970,2022,0.5
BASE,LOGREG,42,1.0,4000,DOMAIN_OOD,3858,0.01,0.9726248282562786,0.00936768149882904,0.4966887417218543,0.6596082129999559,0.925876188699382,0.9218968562829595,0.9737827715355806,0.40435458786936235,0.5714285714285714,0.01088646967340591,780,21,1908,1149,0.5
BASE,LOGREG,42,1.0,4000,TEMPLATE_OOD,6832,0.01,0.9726248282562786,0.00936768149882904,0.4966887417218543,0.6596082129999559,0.9457954310921128,0.9402790594200594,0.984070796460177,0.4882903981264637,0.6527098415182939,0.007903981264637002,1668,27,3389,1748,0.5
BASE,LOGREG,42,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.01,0.9726248282562786,0.00936768149882904,0.4966887417218543,0.6596082129999559,0.9213074954291286,0.9175894796986951,0.9743243243243244,0.3888888888888889,0.5558982266769468,0.010248112189859764,721,19,1835,1133,0.5
BASE,LOGREG,42,1.0,4000,IID_ORIGINAL,3051,0.02,0.9327628852203124,0.01990632318501171,0.5849889624724062,0.6596082129999559,0.8961567104863788,0.9208311320244674,0.9655737704918033,0.556710775047259,0.7062350119904077,0.010536879076768691,589,21,1972,469,0.3467715503113733
BASE,LOGREG,42,1.0,4000,IID_BALANCED,2116,0.02,0.9327628852203124,0.01990632318501171,0.5849889624724062,0.6596082129999559,0.933757155456087,0.9207058651162625,0.9767827529021559,0.556710775047259,0.7092113184828417,0.013232514177693762,589,14,1044,469,0.5
BASE,LOGREG,42,1.0,4000,TEMPORAL,8000,0.02,0.9327628852203124,0.01990632318501171,0.5849889624724062,0.6596082129999559,0.9499098889746075,0.9445268124999998,0.9769295302013423,0.58225,0.7296365914786967,0.01375,2329,55,3945,1671,0.5
BASE,LOGREG,42,1.0,4000,DOMAIN_OOD,3858,0.02,0.9327628852203124,0.01990632318501171,0.5849889624724062,0.6596082129999559,0.925876188699382,0.9218968562829595,0.9601990049751243,0.5002592016588906,0.6578050443081118,0.020736132711249352,965,40,1889,964,0.5
BASE,LOGREG,42,1.0,4000,TEMPLATE_OOD,6832,0.02,0.9327628852203124,0.01990632318501171,0.5849889624724062,0.6596082129999559,0.9457954310921128,0.9402790594200594,0.9745254745254746,0.5711358313817331,0.7201919527500923,0.014929742388758781,1951,51,3365,1465,0.5
BASE,LOGREG,42,1.0,4000,DOMAIN_TEMPLATE_OOD,3708,0.02,0.9327628852203124,0.01990632318501171,0.5849889624724062,0.6596082129999559,0.9213074954291286,0.9175894796986951,0.9596949891067538,0.47518878101402373,0.6356421356421357,0.019956850053937433,881,37,1817,973,0.5
BASE,XGBOOST,42,1.0,4000,IID_ORIGINAL,3051,0.005,0.9923813939094545,0.00468384074941452,0.40176600441501104,10.89988724000068,0.8920507255590171,0.9257073670891599,0.9881516587677726,0.3941398865784499,0.5635135135135135,0.002508780732563974,417,5,1988,641,0.3467715503113733
BASE,XGBOOST,42,1.0,4000,IID_BALANCED,2116,0.005,0.9923813939094545,0.00468384074941452,0.40176600441501104,10.89988724000068,0.9317935954289526,0.9255693411615883,0.9904988123515439,0.3941398865784499,0.563894523326572,0.003780718336483932,417,4,1054,641,0.5
BASE,XGBOOST,42,1.0,4000,TEMPORAL,8000,0.005,0.9923813939094545,0.00468384074941452,0.40176600441501104,10.89988724000068,0.9446516721337634,0.9415663124999999,0.9934782608695653,0.34275,0.5096654275092937,0.00225,1371,9,3991,2629,0.5
BASE,XGBOOST,42,1.0,4000,DOMAIN_OOD,3858,0.005,0.9923813939094545,0.00468384074941452,0.40176600441501104,10.89988724000068,0.9195105381638496,0.9178995877766463,0.987012987012987,0.2363919129082426,0.38143036386449186,0.003110419906687403,456,6,1923,1473,0.5
